// x, y, n_BG, n_sig(C1N1 1TeV), n_sig(C1N1 3TeV), n_sig(C1C1 1TeV), n_sig(C1C1 3TeV) 
1000, 1000, 1.70503e+08, 14594.8, 263.439, 14082, 247.134;
1000, 2000, 1.20798e+07, 6169.81, 139.199, 5917.43, 141.95;
1000, 3000, 1.97761e+06, 2568.08, 71.9192, 2238.89, 72.8396;
1000, 3100, 1.68136e+06, 2401.48, 69.1209, 2092.81, 69.3855;
1000, 3200, 1.42741e+06, 2171.14, 65.3859, 1917.06, 67.5994;
1000, 3300, 1.25471e+06, 1950.78, 61.0089, 1792.24, 63.8231;
1000, 3400, 1.09814e+06, 1821.86, 58.586, 1630.64, 59.2241;
1000, 3500, 894701, 1714.06, 56.4856, 1533.73, 56.0968;
1000, 3600, 810230, 1608.72, 54.0373, 1404.03, 53.7653;
1000, 3700, 705778, 1433.4, 51.6697, 1325.86, 51.2127;
1000, 3800, 594341, 1302.29, 50.6566, 1178.33, 49.5387;
1000, 3900, 549246, 1157.09, 49.0757, 1008.98, 46.8932;
1000, 4000, 480781, 1089.27, 47.0148, 906.042, 43.076;
1000, 4100, 396970, 1019.28, 40.6793, 813.692, 39.3116;
1000, 4200, 326406, 936.464, 39.7065, 750.986, 39.3116;
1000, 4300, 299233, 880.014, 39.4016, 691.087, 39.3116;
1000, 4400, 279348, 762.019, 35.9555, 633.522, 33.5776;
1000, 4500, 248844, 720.372, 30.0826, 590.266, 30.2856;
1000, 4600, 219887, 683.283, 27.1062, 557.128, 29.0212;
1000, 4700, 198707, 647.815, 26.0816, 470.169, 27.7429;
1000, 4800, 180650, 569.393, 25.194, 448.823, 25.8698;
1000, 4900, 159001, 560.313, 25.1719, 427.811, 24.6159;
1000, 5000, 140287, 472.499, 25.1719, 422.72, 22.6496;
1000, 5100, 126684, 409.087, 24.608, 400.811, 22.6496;
1000, 5200, 114234, 387.628, 21.7115, 371.29, 22.1764;
1000, 5300, 100785, 381.302, 20.7831, 347.908, 21.0624;
1000, 5400, 91044.7, 377.391, 20.5038, 347.908, 19.5645;
1000, 5500, 82400.3, 354.893, 19.5466, 317.483, 18.7902;
1000, 5600, 74686.8, 354.893, 19.5466, 299.258, 17.3655;
1000, 5700, 67188.2, 337.446, 19.1957, 294.215, 15.8622;
1000, 5800, 60399.4, 287.027, 18.3747, 262.07, 14.106;
1000, 5900, 54304.5, 263.43, 16.8687, 249.304, 13.1838;
1000, 6000, 49630.6, 229.918, 16.8687, 217.571, 10.5501;
1000, 6100, 45192.3, 229.918, 16.8687, 217.571, 9.57713;
1000, 6200, 41243.9, 215.533, 16.8687, 217.571, 7.62164;
1000, 6300, 37448.9, 215.533, 15.8258, 206.302, 6.88518;
1000, 6400, 33665.6, 215.533, 15.8258, 206.302, 6.12945;
1000, 6500, 31228.4, 215.533, 14.2547, 190.376, 6.12945;
1000, 6600, 28480.3, 189.118, 14.2547, 190.376, 5.21098;
1000, 6700, 25867.9, 141.549, 13.0828, 176.396, 4.41547;
1000, 6800, 23916.9, 141.549, 12.1508, 176.396, 4.41547;
1000, 6900, 19986.1, 141.549, 10.6946, 157.802, 4.41547;
1000, 7000, 18038.1, 118.902, 10.6946, 157.802, 4.41547;
1000, 7100, 16948.1, 102.604, 10.6946, 141.357, 3.81047;
1000, 7200, 15390.8, 102.604, 10.6946, 141.357, 3.81047;
1000, 7300, 14225.6, 102.604, 10.6946, 123.482, 3.18976;
1000, 7400, 12481.7, 89.7251, 10.6946, 88.1484, 3.18976;
1000, 7500, 11217.3, 89.7251, 9.19041, 88.1484, 3.18976;
1000, 7600, 10527.1, 89.7251, 9.19041, 70.1347, 3.18976;
1000, 7700, 10031.2, 55.5995, 9.19041, 70.1347, 2.16386;
1000, 7800, 9633.36, 55.5995, 7.07073, 70.1347, 2.16386;
1000, 7900, 8670.43, 55.5995, 7.07073, 70.1347, 2.16386;
1000, 8000, 7900.97, 55.5995, 4.57549, 55.9189, 2.16386;
1000, 8100, 7312.88, 55.5995, 4.57549, 36.3541, 2.16386;
1000, 8200, 6626.99, 55.5995, 4.57549, 18.366, 2.16386;
1000, 8300, 5665.54, 55.5995, 4.57549, 18.366, 2.16386;
1000, 8400, 5372.19, 55.5995, 4.57549, 18.366, 2.16386;
1000, 8500, 4701.44, 55.5995, 3.62171, 18.366, 2.16386;
1000, 8600, 4503.34, 55.5995, 3.62171, 18.366, 2.16386;
1000, 8700, 4014.44, 55.5995, 3.62171, 18.366, 2.16386;
1000, 8800, 3817.58, 55.5995, 1.0358, 18.366, 2.16386;
1000, 8900, 3523.81, 55.5995, 1.0358, 18.366, 1.74197;
1000, 9000, 3325.13, 55.5995, 1.0358, 18.366, 1.74197;
1000, 9100, 2642.69, 55.5995, 1.0358, 18.366, 1.74197;
1000, 9200, 2447.6, 55.5995, 1.0358, 18.366, 1.74197;
1000, 9300, 2155.57, 55.5995, 1.0358, 18.366, 1.74197;
1000, 9400, 2056.3, 55.5995, 1.0358, 0, 1.74197;
1000, 9500, 1764.26, 27.533, 1.0358, 0, 0.872079;
1000, 9600, 1374.23, 27.533, 1.0358, 0, 0.872079;
1000, 9700, 1275.12, 27.533, 1.0358, 0, 0;
1000, 9800, 1272.96, 27.533, 1.0358, 0, 0;
1000, 9900, 1078.44, 27.533, 1.0358, 0, 0;
1000, 10000, 1077.97, 27.533, 1.0358, 0, 0;
2000, 1000, 4.95029e+07, 5648.66, 131.272, 5159.16, 123.764;
2000, 2000, 1.00851e+07, 4778.67, 118.446, 4364.75, 113.486;
2000, 3000, 1.95067e+06, 2380.89, 70.9669, 2136.97, 70.6383;
2000, 3100, 1.66135e+06, 2222.43, 68.2429, 2020.55, 67.4439;
2000, 3200, 1.41408e+06, 2040.27, 64.5208, 1844.81, 65.7204;
2000, 3300, 1.24139e+06, 1850.36, 60.1438, 1742.82, 62.8114;
2000, 3400, 1.08495e+06, 1727.13, 57.7209, 1593.38, 58.5747;
2000, 3500, 894180, 1637.08, 55.6205, 1496.47, 55.4473;
2000, 3600, 809709, 1531.74, 53.6996, 1376.9, 53.1159;
2000, 3700, 705293, 1357.54, 51.332, 1298.72, 50.5633;
2000, 3800, 593855, 1226.43, 50.3189, 1151.19, 49.2582;
2000, 3900, 548858, 1096.24, 48.738, 981.839, 46.6127;
2000, 4000, 480490, 1028.41, 47.0148, 893.338, 42.7955;
2000, 4100, 396679, 958.422, 40.6793, 813.692, 39.3116;
2000, 4200, 326115, 913.726, 39.7065, 750.986, 39.3116;
2000, 4300, 299039, 857.276, 39.4016, 691.087, 39.3116;
2000, 4400, 279251, 739.281, 35.9555, 633.522, 33.5776;
2000, 4500, 248747, 720.372, 30.0826, 590.266, 30.2856;
2000, 4600, 219790, 683.283, 27.1062, 557.128, 29.0212;
2000, 4700, 198610, 647.815, 26.0816, 470.169, 27.7429;
2000, 4800, 180553, 569.393, 25.194, 448.823, 25.8698;
2000, 4900, 158904, 560.313, 25.1719, 427.811, 24.6159;
2000, 5000, 140287, 472.499, 25.1719, 422.72, 22.6496;
2000, 5100, 126684, 409.087, 24.608, 400.811, 22.6496;
2000, 5200, 114234, 387.628, 21.7115, 371.29, 22.1764;
2000, 5300, 100785, 381.302, 20.7831, 347.908, 21.0624;
2000, 5400, 91044.7, 377.391, 20.5038, 347.908, 19.5645;
2000, 5500, 82400.3, 354.893, 19.5466, 317.483, 18.7902;
2000, 5600, 74686.8, 354.893, 19.5466, 299.258, 17.3655;
2000, 5700, 67188.2, 337.446, 19.1957, 294.215, 15.8622;
2000, 5800, 60399.4, 287.027, 18.3747, 262.07, 14.106;
2000, 5900, 54304.5, 263.43, 16.8687, 249.304, 13.1838;
2000, 6000, 49630.6, 229.918, 16.8687, 217.571, 10.5501;
2000, 6100, 45192.3, 229.918, 16.8687, 217.571, 9.57713;
2000, 6200, 41243.9, 215.533, 16.8687, 217.571, 7.62164;
2000, 6300, 37448.9, 215.533, 15.8258, 206.302, 6.88518;
2000, 6400, 33665.6, 215.533, 15.8258, 206.302, 6.12945;
2000, 6500, 31228.4, 215.533, 14.2547, 190.376, 6.12945;
2000, 6600, 28480.3, 189.118, 14.2547, 190.376, 5.21098;
2000, 6700, 25867.9, 141.549, 13.0828, 176.396, 4.41547;
2000, 6800, 23916.9, 141.549, 12.1508, 176.396, 4.41547;
2000, 6900, 19986.1, 141.549, 10.6946, 157.802, 4.41547;
2000, 7000, 18038.1, 118.902, 10.6946, 157.802, 4.41547;
2000, 7100, 16948.1, 102.604, 10.6946, 141.357, 3.81047;
2000, 7200, 15390.8, 102.604, 10.6946, 141.357, 3.81047;
2000, 7300, 14225.6, 102.604, 10.6946, 123.482, 3.18976;
2000, 7400, 12481.7, 89.7251, 10.6946, 88.1484, 3.18976;
2000, 7500, 11217.3, 89.7251, 9.19041, 88.1484, 3.18976;
2000, 7600, 10527.1, 89.7251, 9.19041, 70.1347, 3.18976;
2000, 7700, 10031.2, 55.5995, 9.19041, 70.1347, 2.16386;
2000, 7800, 9633.36, 55.5995, 7.07073, 70.1347, 2.16386;
2000, 7900, 8670.43, 55.5995, 7.07073, 70.1347, 2.16386;
2000, 8000, 7900.97, 55.5995, 4.57549, 55.9189, 2.16386;
2000, 8100, 7312.88, 55.5995, 4.57549, 36.3541, 2.16386;
2000, 8200, 6626.99, 55.5995, 4.57549, 18.366, 2.16386;
2000, 8300, 5665.54, 55.5995, 4.57549, 18.366, 2.16386;
2000, 8400, 5372.19, 55.5995, 4.57549, 18.366, 2.16386;
2000, 8500, 4701.44, 55.5995, 3.62171, 18.366, 2.16386;
2000, 8600, 4503.34, 55.5995, 3.62171, 18.366, 2.16386;
2000, 8700, 4014.44, 55.5995, 3.62171, 18.366, 2.16386;
2000, 8800, 3817.58, 55.5995, 1.0358, 18.366, 2.16386;
2000, 8900, 3523.81, 55.5995, 1.0358, 18.366, 1.74197;
2000, 9000, 3325.13, 55.5995, 1.0358, 18.366, 1.74197;
2000, 9100, 2642.69, 55.5995, 1.0358, 18.366, 1.74197;
2000, 9200, 2447.6, 55.5995, 1.0358, 18.366, 1.74197;
2000, 9300, 2155.57, 55.5995, 1.0358, 18.366, 1.74197;
2000, 9400, 2056.3, 55.5995, 1.0358, 0, 1.74197;
2000, 9500, 1764.26, 27.533, 1.0358, 0, 0.872079;
2000, 9600, 1374.23, 27.533, 1.0358, 0, 0.872079;
2000, 9700, 1275.12, 27.533, 1.0358, 0, 0;
2000, 9800, 1272.96, 27.533, 1.0358, 0, 0;
2000, 9900, 1078.44, 27.533, 1.0358, 0, 0;
2000, 10000, 1077.97, 27.533, 1.0358, 0, 0;
3000, 1000, 1.70412e+07, 2449.78, 69.6664, 1998.69, 65.6475;
3000, 2000, 4.90969e+06, 2356.8, 66.5784, 1920.74, 63.759;
3000, 3000, 1.77126e+06, 1990.48, 56.5247, 1573.99, 58.9649;
3000, 3100, 1.53206e+06, 1907.76, 54.3033, 1536.66, 56.8073;
3000, 3200, 1.31292e+06, 1752.84, 51.5686, 1450.62, 56.1568;
3000, 3300, 1.16276e+06, 1631.98, 47.8008, 1395.16, 54.0345;
3000, 3400, 1.01619e+06, 1545.46, 46.9289, 1316.07, 52.3725;
3000, 3500, 846230, 1476.73, 45.8624, 1238.59, 49.4377;
3000, 3600, 769638, 1371.39, 44.0541, 1172.94, 47.5041;
3000, 3700, 666737, 1221.13, 41.6864, 1154.47, 45.5422;
3000, 3800, 569643, 1131.98, 40.6733, 1033.41, 45.2618;
3000, 3900, 525335, 1016.49, 40.4375, 891.599, 43.4294;
3000, 4000, 458648, 976.471, 38.7143, 815.394, 39.6122;
3000, 4100, 389541, 906.479, 33.4235, 736.769, 37.7906;
3000, 4200, 319970, 861.783, 32.4506, 674.062, 37.7906;
3000, 4300, 293693, 805.333, 32.1457, 614.163, 37.7906;
3000, 4400, 275056, 716.588, 29.7537, 559.4, 32.0566;
3000, 4500, 245424, 697.678, 25.4699, 528.855, 29.9495;
3000, 4600, 216989, 660.589, 23.3128, 495.716, 28.6851;
3000, 4700, 195907, 625.121, 23.2524, 425.666, 27.4068;
3000, 4800, 178432, 569.393, 22.3649, 404.32, 25.8606;
3000, 4900, 157267, 560.313, 22.3428, 383.308, 24.6066;
3000, 5000, 139039, 472.499, 22.3428, 378.217, 22.6496;
3000, 5100, 125533, 409.087, 21.7788, 370.894, 22.6496;
3000, 5200, 113181, 387.628, 20.2055, 341.373, 22.1764;
3000, 5300, 100022, 381.302, 19.277, 317.991, 21.0624;
3000, 5400, 90656.6, 377.391, 18.9978, 317.991, 19.5645;
3000, 5500, 82109.2, 354.893, 18.0406, 287.566, 18.7902;
3000, 5600, 74492.8, 354.893, 18.0406, 282.813, 17.3655;
3000, 5700, 67091.1, 337.446, 17.6897, 277.77, 15.8622;
3000, 5800, 60399.4, 287.027, 16.8687, 245.625, 14.106;
3000, 5900, 54304.5, 263.43, 16.8687, 232.859, 13.1838;
3000, 6000, 49630.6, 229.918, 16.8687, 201.126, 10.5501;
3000, 6100, 45192.3, 229.918, 16.8687, 201.126, 9.57713;
3000, 6200, 41243.9, 215.533, 16.8687, 201.126, 7.62164;
3000, 6300, 37448.9, 215.533, 15.8258, 189.857, 6.88518;
3000, 6400, 33665.6, 215.533, 15.8258, 189.857, 6.12945;
3000, 6500, 31228.4, 215.533, 14.2547, 173.931, 6.12945;
3000, 6600, 28480.3, 189.118, 14.2547, 173.931, 5.21098;
3000, 6700, 25867.9, 141.549, 13.0828, 159.951, 4.41547;
3000, 6800, 23916.9, 141.549, 12.1508, 159.951, 4.41547;
3000, 6900, 19986.1, 141.549, 10.6946, 141.357, 4.41547;
3000, 7000, 18038.1, 118.902, 10.6946, 141.357, 4.41547;
3000, 7100, 16948.1, 102.604, 10.6946, 141.357, 3.81047;
3000, 7200, 15390.8, 102.604, 10.6946, 141.357, 3.81047;
3000, 7300, 14225.6, 102.604, 10.6946, 123.482, 3.18976;
3000, 7400, 12481.7, 89.7251, 10.6946, 88.1484, 3.18976;
3000, 7500, 11217.3, 89.7251, 9.19041, 88.1484, 3.18976;
3000, 7600, 10527.1, 89.7251, 9.19041, 70.1347, 3.18976;
3000, 7700, 10031.2, 55.5995, 9.19041, 70.1347, 2.16386;
3000, 7800, 9633.36, 55.5995, 7.07073, 70.1347, 2.16386;
3000, 7900, 8670.43, 55.5995, 7.07073, 70.1347, 2.16386;
3000, 8000, 7900.97, 55.5995, 4.57549, 55.9189, 2.16386;
3000, 8100, 7312.88, 55.5995, 4.57549, 36.3541, 2.16386;
3000, 8200, 6626.99, 55.5995, 4.57549, 18.366, 2.16386;
3000, 8300, 5665.54, 55.5995, 4.57549, 18.366, 2.16386;
3000, 8400, 5372.19, 55.5995, 4.57549, 18.366, 2.16386;
3000, 8500, 4701.44, 55.5995, 3.62171, 18.366, 2.16386;
3000, 8600, 4503.34, 55.5995, 3.62171, 18.366, 2.16386;
3000, 8700, 4014.44, 55.5995, 3.62171, 18.366, 2.16386;
3000, 8800, 3817.58, 55.5995, 1.0358, 18.366, 2.16386;
3000, 8900, 3523.81, 55.5995, 1.0358, 18.366, 1.74197;
3000, 9000, 3325.13, 55.5995, 1.0358, 18.366, 1.74197;
3000, 9100, 2642.69, 55.5995, 1.0358, 18.366, 1.74197;
3000, 9200, 2447.6, 55.5995, 1.0358, 18.366, 1.74197;
3000, 9300, 2155.57, 55.5995, 1.0358, 18.366, 1.74197;
3000, 9400, 2056.3, 55.5995, 1.0358, 0, 1.74197;
3000, 9500, 1764.26, 27.533, 1.0358, 0, 0.872079;
3000, 9600, 1374.23, 27.533, 1.0358, 0, 0.872079;
3000, 9700, 1275.12, 27.533, 1.0358, 0, 0;
3000, 9800, 1272.96, 27.533, 1.0358, 0, 0;
3000, 9900, 1078.44, 27.533, 1.0358, 0, 0;
3000, 10000, 1077.97, 27.533, 1.0358, 0, 0;
3100, 1000, 1.53583e+07, 2222.6, 64.1318, 1768.84, 63.8159;
3100, 2000, 4.50193e+06, 2151.67, 61.0438, 1712.11, 62.4229;
3100, 3000, 1.67635e+06, 1878.47, 52.3195, 1497.36, 57.9101;
3100, 3100, 1.46276e+06, 1822.58, 50.4292, 1464.35, 55.7526;
3100, 3200, 1.25694e+06, 1695.64, 50.4292, 1394.14, 55.102;
3100, 3300, 1.12001e+06, 1574.79, 46.6614, 1350.04, 53.1376;
3100, 3400, 987105, 1488.27, 46.0348, 1270.96, 51.4756;
3100, 3500, 823980, 1419.54, 44.9683, 1206.72, 48.5408;
3100, 3600, 747751, 1334.44, 43.1601, 1141.06, 46.6072;
3100, 3700, 645176, 1200.56, 40.7924, 1122.6, 44.6454;
3100, 3800, 561009, 1111.42, 39.7793, 1001.54, 44.3649;
3100, 3900, 523214, 996.014, 39.5435, 859.723, 42.5326;
3100, 4000, 456721, 955.997, 37.8202, 801.25, 38.7153;
3100, 4100, 387906, 904.273, 33.0957, 722.624, 36.8937;
3100, 4200, 318334, 859.577, 32.4506, 674.062, 36.8937;
3100, 4300, 292154, 803.127, 32.1457, 614.163, 36.8937;
3100, 4400, 273711, 714.382, 29.7537, 559.4, 32.0566;
3100, 4500, 244080, 695.472, 25.4699, 528.855, 29.9495;
3100, 4600, 215742, 658.383, 23.3128, 495.716, 28.6851;
3100, 4700, 195228, 622.915, 23.2524, 425.666, 27.4068;
3100, 4800, 178141, 569.393, 22.3649, 404.32, 25.8606;
3100, 4900, 156976, 560.313, 22.3428, 383.308, 24.6066;
3100, 5000, 138748, 472.499, 22.3428, 378.217, 22.6496;
3100, 5100, 125436, 409.087, 21.7788, 370.894, 22.6496;
3100, 5200, 113084, 387.628, 20.2055, 341.373, 22.1764;
3100, 5300, 99925.4, 381.302, 19.277, 317.991, 21.0624;
3100, 5400, 90559.6, 377.391, 18.9978, 317.991, 19.5645;
3100, 5500, 82012.2, 354.893, 18.0406, 287.566, 18.7902;
3100, 5600, 74395.8, 354.893, 18.0406, 282.813, 17.3655;
3100, 5700, 66994.1, 337.446, 17.6897, 277.77, 15.8622;
3100, 5800, 60302.4, 287.027, 16.8687, 245.625, 14.106;
3100, 5900, 54207.4, 263.43, 16.8687, 232.859, 13.1838;
3100, 6000, 49533.6, 229.918, 16.8687, 201.126, 10.5501;
3100, 6100, 45095.2, 229.918, 16.8687, 201.126, 9.57713;
3100, 6200, 41146.8, 215.533, 16.8687, 201.126, 7.62164;
3100, 6300, 37351.9, 215.533, 15.8258, 189.857, 6.88518;
3100, 6400, 33665.6, 215.533, 15.8258, 189.857, 6.12945;
3100, 6500, 31228.4, 215.533, 14.2547, 173.931, 6.12945;
3100, 6600, 28480.3, 189.118, 14.2547, 173.931, 5.21098;
3100, 6700, 25867.9, 141.549, 13.0828, 159.951, 4.41547;
3100, 6800, 23916.9, 141.549, 12.1508, 159.951, 4.41547;
3100, 6900, 19986.1, 141.549, 10.6946, 141.357, 4.41547;
3100, 7000, 18038.1, 118.902, 10.6946, 141.357, 4.41547;
3100, 7100, 16948.1, 102.604, 10.6946, 141.357, 3.81047;
3100, 7200, 15390.8, 102.604, 10.6946, 141.357, 3.81047;
3100, 7300, 14225.6, 102.604, 10.6946, 123.482, 3.18976;
3100, 7400, 12481.7, 89.7251, 10.6946, 88.1484, 3.18976;
3100, 7500, 11217.3, 89.7251, 9.19041, 88.1484, 3.18976;
3100, 7600, 10527.1, 89.7251, 9.19041, 70.1347, 3.18976;
3100, 7700, 10031.2, 55.5995, 9.19041, 70.1347, 2.16386;
3100, 7800, 9633.36, 55.5995, 7.07073, 70.1347, 2.16386;
3100, 7900, 8670.43, 55.5995, 7.07073, 70.1347, 2.16386;
3100, 8000, 7900.97, 55.5995, 4.57549, 55.9189, 2.16386;
3100, 8100, 7312.88, 55.5995, 4.57549, 36.3541, 2.16386;
3100, 8200, 6626.99, 55.5995, 4.57549, 18.366, 2.16386;
3100, 8300, 5665.54, 55.5995, 4.57549, 18.366, 2.16386;
3100, 8400, 5372.19, 55.5995, 4.57549, 18.366, 2.16386;
3100, 8500, 4701.44, 55.5995, 3.62171, 18.366, 2.16386;
3100, 8600, 4503.34, 55.5995, 3.62171, 18.366, 2.16386;
3100, 8700, 4014.44, 55.5995, 3.62171, 18.366, 2.16386;
3100, 8800, 3817.58, 55.5995, 1.0358, 18.366, 2.16386;
3100, 8900, 3523.81, 55.5995, 1.0358, 18.366, 1.74197;
3100, 9000, 3325.13, 55.5995, 1.0358, 18.366, 1.74197;
3100, 9100, 2642.69, 55.5995, 1.0358, 18.366, 1.74197;
3100, 9200, 2447.6, 55.5995, 1.0358, 18.366, 1.74197;
3100, 9300, 2155.57, 55.5995, 1.0358, 18.366, 1.74197;
3100, 9400, 2056.3, 55.5995, 1.0358, 0, 1.74197;
3100, 9500, 1764.26, 27.533, 1.0358, 0, 0.872079;
3100, 9600, 1374.23, 27.533, 1.0358, 0, 0.872079;
3100, 9700, 1275.12, 27.533, 1.0358, 0, 0;
3100, 9800, 1272.96, 27.533, 1.0358, 0, 0;
3100, 9900, 1078.44, 27.533, 1.0358, 0, 0;
3100, 10000, 1077.97, 27.533, 1.0358, 0, 0;
3200, 1000, 1.38683e+07, 2030.96, 61.8328, 1638.03, 57.9724;
3200, 2000, 4.06864e+06, 1973.51, 58.7448, 1592.1, 56.8437;
3200, 3000, 1.50692e+06, 1819.73, 51.0073, 1423.6, 54.157;
3200, 3100, 1.35387e+06, 1774.9, 49.117, 1401.38, 51.9994;
3200, 3200, 1.199e+06, 1679.47, 49.117, 1331.17, 51.5127;
3200, 3300, 1.07484e+06, 1558.61, 45.9428, 1292.72, 49.8631;
3200, 3400, 967566, 1482.45, 45.9116, 1213.63, 48.9376;
3200, 3500, 822223, 1413.72, 44.9001, 1174.59, 46.0029;
3200, 3600, 746127, 1328.62, 43.0918, 1108.94, 44.8182;
3200, 3700, 643684, 1194.75, 40.7242, 1090.47, 42.8656;
3200, 3800, 559712, 1105.6, 39.7111, 984.146, 42.5851;
3200, 3900, 522013, 990.197, 39.4752, 854.97, 40.9503;
3200, 4000, 455617, 950.179, 37.752, 796.497, 37.1331;
3200, 4100, 386802, 898.455, 33.0275, 717.871, 35.4893;
3200, 4200, 317461, 853.759, 32.3824, 669.309, 35.4893;
3200, 4300, 291280, 797.31, 32.0775, 609.41, 35.4893;
3200, 4400, 272837, 714.382, 29.7537, 554.646, 30.6522;
3200, 4500, 243400, 695.472, 25.4699, 524.102, 28.5451;
3200, 4600, 215062, 658.383, 23.3128, 490.963, 27.2807;
3200, 4700, 194645, 622.915, 23.2524, 420.913, 26.0024;
3200, 4800, 177558, 569.393, 22.3649, 399.567, 24.8925;
3200, 4900, 156490, 560.313, 22.3428, 378.555, 23.6385;
3200, 5000, 138262, 472.499, 22.3428, 373.464, 22.6496;
3200, 5100, 124950, 409.087, 21.7788, 366.141, 22.6496;
3200, 5200, 112598, 387.628, 20.2055, 336.62, 22.1764;
3200, 5300, 99439.8, 381.302, 19.277, 313.238, 21.0624;
3200, 5400, 90171, 377.391, 18.9978, 313.238, 19.5645;
3200, 5500, 81623.6, 354.893, 18.0406, 282.813, 18.7902;
3200, 5600, 74104.2, 354.893, 18.0406, 282.813, 17.3655;
3200, 5700, 66799.5, 337.446, 17.6897, 277.77, 15.8622;
3200, 5800, 60107.8, 287.027, 16.8687, 245.625, 14.106;
3200, 5900, 54109.9, 263.43, 16.8687, 232.859, 13.1838;
3200, 6000, 49436, 229.918, 16.8687, 201.126, 10.5501;
3200, 6100, 44998.2, 229.918, 16.8687, 201.126, 9.57713;
3200, 6200, 41146.8, 215.533, 16.8687, 201.126, 7.62164;
3200, 6300, 37351.9, 215.533, 15.8258, 189.857, 6.88518;
3200, 6400, 33665.6, 215.533, 15.8258, 189.857, 6.12945;
3200, 6500, 31228.4, 215.533, 14.2547, 173.931, 6.12945;
3200, 6600, 28480.3, 189.118, 14.2547, 173.931, 5.21098;
3200, 6700, 25867.9, 141.549, 13.0828, 159.951, 4.41547;
3200, 6800, 23916.9, 141.549, 12.1508, 159.951, 4.41547;
3200, 6900, 19986.1, 141.549, 10.6946, 141.357, 4.41547;
3200, 7000, 18038.1, 118.902, 10.6946, 141.357, 4.41547;
3200, 7100, 16948.1, 102.604, 10.6946, 141.357, 3.81047;
3200, 7200, 15390.8, 102.604, 10.6946, 141.357, 3.81047;
3200, 7300, 14225.6, 102.604, 10.6946, 123.482, 3.18976;
3200, 7400, 12481.7, 89.7251, 10.6946, 88.1484, 3.18976;
3200, 7500, 11217.3, 89.7251, 9.19041, 88.1484, 3.18976;
3200, 7600, 10527.1, 89.7251, 9.19041, 70.1347, 3.18976;
3200, 7700, 10031.2, 55.5995, 9.19041, 70.1347, 2.16386;
3200, 7800, 9633.36, 55.5995, 7.07073, 70.1347, 2.16386;
3200, 7900, 8670.43, 55.5995, 7.07073, 70.1347, 2.16386;
3200, 8000, 7900.97, 55.5995, 4.57549, 55.9189, 2.16386;
3200, 8100, 7312.88, 55.5995, 4.57549, 36.3541, 2.16386;
3200, 8200, 6626.99, 55.5995, 4.57549, 18.366, 2.16386;
3200, 8300, 5665.54, 55.5995, 4.57549, 18.366, 2.16386;
3200, 8400, 5372.19, 55.5995, 4.57549, 18.366, 2.16386;
3200, 8500, 4701.44, 55.5995, 3.62171, 18.366, 2.16386;
3200, 8600, 4503.34, 55.5995, 3.62171, 18.366, 2.16386;
3200, 8700, 4014.44, 55.5995, 3.62171, 18.366, 2.16386;
3200, 8800, 3817.58, 55.5995, 1.0358, 18.366, 2.16386;
3200, 8900, 3523.81, 55.5995, 1.0358, 18.366, 1.74197;
3200, 9000, 3325.13, 55.5995, 1.0358, 18.366, 1.74197;
3200, 9100, 2642.69, 55.5995, 1.0358, 18.366, 1.74197;
3200, 9200, 2447.6, 55.5995, 1.0358, 18.366, 1.74197;
3200, 9300, 2155.57, 55.5995, 1.0358, 18.366, 1.74197;
3200, 9400, 2056.3, 55.5995, 1.0358, 0, 1.74197;
3200, 9500, 1764.26, 27.533, 1.0358, 0, 0.872079;
3200, 9600, 1374.23, 27.533, 1.0358, 0, 0.872079;
3200, 9700, 1275.12, 27.533, 1.0358, 0, 0;
3200, 9800, 1272.96, 27.533, 1.0358, 0, 0;
3200, 9900, 1078.44, 27.533, 1.0358, 0, 0;
3200, 10000, 1077.97, 27.533, 1.0358, 0, 0;
3300, 1000, 1.26836e+07, 1856.05, 60.4066, 1490.08, 53.2723;
3300, 2000, 3.85905e+06, 1812.28, 58.0997, 1466.36, 52.1436;
3300, 3000, 1.44875e+06, 1673.48, 50.3622, 1314.69, 49.8861;
3300, 3100, 1.32298e+06, 1634.6, 48.4719, 1292.47, 49.1401;
3300, 3200, 1.16879e+06, 1555.08, 48.4719, 1268.7, 49.1401;
3300, 3300, 1.05152e+06, 1495.87, 45.2977, 1230.25, 47.8682;
3300, 3400, 951574, 1420.78, 45.2664, 1168.27, 47.2378;
3300, 3500, 806871, 1358.13, 44.255, 1137.69, 44.303;
3300, 3600, 737287, 1292.35, 42.4467, 1072.03, 43.1184;
3300, 3700, 641357, 1175.84, 40.079, 1053.57, 41.1657;
3300, 3800, 557421, 1086.7, 39.066, 972.604, 40.8853;
3300, 3900, 520230, 971.294, 38.8301, 843.428, 39.2504;
3300, 4000, 454125, 931.277, 37.1069, 784.954, 35.4332;
3300, 4100, 385346, 879.553, 32.3824, 706.329, 34.1779;
3300, 4200, 316296, 834.857, 32.3824, 657.767, 34.1779;
3300, 4300, 290212, 778.407, 32.0775, 609.41, 34.1779;
3300, 4400, 272061, 695.479, 29.7537, 554.646, 29.3408;
3300, 4500, 242720, 695.472, 25.4699, 524.102, 28.5451;
3300, 4600, 214382, 658.383, 23.3128, 490.963, 27.2807;
3300, 4700, 194062, 622.915, 23.2524, 420.913, 26.0024;
3300, 4800, 176975, 569.393, 22.3649, 399.567, 24.8925;
