// x, y, n_BG, n_sig0, n_sig1, n_sig2, n_sig3 
1200, 3500, 1.9791e+06, 287.53, 20.8811, 133.65, 10.4336;
1200, 3600, 1.69559e+06, 261.949, 19.2851, 122.14, 9.39637;
1200, 3700, 1.46916e+06, 236.368, 17.9551, 113.827, 8.66419;
1200, 3800, 1.27717e+06, 206.694, 16.6251, 103.595, 8.2981;
1200, 3900, 1.08949e+06, 181.113, 15.4281, 88.887, 7.56591;
1200, 4000, 956617, 166.788, 14.7631, 81.2133, 7.07779;
1300, 100, 5.15876e+09, 4560.58, 163.99, 2268.86, 78.0997;
1300, 200, 3.3369e+09, 4547.28, 163.724, 2264.38, 77.9777;
1300, 300, 2.27901e+09, 4531.93, 163.724, 2257.35, 77.7336;
1300, 400, 1.62472e+09, 4518.63, 163.192, 2240.72, 77.5506;
1300, 500, 1.18396e+09, 4493.04, 162.527, 2224.73, 77.4896;
1300, 600, 8.77155e+08, 4450.07, 160.798, 2208.75, 77.1235;
1300, 700, 6.65693e+08, 4394.81, 159.867, 2185.09, 76.6964;
1300, 800, 5.10397e+08, 4315, 158.404, 2145.44, 76.0862;
1300, 900, 3.92099e+08, 4240.3, 156.409, 2103.87, 74.7439;
1300, 1000, 2.96282e+08, 4154.35, 155.079, 2049.52, 73.6456;
1300, 1100, 2.30306e+08, 4026.45, 152.286, 1991.96, 71.9372;
1300, 1200, 1.81005e+08, 3850.45, 148.961, 1901.8, 69.4966;
1300, 1300, 1.34155e+08, 3639.66, 144.439, 1778.38, 67.239;
1300, 1400, 1.04062e+08, 3292.78, 136.725, 1615.31, 63.8831;
1300, 1500, 8.12196e+07, 2975.58, 128.346, 1461.2, 59.0019;
1300, 1600, 6.40422e+07, 2657.35, 118.504, 1307.73, 55.1579;
1300, 1700, 5.02922e+07, 2371.87, 108.13, 1168.32, 50.5818;
1300, 1800, 3.93656e+07, 2094.57, 99.6175, 1039.79, 47.1649;
1300, 1900, 3.16275e+07, 1856.16, 90.4405, 920.205, 43.1989;
1300, 2000, 2.49423e+07, 1617.74, 82.4604, 798.704, 39.66;
1300, 2100, 2.00853e+07, 1426.4, 77.0074, 704.062, 36.3042;
1300, 2200, 1.64357e+07, 1246.31, 69.1604, 622.849, 33.3754;
1300, 2300, 1.35791e+07, 1110.21, 64.1063, 538.438, 29.9586;
1300, 2400, 1.10696e+07, 985.38, 58.9193, 491.117, 26.9688;
1300, 2500, 9.23371e+06, 873.846, 55.3283, 436.761, 24.1011;
1300, 2600, 7.81212e+06, 777.662, 50.6733, 388.801, 21.5995;
1300, 2700, 6.52607e+06, 686.594, 46.4172, 338.922, 19.769;
1300, 2800, 5.49049e+06, 611.897, 41.3632, 294.798, 18.3046;
1300, 2900, 4.61786e+06, 539.247, 37.2402, 262.824, 16.8403;
1300, 3000, 3.98129e+06, 499.341, 33.7822, 235.327, 15.803;
1300, 3100, 3.43408e+06, 450.225, 30.4572, 209.108, 14.7047;
1300, 3200, 2.98629e+06, 392.924, 27.5311, 186.087, 13.7285;
1300, 3300, 2.64829e+06, 349.948, 25.0041, 166.903, 12.2641;
1300, 3400, 2.32458e+06, 316.181, 22.8761, 147.079, 11.3489;
1300, 3500, 1.9791e+06, 287.53, 20.8811, 133.65, 10.4336;
1300, 3600, 1.69559e+06, 261.949, 19.2851, 122.14, 9.39637;
1300, 3700, 1.46916e+06, 236.368, 17.9551, 113.827, 8.66419;
1300, 3800, 1.27717e+06, 206.694, 16.6251, 103.595, 8.2981;
1300, 3900, 1.08949e+06, 181.113, 15.4281, 88.887, 7.56591;
1300, 4000, 956617, 166.788, 14.7631, 81.2133, 7.07779;
1400, 100, 4.06783e+09, 3893.43, 148.03, 1935.69, 69.3745;
1400, 200, 2.69693e+09, 3885.24, 147.764, 1933.77, 69.3135;
1400, 300, 1.86998e+09, 3872.96, 147.764, 1928.02, 69.0695;
1400, 400, 1.35277e+09, 3864.78, 147.365, 1913.95, 68.9474;
1400, 500, 9.95228e+08, 3847.38, 147.099, 1901.16, 68.9474;
1400, 600, 7.52739e+08, 3818.73, 145.503, 1889.01, 68.7034;
1400, 700, 5.78306e+08, 3779.85, 144.838, 1873.66, 68.4593;
1400, 800, 4.48336e+08, 3722.55, 143.907, 1844.25, 67.9102;
1400, 900, 3.49397e+08, 3664.22, 142.311, 1816.75, 66.8729;
1400, 1000, 2.66643e+08, 3602.83, 141.38, 1778.38, 66.1407;
1400, 1100, 2.10448e+08, 3524.04, 139.252, 1739.37, 64.7984;
1400, 1200, 1.68216e+08, 3399.2, 136.991, 1685.66, 63.0899;
1400, 1300, 1.25976e+08, 3273.34, 134.198, 1600.61, 61.4425;
1400, 1400, 9.95332e+07, 3054.37, 128.878, 1498.93, 59.307;
1400, 1500, 7.92821e+07, 2807.77, 122.494, 1384.46, 55.463;
1400, 1600, 6.28471e+07, 2534.56, 113.45, 1254.01, 52.4733;
1400, 1700, 4.94037e+07, 2282.85, 103.874, 1122.92, 48.3242;
1400, 1800, 3.86913e+07, 2035.22, 96.2925, 1005.89, 45.2124;
1400, 1900, 3.1184e+07, 1809.09, 88.1795, 892.707, 41.4905;
1400, 2000, 2.4615e+07, 1578.86, 80.4654, 783.357, 38.1346;
1400, 2100, 1.98462e+07, 1396.72, 75.2784, 691.912, 35.2669;
1400, 2200, 1.63136e+07, 1222.77, 67.9634, 614.536, 32.8263;
1400, 2300, 1.34973e+07, 1089.75, 63.0423, 533.322, 29.7755;
1400, 2400, 1.10116e+07, 969.008, 57.9883, 487.28, 26.8468;
1400, 2500, 9.20708e+06, 862.591, 54.5303, 433.564, 24.0401;
1400, 2600, 7.78602e+06, 770.499, 50.2743, 386.243, 21.5384;
1400, 2700, 6.51314e+06, 680.454, 46.0182, 336.364, 19.708;
1400, 2800, 5.47756e+06, 607.804, 41.0972, 292.24, 18.2436;
1400, 2900, 4.61125e+06, 536.177, 36.9742, 260.266, 16.8403;
1400, 3000, 3.98099e+06, 497.294, 33.6492, 234.048, 15.803;
1400, 3100, 3.43405e+06, 450.225, 30.3242, 208.469, 14.7047;
1400, 3200, 2.98625e+06, 392.924, 27.5311, 185.448, 13.7285;
1400, 3300, 2.64826e+06, 349.948, 25.0041, 166.903, 12.2641;
1400, 3400, 2.32455e+06, 316.181, 22.8761, 147.079, 11.3489;
1400, 3500, 1.9791e+06, 287.53, 20.8811, 133.65, 10.4336;
1400, 3600, 1.69559e+06, 261.949, 19.2851, 122.14, 9.39637;
1400, 3700, 1.46916e+06, 236.368, 17.9551, 113.827, 8.66419;
1400, 3800, 1.27717e+06, 206.694, 16.6251, 103.595, 8.2981;
1400, 3900, 1.08949e+06, 181.113, 15.4281, 88.887, 7.56591;
1400, 4000, 956617, 166.788, 14.7631, 81.2133, 7.07779;
1500, 100, 3.25795e+09, 3338.83, 132.203, 1639.61, 62.1747;
1500, 200, 2.20121e+09, 3333.71, 132.07, 1638.97, 62.1137;
1500, 300, 1.54331e+09, 3323.48, 132.07, 1633.22, 61.9307;
1500, 400, 1.12879e+09, 3316.32, 131.671, 1623.63, 61.8086;
1500, 500, 8.486e+08, 3301.99, 131.538, 1614.67, 61.8086;
1500, 600, 6.48862e+08, 3278.46, 130.341, 1605.08, 61.6256;
1500, 700, 5.04107e+08, 3247.76, 129.809, 1591.65, 61.3815;
1500, 800, 3.95062e+08, 3201.72, 129.011, 1571.83, 60.8934;
1500, 900, 3.11852e+08, 3160.79, 127.814, 1555.2, 60.1612;
1500, 1000, 2.39741e+08, 3118.83, 127.282, 1530.26, 59.6121;
1500, 1100, 1.91528e+08, 3060.51, 125.819, 1505.96, 58.7579;
1500, 1200, 1.55115e+08, 2973.53, 124.223, 1475.27, 57.2935;
1500, 1300, 1.16777e+08, 2886.56, 122.893, 1420.91, 56.0732;
1500, 1400, 9.3767e+07, 2758.65, 119.302, 1350.57, 54.6698;
1500, 1500, 7.59642e+07, 2596.98, 114.647, 1275.75, 52.3512;
1500, 1600, 6.10164e+07, 2396.43, 107.997, 1170.88, 50.0326;
1500, 1700, 4.82717e+07, 2178.48, 99.7505, 1063.45, 46.6768;
1500, 1800, 3.79298e+07, 1961.55, 92.8345, 960.492, 43.8091;
1500, 1900, 3.07329e+07, 1753.83, 85.6525, 856.897, 40.3312;
1500, 2000, 2.43062e+07, 1544.07, 78.3374, 756.499, 37.2194;
1500, 2100, 1.96328e+07, 1370.12, 73.5494, 670.809, 34.5347;
1500, 2200, 1.61548e+07, 1198.21, 66.5004, 601.746, 32.1551;
1500, 2300, 1.33766e+07, 1069.29, 61.7123, 524.37, 29.2264;
1500, 2400, 1.09272e+07, 951.613, 56.7913, 480.246, 26.4197;
1500, 2500, 9.13006e+06, 848.265, 53.5993, 427.809, 23.674;
1500, 2600, 7.72928e+06, 759.244, 49.3433, 383.685, 21.2944;
1500, 2700, 6.47618e+06, 674.315, 45.2202, 335.085, 19.4639;
1500, 2800, 5.44725e+06, 603.711, 40.5652, 290.961, 18.0606;
1500, 2900, 4.58752e+06, 534.131, 36.7082, 258.987, 16.6572;
1500, 3000, 3.95757e+06, 496.271, 33.3832, 233.408, 15.681;
1500, 3100, 3.42769e+06, 449.202, 30.3242, 207.829, 14.6437;
1500, 3200, 2.97994e+06, 392.924, 27.5311, 184.808, 13.6675;
1500, 3300, 2.64194e+06, 349.948, 25.0041, 166.264, 12.2031;
1500, 3400, 2.31823e+06, 316.181, 22.8761, 146.44, 11.3489;
1500, 3500, 1.9791e+06, 287.53, 20.8811, 133.65, 10.4336;
1500, 3600, 1.69559e+06, 261.949, 19.2851, 122.14, 9.39637;
1500, 3700, 1.46916e+06, 236.368, 17.9551, 113.827, 8.66419;
1500, 3800, 1.27717e+06, 206.694, 16.6251, 103.595, 8.2981;
1500, 3900, 1.08949e+06, 181.113, 15.4281, 88.887, 7.56591;
1500, 4000, 956617, 166.788, 14.7631, 81.2133, 7.07779;
1600, 100, 2.64153e+09, 2886.56, 119.302, 1410.68, 56.5613;
1600, 200, 1.81985e+09, 2882.47, 119.302, 1410.68, 56.5003;
1600, 300, 1.28976e+09, 2876.33, 119.302, 1406.85, 56.3172;
1600, 400, 9.55109e+08, 2874.28, 118.903, 1401.09, 56.1952;
1600, 500, 7.25972e+08, 2863.02, 118.77, 1395.33, 56.1952;
1600, 600, 5.61009e+08, 2844.61, 117.706, 1386.38, 56.0732;
1600, 700, 4.41385e+08, 2822.09, 117.174, 1375.51, 55.8291;
1600, 800, 3.50562e+08, 2784.23, 116.509, 1360.8, 55.341;
1600, 900, 2.80144e+08, 2757.63, 115.312, 1350.57, 54.7308;
1600, 1000, 2.16676e+08, 2727.96, 114.913, 1328.83, 54.2427;
1600, 1100, 1.75129e+08, 2683.96, 113.583, 1312.2, 53.6936;
1600, 1200, 1.43661e+08, 2620.52, 112.519, 1288.54, 52.6563;
1600, 1300, 1.08969e+08, 2559.12, 111.588, 1247.62, 51.7411;
1600, 1400, 8.81426e+07, 2467.03, 109.327, 1192.62, 50.5208;
1600, 1500, 7.24432e+07, 2358.57, 105.337, 1145.94, 48.8734;
1600, 1600, 5.88055e+07, 2231.69, 100.682, 1076.88, 47.2259;
1600, 1700, 4.68977e+07, 2051.6, 94.1645, 994.384, 44.6023;
1600, 1800, 3.71511e+07, 1865.37, 88.7115, 908.055, 42.0396;
1600, 1900, 3.02593e+07, 1676.07, 82.0614, 817.249, 38.9889;
1600, 2000, 2.40227e+07, 1489.84, 75.5444, 726.444, 36.1211;
1600, 2100, 1.94095e+07, 1326.12, 71.0224, 650.986, 33.6195;
1600, 2200, 1.59855e+07, 1163.42, 64.6383, 585.12, 31.2399;
1600, 2300, 1.32677e+07, 1043.7, 59.9833, 516.056, 28.4332;
1600, 2400, 1.08636e+07, 934.218, 55.4613, 473.851, 25.6875;
1600, 2500, 9.08162e+06, 833.94, 52.2693, 422.054, 23.3079;
1600, 2600, 7.6943e+06, 749.011, 48.0133, 379.209, 20.9893;
1600, 2700, 6.46182e+06, 667.152, 44.2892, 330.609, 19.2809;
1600, 2800, 5.43994e+06, 597.572, 39.6342, 287.124, 17.8775;
1600, 2900, 4.58047e+06, 529.015, 35.9102, 255.79, 16.5962;
1600, 3000, 3.95717e+06, 493.201, 32.8512, 230.211, 15.681;
1600, 3100, 3.42733e+06, 447.156, 29.9252, 205.911, 14.6437;
1600, 3200, 2.97958e+06, 391.901, 27.3981, 182.89, 13.6675;
1600, 3300, 2.64158e+06, 348.925, 24.8711, 164.985, 12.2031;
1600, 3400, 2.31787e+06, 315.158, 22.7431, 145.8, 11.3489;
1600, 3500, 1.979e+06, 287.53, 20.7481, 133.011, 10.4336;
1600, 3600, 1.69549e+06, 261.949, 19.1521, 121.5, 9.39637;
1600, 3700, 1.46906e+06, 236.368, 17.9551, 113.187, 8.66419;
1600, 3800, 1.27707e+06, 206.694, 16.6251, 103.595, 8.2981;
1600, 3900, 1.08939e+06, 181.113, 15.4281, 88.887, 7.56591;
1600, 4000, 956520, 166.788, 14.7631, 81.2133, 7.07779;
1700, 100, 2.1701e+09, 2489.54, 106.667, 1234.19, 51.7411;
1700, 200, 1.51739e+09, 2485.45, 106.667, 1234.19, 51.7411;
1700, 300, 1.08472e+09, 2481.36, 106.667, 1230.35, 51.619;
1700, 400, 8.11159e+08, 2481.36, 106.401, 1226.51, 51.497;
1700, 500, 6.21756e+08, 2473.17, 106.268, 1222.68, 51.497;
1700, 600, 4.85275e+08, 2457.82, 105.47, 1216.28, 51.436;
1700, 700, 3.86047e+08, 2439.4, 105.204, 1208.61, 51.253;
1700, 800, 3.10293e+08, 2411.78, 104.805, 1193.9, 50.7648;
1700, 900, 2.50654e+08, 2395.4, 103.741, 1185.59, 50.2157;
1700, 1000, 1.94771e+08, 2375.96, 103.342, 1165.76, 49.8496;
1700, 1100, 1.58815e+08, 2349.36, 102.278, 1153.61, 49.4225;
1700, 1200, 1.31419e+08, 2302.29, 101.613, 1135.71, 48.5073;
1700, 1300, 1.00064e+08, 2255.22, 100.948, 1106.29, 47.8361;
1700, 1400, 8.20632e+07, 2186.66, 99.0855, 1064.09, 47.1649;
1700, 1500, 6.77498e+07, 2105.83, 96.6915, 1032.75, 45.8226;
1700, 1600, 5.5686e+07, 2024.99, 93.4995, 982.234, 44.6023;
1700, 1700, 4.50994e+07, 1901.18, 89.3765, 926.599, 42.7108;
1700, 1800, 3.63223e+07, 1748.72, 84.7214, 860.733, 40.6363;
1700, 1900, 2.97388e+07, 1592.16, 78.8694, 787.833, 38.0126;
1700, 2000, 2.3687e+07, 1427.42, 73.2834, 699.586, 35.511;
1700, 2100, 1.92127e+07, 1275.98, 69.1604, 629.243, 33.1924;
1700, 2200, 1.58436e+07, 1119.42, 62.9093, 565.935, 30.8128;
1700, 2300, 1.31553e+07, 1004.82, 58.6533, 501.988, 28.1891;
1700, 2400, 1.07614e+07, 898.404, 54.2643, 462.98, 25.5655;
1700, 2500, 9.01307e+06, 806.313, 51.3383, 413.101, 23.1859;
1700, 2600, 7.65816e+06, 723.43, 47.2152, 372.814, 20.9283;
1700, 2700, 6.4331e+06, 649.757, 43.7572, 324.853, 19.2809;
1700, 2800, 5.41915e+06, 582.223, 39.2352, 283.927, 17.8775;
1700, 2900, 4.57288e+06, 515.713, 35.7772, 252.593, 16.5962;
1700, 3000, 3.9562e+06, 480.923, 32.7182, 228.293, 15.681;
1700, 3100, 3.42673e+06, 434.877, 29.7922, 205.272, 14.6437;
1700, 3200, 2.97911e+06, 383.715, 27.2651, 182.25, 13.6675;
1700, 3300, 2.64141e+06, 341.762, 24.7381, 164.345, 12.2031;
1700, 3400, 2.31774e+06, 309.018, 22.6101, 145.161, 11.3489;
1700, 3500, 1.97887e+06, 284.461, 20.6151, 132.371, 10.4336;
1700, 3600, 1.69536e+06, 259.903, 19.1521, 120.861, 9.39637;
1700, 3700, 1.46897e+06, 234.322, 17.9551, 112.548, 8.66419;
1700, 3800, 1.27698e+06, 205.671, 16.6251, 102.955, 8.2981;
1700, 3900, 1.0893e+06, 181.113, 15.4281, 88.2476, 7.56591;
1700, 4000, 956520, 166.788, 14.7631, 80.5739, 7.07779;
1800, 100, 1.76648e+09, 2164.15, 97.0905, 1060.25, 46.4938;
1800, 200, 1.25445e+09, 2160.06, 97.0905, 1060.25, 46.4938;
1800, 300, 8.97582e+08, 2155.97, 97.0905, 1056.41, 46.4327;
1800, 400, 6.72647e+08, 2155.97, 96.9575, 1053.22, 46.3107;
1800, 500, 5.15737e+08, 2150.85, 96.8245, 1050.66, 46.3107;
1800, 600, 4.01824e+08, 2138.57, 96.2925, 1046.18, 46.2497;
1800, 700, 3.18192e+08, 2124.25, 96.1595, 1040.43, 46.1277;
1800, 800, 2.54366e+08, 2104.8, 95.7605, 1030.83, 45.8226;
1800, 900, 2.03888e+08, 2090.48, 94.9625, 1023.8, 45.2734;
1800, 1000, 1.64502e+08, 2075.13, 94.5635, 1009.09, 44.9684;
1800, 1100, 1.33329e+08, 2055.69, 93.8985, 999.5, 44.6023;
1800, 1200, 1.09466e+08, 2024.99, 93.3665, 985.431, 43.7481;
1800, 1300, 9.04942e+07, 1993.27, 92.8345, 963.689, 43.1989;
1800, 1400, 7.46536e+07, 1942.11, 91.1055, 932.994, 42.8938;
1800, 1500, 6.17699e+07, 1887.88, 89.5095, 908.694, 41.9786;
1800, 1600, 5.14044e+07, 1829.55, 87.3815, 875.441, 41.1244;
1800, 1700, 4.22785e+07, 1740.53, 84.4554, 838.352, 39.66;
1800, 1800, 3.45776e+07, 1637.18, 81.2634, 796.146, 38.2567;
1800, 1900, 2.87018e+07, 1512.35, 76.2094, 739.233, 36.1211;
1800, 2000, 2.32084e+07, 1362.95, 71.1554, 661.217, 33.8025;
1800, 2100, 1.89236e+07, 1225.84, 67.2984, 594.712, 31.545;
1800, 2200, 1.56269e+07, 1082.59, 61.7123, 537.159, 29.3484;
1800, 2300, 1.29781e+07, 978.217, 57.4563, 482.164, 26.9688;
1800, 2400, 1.06506e+07, 874.87, 53.3333, 446.354, 24.5282;
1800, 2500, 8.93819e+06, 786.871, 50.5403, 400.311, 22.3316;
1800, 2600, 7.59274e+06, 708.082, 46.4172, 360.664, 20.3792;
1800, 2700, 6.37562e+06, 635.432, 43.0922, 319.098, 18.8538;
1800, 2800, 5.36924e+06, 569.944, 38.8362, 280.09, 17.5114;
1800, 2900, 4.52376e+06, 507.527, 35.3782, 250.674, 16.3521;
1800, 3000, 3.92495e+06, 473.76, 32.3192, 227.653, 15.4369;
1800, 3100, 3.41285e+06, 427.714, 29.5262, 204.632, 14.3996;
1800, 3200, 2.97217e+06, 377.575, 27.1321, 181.611, 13.4844;
1800, 3300, 2.63447e+06, 337.669, 24.6051, 163.706, 12.0811;
1800, 3400, 2.31084e+06, 305.949, 22.4771, 144.521, 11.2268;
1800, 3500, 1.97201e+06, 281.391, 20.4821, 131.732, 10.3726;
1800, 3600, 1.68853e+06, 256.833, 19.0191, 120.221, 9.33536;
1800, 3700, 1.46846e+06, 232.275, 17.8221, 112.548, 8.60317;
1800, 3800, 1.27647e+06, 203.625, 16.4921, 102.955, 8.2981;
1800, 3900, 1.08916e+06, 179.067, 15.2951, 88.2476, 7.56591;
1800, 4000, 956387, 165.765, 14.6301, 80.5739, 7.07779;
1900, 100, 1.47236e+09, 1872.53, 86.9825, 950.26, 42.3447;
1900, 200, 1.05791e+09, 1868.44, 86.9825, 950.26, 42.3447;
1900, 300, 7.61245e+08, 1865.37, 86.9825, 947.063, 42.2837;
1900, 400, 5.7467e+08, 1865.37, 86.8495, 945.144, 42.1617;
1900, 500, 4.44098e+08, 1861.27, 86.7165, 942.586, 42.1617;
1900, 600, 3.48254e+08, 1853.09, 86.3175, 938.749, 42.1006;
1900, 700, 2.77973e+08, 1841.83, 86.1845, 932.994, 42.0396;
1900, 800, 2.24291e+08, 1826.48, 85.7855, 923.402, 41.7345;
1900, 900, 1.8119e+08, 1812.16, 85.3864, 917.647, 41.4295;
1900, 1000, 1.47281e+08, 1799.88, 84.9874, 905.497, 41.1854;
1900, 1100, 1.20241e+08, 1784.53, 84.3224, 897.823, 40.8803;
1900, 1200, 9.94068e+07, 1762.02, 83.9234, 888.231, 40.1481;
1900, 1300, 8.2702e+07, 1740.53, 83.3914, 870.326, 39.721;
1900, 1400, 6.85827e+07, 1707.79, 82.1944, 845.386, 39.477;
1900, 1500, 5.69539e+07, 1661.74, 80.9974, 825.562, 38.8058;
1900, 1600, 4.76546e+07, 1618.76, 79.5344, 797.425, 38.0126;
1900, 1700, 3.9621e+07, 1553.28, 77.4064, 771.846, 36.7923;
1900, 1800, 3.30733e+07, 1484.72, 75.0124, 739.233, 35.9381;
1900, 1900, 2.77883e+07, 1405.93, 71.5544, 700.865, 34.6568;
1900, 2000, 2.2615e+07, 1286.21, 67.5644, 636.278, 32.7653;
1900, 2100, 1.85654e+07, 1168.54, 64.5053, 576.167, 30.6297;
1900, 2200, 1.5379e+07, 1037.56, 59.3183, 520.533, 28.7383;
1900, 2300, 1.28402e+07, 947.52, 55.4613, 468.096, 26.4197;
1900, 2400, 1.05434e+07, 846.219, 51.3383, 433.564, 24.1621;
1900, 2500, 8.84758e+06, 765.383, 48.8113, 389.44, 22.0266;
1900, 2600, 7.50465e+06, 692.733, 44.8212, 352.351, 20.1351;
1900, 2700, 6.33161e+06, 622.13, 41.7622, 313.982, 18.6097;
1900, 2800, 5.34735e+06, 558.689, 37.9052, 276.253, 17.2674;
1900, 2900, 4.50306e+06, 499.341, 34.5802, 248.116, 16.1081;
1900, 3000, 3.91064e+06, 465.574, 31.5212, 225.735, 15.1928;
1900, 3100, 3.4054e+06, 420.551, 29.1272, 202.714, 14.1556;
1900, 3200, 2.97123e+06, 372.459, 26.8661, 180.332, 13.3624;
1900, 3300, 2.63393e+06, 332.553, 24.3391, 162.427, 12.02;
1900, 3400, 2.3106e+06, 301.856, 22.2111, 143.242, 11.1658;
1900, 3500, 1.97177e+06, 277.298, 20.2161, 130.453, 10.3116;
1900, 3600, 1.68833e+06, 252.74, 18.7531, 119.582, 9.33536;
1900, 3700, 1.46825e+06, 228.182, 17.5561, 111.908, 8.60317;
1900, 3800, 1.27626e+06, 199.532, 16.2261, 102.316, 8.2981;
1900, 3900, 1.089e+06, 175.997, 15.0291, 87.6081, 7.56591;
1900, 4000, 956219, 162.695, 14.4971, 80.5739, 7.07779;
2000, 100, 1.23413e+09, 1637.18, 78.3374, 825.562, 37.8906;
2000, 200, 8.9642e+08, 1633.09, 78.3374, 825.562, 37.8906;
2000, 300, 6.47085e+08, 1630.02, 78.3374, 823.004, 37.8906;
2000, 400, 4.93323e+08, 1630.02, 78.2044, 822.365, 37.7685;
2000, 500, 3.84664e+08, 1627.97, 78.0714, 821.086, 37.7685;
2000, 600, 3.04252e+08, 1620.81, 77.6724, 819.807, 37.7685;
2000, 700, 2.44391e+08, 1611.6, 77.5394, 814.691, 37.7685;
2000, 800, 1.98399e+08, 1602.39, 77.2734, 807.018, 37.4635;
2000, 900, 1.61247e+08, 1589.09, 77.0074, 803.181, 37.2194;
2000, 1000, 1.3192e+08, 1578.86, 76.6084, 793.589, 37.0364;
2000, 1100, 1.08471e+08, 1563.51, 75.9434, 787.833, 36.7923;
2000, 1200, 9.00735e+07, 1547.14, 75.6774, 779.52, 36.1211;
2000, 1300, 7.52997e+07, 1529.74, 75.4114, 763.533, 35.755;
2000, 1400, 6.25856e+07, 1505.19, 74.2144, 741.791, 35.511;
2000, 1500, 5.24556e+07, 1473.46, 73.4164, 728.362, 34.9008;
2000, 1600, 4.4129e+07, 1439.7, 72.6184, 709.178, 34.3517;
2000, 1700, 3.68874e+07, 1390.58, 70.8894, 689.354, 33.6805;
2000, 1800, 3.12653e+07, 1339.42, 69.4264, 662.496, 33.1314;
2000, 1900, 2.65372e+07, 1282.12, 67.2984, 636.917, 32.1551;
2000, 2000, 2.19368e+07, 1205.38, 64.2393, 594.072, 30.8128;
2000, 2100, 1.81656e+07, 1114.31, 61.9783, 548.03, 29.2264;
2000, 2200, 1.5109e+07, 999.705, 57.3233, 502.627, 27.579;
2000, 2300, 1.26574e+07, 916.823, 53.5993, 453.388, 25.3214;
2000, 2400, 1.04281e+07, 822.685, 49.6093, 419.496, 23.1859;
2000, 2500, 8.76042e+06, 746.965, 47.2152, 378.569, 21.1724;
2000, 2600, 7.44102e+06, 677.385, 43.7572, 342.759, 19.3419;
2000, 2700, 6.28229e+06, 608.827, 40.9642, 307.588, 17.9385;
2000, 2800, 5.30682e+06, 549.48, 37.5062, 271.777, 16.7792;
2000, 2900, 4.48093e+06, 492.178, 34.1812, 244.919, 15.6199;
2000, 3000, 3.90169e+06, 460.458, 31.3882, 223.816, 14.7657;
2000, 3100, 3.39695e+06, 415.435, 28.9942, 201.435, 13.8505;
2000, 3200, 2.96349e+06, 368.366, 26.7331, 179.693, 13.1183;
2000, 3300, 2.62626e+06, 329.483, 24.2061, 162.427, 11.837;
2000, 3400, 2.30304e+06, 298.786, 22.0781, 143.242, 11.1048;
2000, 3500, 1.9706e+06, 274.228, 20.0831, 130.453, 10.2506;
2000, 3600, 1.68729e+06, 250.694, 18.6201, 119.582, 9.27434;
2000, 3700, 1.46722e+06, 227.159, 17.4231, 111.908, 8.54216;
2000, 3800, 1.27523e+06, 198.508, 16.2261, 102.316, 8.23708;
2000, 3900, 1.08805e+06, 174.974, 15.0291, 87.6081, 7.5049;
2000, 4000, 955374, 161.672, 14.4971, 80.5739, 7.01677;
2100, 100, 1.04368e+09, 1423.33, 71.9534, 729.641, 34.1076;
2100, 200, 7.66741e+08, 1421.28, 71.9534, 729.641, 34.1076;
2100, 300, 5.55195e+08, 1420.26, 71.9534, 727.723, 34.1076;
2100, 400, 4.26724e+08, 1420.26, 71.8204, 727.083, 33.9856;
2100, 500, 3.3438e+08, 1419.23, 71.6874, 725.804, 33.9856;
2100, 600, 2.66395e+08, 1413.09, 71.4214, 725.165, 33.9856;
2100, 700, 2.15295e+08, 1404.91, 71.2884, 721.967, 33.9856;
2100, 800, 1.75096e+08, 1398.77, 71.0224, 714.933, 33.8025;
2100, 900, 1.43806e+08, 1389.56, 70.8894, 711.096, 33.5585;
2100, 1000, 1.18112e+08, 1383.42, 70.4904, 704.702, 33.4365;
2100, 1100, 9.74865e+07, 1369.09, 69.9584, 700.225, 33.1924;
2100, 1200, 8.1464e+07, 1355.79, 69.8254, 692.552, 32.7653;
2100, 1300, 6.82925e+07, 1341.47, 69.6924, 679.123, 32.4602;
2100, 1400, 5.69926e+07, 1322.03, 68.7614, 661.857, 32.3382;
2100, 1500, 4.81677e+07, 1298.49, 68.3624, 650.346, 31.85;
2100, 1600, 4.08625e+07, 1269.84, 67.5644, 636.917, 31.4229;
2100, 1700, 3.43141e+07, 1234.03, 66.1013, 622.209, 30.8738;
2100, 1800, 2.93387e+07, 1201.28, 65.0373, 604.943, 30.3857;
2100, 1900, 2.50317e+07, 1161.38, 63.0423, 585.759, 29.7755;
2100, 2000, 2.08925e+07, 1109.19, 60.6483, 551.867, 28.9823;
2100, 2100, 1.7558e+07, 1047.8, 58.7863, 517.335, 27.64;
2100, 2200, 1.47312e+07, 945.473, 54.9293, 478.967, 26.5417;
2100, 2300, 1.23869e+07, 872.823, 51.3383, 436.761, 24.5282;
2100, 2400, 1.02622e+07, 786.871, 48.0133, 406.706, 22.4537;
2100, 2500, 8.65325e+06, 717.291, 45.8852, 368.977, 20.7452;
2100, 2600, 7.37481e+06, 651.804, 42.9592, 334.445, 18.9148;
2100, 2700, 6.22503e+06, 587.339, 40.2992, 299.914, 17.5724;
2100, 2800, 5.26802e+06, 532.085, 36.8412, 266.022, 16.5962;
2100, 2900, 4.45133e+06, 478.876, 33.7822, 241.722, 15.4369;
2100, 3000, 3.87903e+06, 449.202, 30.9892, 220.619, 14.5827;
