// x, y, n_BG, n_sig0, n_sig1, n_sig2, n_sig3 
2100, 3100, 3.3815e+06, 406.226, 28.5952, 198.877, 13.6675;
2100, 3200, 2.94856e+06, 360.18, 26.6001, 177.135, 12.9353;
2100, 3300, 2.61181e+06, 325.39, 24.0731, 161.148, 11.715;
2100, 3400, 2.28865e+06, 295.716, 21.9451, 141.963, 11.1048;
2100, 3500, 1.9695e+06, 272.182, 19.9501, 129.813, 10.2506;
2100, 3600, 1.68653e+06, 249.67, 18.4871, 119.582, 9.27434;
2100, 3700, 1.46653e+06, 227.159, 17.2901, 111.908, 8.54216;
2100, 3800, 1.2748e+06, 198.508, 16.0931, 102.316, 8.23708;
2100, 3900, 1.08763e+06, 174.974, 14.8961, 87.6081, 7.5049;
2100, 4000, 954986, 161.672, 14.3641, 80.5739, 7.01677;
2200, 100, 8.90043e+08, 1245.28, 65.5693, 638.196, 30.5687;
2200, 200, 6.59223e+08, 1244.26, 65.5693, 638.196, 30.5687;
2200, 300, 4.77875e+08, 1243.24, 65.5693, 636.278, 30.5687;
2200, 400, 3.69827e+08, 1243.24, 65.4363, 635.638, 30.4467;
2200, 500, 2.92494e+08, 1242.21, 65.3033, 634.359, 30.4467;
2200, 600, 2.33808e+08, 1237.1, 65.1703, 633.72, 30.4467;
2200, 700, 1.90045e+08, 1230.96, 65.0373, 630.522, 30.4467;
2200, 800, 1.55192e+08, 1225.84, 64.9043, 625.407, 30.2636;
2200, 900, 1.28131e+08, 1217.65, 64.7713, 622.209, 30.0196;
2200, 1000, 1.05749e+08, 1211.52, 64.5053, 619.012, 29.8976;
2200, 1100, 8.79244e+07, 1202.31, 63.9733, 614.536, 29.8365;
2200, 1200, 7.3908e+07, 1191.05, 63.8403, 609.42, 29.5315;
2200, 1300, 6.23196e+07, 1179.8, 63.7073, 596.63, 29.2874;
2200, 1400, 5.21166e+07, 1163.42, 62.9093, 583.841, 29.1654;
2200, 1500, 4.42874e+07, 1143.98, 62.5103, 573.609, 28.8603;
2200, 1600, 3.77888e+07, 1123.52, 61.8453, 563.378, 28.4942;
2200, 1700, 3.17511e+07, 1094.87, 60.7813, 553.146, 28.1281;
2200, 1800, 2.73058e+07, 1069.29, 59.7173, 539.078, 27.823;
2200, 1900, 2.34478e+07, 1040.63, 58.3873, 525.009, 27.3349;
2200, 2000, 1.97664e+07, 999.705, 56.3923, 501.988, 26.7858;
2200, 2100, 1.67027e+07, 956.729, 55.1953, 475.769, 25.6875;
2200, 2200, 1.42182e+07, 884.079, 52.5353, 448.912, 24.7723;
2200, 2300, 1.20755e+07, 830.87, 49.4763, 418.217, 23.4299;
2200, 2400, 1.00666e+07, 755.151, 46.8162, 393.277, 21.7825;
2200, 2500, 8.49123e+06, 691.71, 44.6882, 357.467, 20.1961;
2200, 2600, 7.24763e+06, 632.362, 41.8952, 323.574, 18.4877;
2200, 2700, 6.14117e+06, 569.944, 39.3682, 291.601, 17.2063;
2200, 2800, 5.21132e+06, 516.736, 36.0432, 260.266, 16.4131;
2200, 2900, 4.4325e+06, 464.551, 32.9842, 238.524, 15.3149;
2200, 3000, 3.86135e+06, 436.923, 30.4572, 218.061, 14.5217;
2200, 3100, 3.36579e+06, 397.017, 28.0631, 197.598, 13.6675;
2200, 3200, 2.93388e+06, 350.971, 26.2011, 175.856, 12.9353;
2200, 3300, 2.60378e+06, 319.251, 23.8071, 159.869, 11.715;
2200, 3400, 2.28073e+06, 291.623, 21.6791, 141.324, 11.1048;
2200, 3500, 1.96194e+06, 269.112, 19.6841, 129.174, 10.2506;
2200, 3600, 1.67921e+06, 248.647, 18.4871, 118.942, 9.27434;
2200, 3700, 1.45928e+06, 226.136, 17.2901, 111.908, 8.54216;
2200, 3800, 1.26782e+06, 197.485, 16.0931, 102.316, 8.23708;
2200, 3900, 1.08068e+06, 174.974, 14.8961, 87.6081, 7.5049;
2200, 4000, 948040, 161.672, 14.3641, 80.5739, 7.01677;
2300, 100, 7.61305e+08, 1122.49, 58.7863, 564.657, 26.8468;
2300, 200, 5.69062e+08, 1121.47, 58.7863, 564.657, 26.8468;
2300, 300, 4.12424e+08, 1120.45, 58.7863, 562.738, 26.8468;
2300, 400, 3.21198e+08, 1120.45, 58.6533, 562.738, 26.7248;
2300, 500, 2.55311e+08, 1119.42, 58.5203, 561.459, 26.7248;
2300, 600, 2.04935e+08, 1118.4, 58.3873, 560.82, 26.7248;
2300, 700, 1.67282e+08, 1113.28, 58.2543, 557.622, 26.7248;
2300, 800, 1.3758e+08, 1109.19, 58.1213, 553.146, 26.5417;
2300, 900, 1.13854e+08, 1103.05, 57.9883, 549.949, 26.2976;
2300, 1000, 9.45935e+07, 1098.96, 57.8553, 546.751, 26.1756;
2300, 1100, 7.91308e+07, 1090.77, 57.4563, 542.275, 26.1146;
2300, 1200, 6.6774e+07, 1083.61, 57.4563, 537.159, 25.8705;
2300, 1300, 5.67144e+07, 1075.42, 57.3233, 526.288, 25.7485;
2300, 1400, 4.77531e+07, 1061.1, 56.7913, 517.975, 25.6265;
2300, 1500, 4.08249e+07, 1045.75, 56.5253, 508.383, 25.3824;
2300, 1600, 3.50618e+07, 1028.36, 55.9933, 500.709, 25.0773;
2300, 1700, 2.96109e+07, 1002.77, 55.0623, 493.035, 24.7112;
2300, 1800, 2.55843e+07, 979.24, 54.1313, 484.083, 24.4672;
2300, 1900, 2.20462e+07, 957.752, 52.9343, 475.13, 24.1621;
2300, 2000, 1.8598e+07, 927.055, 51.4713, 456.585, 23.735;
2300, 2100, 1.58774e+07, 893.288, 50.5403, 434.843, 23.0028;
2300, 2200, 1.36631e+07, 830.87, 48.9443, 415.659, 22.5757;
2300, 2300, 1.16857e+07, 793.011, 46.5502, 395.196, 21.8435;
2300, 2400, 9.83014e+06, 729.57, 43.8902, 374.732, 20.6232;
2300, 2500, 8.32476e+06, 674.315, 42.2942, 341.48, 19.0978;
2300, 2600, 7.12748e+06, 615.99, 39.9002, 312.064, 17.8165;
2300, 2700, 6.04983e+06, 557.665, 37.9052, 282.648, 16.6572;
2300, 2800, 5.15961e+06, 504.457, 34.9792, 252.593, 15.864;
2300, 2900, 4.40094e+06, 455.342, 32.0532, 232.129, 14.7657;
2300, 3000, 3.83675e+06, 428.737, 29.7922, 211.666, 13.9725;
2300, 3100, 3.34235e+06, 390.877, 27.5311, 193.121, 13.1793;
2300, 3200, 2.91761e+06, 346.878, 25.6691, 172.019, 12.5082;
2300, 3300, 2.58789e+06, 316.181, 23.4081, 156.032, 11.4099;
2300, 3400, 2.27228e+06, 288.554, 21.4131, 139.406, 10.7997;
2300, 3500, 1.95363e+06, 267.065, 19.4181, 127.895, 9.94551;
2300, 3600, 1.6712e+06, 246.601, 18.2211, 118.303, 9.03028;
2300, 3700, 1.45165e+06, 225.113, 17.0241, 111.908, 8.42013;
2300, 3800, 1.26039e+06, 196.462, 15.9601, 102.316, 8.11505;
2300, 3900, 1.07329e+06, 174.974, 14.7631, 87.6081, 7.44388;
2300, 4000, 941058, 161.672, 14.2311, 80.5739, 6.95576;
2400, 100, 6.54237e+08, 980.263, 53.3333, 501.988, 24.2841;
2400, 200, 4.92566e+08, 979.24, 53.3333, 501.988, 24.2841;
2400, 300, 3.56194e+08, 978.217, 53.3333, 500.07, 24.2841;
2400, 400, 2.795e+08, 978.217, 53.2003, 500.07, 24.1621;
2400, 500, 2.23324e+08, 977.194, 53.0673, 498.791, 24.1621;
2400, 600, 1.80834e+08, 976.17, 53.0673, 498.791, 24.1621;
2400, 700, 1.47884e+08, 972.077, 52.9343, 496.233, 24.1621;
2400, 800, 1.22175e+08, 967.984, 52.8013, 492.396, 24.0401;
2400, 900, 1.01503e+08, 964.915, 52.6683, 489.838, 23.857;
2400, 1000, 8.46784e+07, 960.822, 52.6683, 487.919, 23.735;
2400, 1100, 7.12316e+07, 956.729, 52.4023, 484.083, 23.674;
2400, 1200, 6.02301e+07, 951.613, 52.4023, 478.967, 23.4299;
2400, 1300, 5.12955e+07, 946.496, 52.2693, 468.735, 23.3079;
2400, 1400, 4.3572e+07, 932.171, 51.7373, 461.701, 23.1859;
2400, 1500, 3.7445e+07, 920.915, 51.4713, 454.027, 22.9418;
2400, 1600, 3.22819e+07, 907.613, 51.0723, 446.993, 22.6977;
2400, 1700, 2.73561e+07, 886.125, 50.2743, 443.156, 22.4537;
2400, 1800, 2.37465e+07, 870.777, 49.4763, 436.122, 22.2706;
2400, 1900, 2.05738e+07, 853.382, 48.4123, 427.809, 22.0876;
2400, 2000, 1.74465e+07, 830.87, 47.3482, 416.938, 21.7825;
2400, 2100, 1.5059e+07, 803.243, 46.6832, 400.311, 21.0503;
2400, 2200, 1.30131e+07, 761.29, 45.6192, 384.325, 20.6842;
2400, 2300, 1.12201e+07, 734.686, 43.7572, 370.896, 20.1961;
2400, 2400, 9.55404e+06, 691.71, 42.0282, 352.99, 19.3419;
2400, 2500, 8.1678e+06, 643.618, 40.8312, 327.411, 18.3046;
2400, 2600, 6.99091e+06, 590.409, 38.8362, 300.553, 17.4504;
2400, 2700, 5.98471e+06, 539.247, 36.9742, 274.335, 16.3521;
2400, 2800, 5.10461e+06, 489.108, 34.0482, 246.837, 15.5589;
2400, 2900, 4.3801e+06, 445.109, 31.3882, 227.014, 14.5217;
2400, 3000, 3.82375e+06, 420.551, 29.2602, 207.19, 13.7895;
2400, 3100, 3.3304e+06, 383.715, 26.9991, 189.924, 12.9963;
2400, 3200, 2.90674e+06, 341.762, 25.2701, 170.1, 12.3251;
2400, 3300, 2.57817e+06, 312.088, 23.1421, 154.753, 11.2879;
2400, 3400, 2.26356e+06, 285.484, 21.1471, 138.127, 10.6777;
2400, 3500, 1.94521e+06, 263.996, 19.2851, 126.616, 9.8845;
2400, 3600, 1.66293e+06, 243.531, 18.0881, 117.024, 8.96927;
2400, 3700, 1.44382e+06, 222.043, 17.0241, 110.629, 8.35911;
2400, 3800, 1.25901e+06, 194.415, 15.9601, 101.037, 8.05404;
2400, 3900, 1.07205e+06, 173.951, 14.7631, 86.3291, 7.38287;
2400, 4000, 939946, 160.649, 14.2311, 79.9344, 6.89474;
2500, 100, 5.66896e+08, 872.823, 49.4763, 441.238, 21.9656;
2500, 200, 4.29817e+08, 871.8, 49.4763, 441.238, 21.9656;
2500, 300, 3.09706e+08, 871.8, 49.4763, 439.319, 21.9656;
2500, 400, 2.44834e+08, 871.8, 49.4763, 439.319, 21.8435;
2500, 500, 1.96681e+08, 870.777, 49.3433, 438.04, 21.8435;
2500, 600, 1.59905e+08, 869.754, 49.3433, 438.04, 21.8435;
2500, 700, 1.3087e+08, 865.661, 49.2103, 435.483, 21.8435;
2500, 800, 1.08527e+08, 862.591, 49.0773, 432.285, 21.7215;
2500, 900, 9.05405e+07, 860.544, 48.9443, 429.727, 21.5995;
2500, 1000, 7.5839e+07, 856.451, 48.9443, 428.448, 21.4774;
2500, 1100, 6.41276e+07, 853.382, 48.6783, 424.611, 21.4164;
2500, 1200, 5.4565e+07, 849.289, 48.6783, 419.496, 21.1724;
2500, 1300, 4.66421e+07, 846.219, 48.5453, 409.904, 21.0503;
2500, 1400, 3.98956e+07, 832.917, 48.0133, 404.148, 20.9893;
2500, 1500, 3.43929e+07, 825.754, 47.7473, 398.393, 20.8063;
2500, 1600, 2.96749e+07, 814.499, 47.4812, 393.917, 20.5622;
2500, 1700, 2.52956e+07, 797.104, 46.6832, 391.359, 20.3792;
2500, 1800, 2.19451e+07, 782.778, 46.0182, 384.964, 20.1961;
2500, 1900, 1.9026e+07, 768.453, 45.3532, 379.848, 20.0131;
2500, 2000, 1.62133e+07, 750.035, 44.5552, 369.617, 19.891;
2500, 2100, 1.4095e+07, 729.57, 44.0232, 359.385, 19.3419;
2500, 2200, 1.22743e+07, 700.919, 43.0922, 348.514, 19.0978;
2500, 2300, 1.0658e+07, 678.408, 41.6292, 340.201, 18.7317;
2500, 2400, 9.13922e+06, 642.594, 40.1662, 326.132, 18.0606;
2500, 2500, 7.94379e+06, 606.781, 39.6342, 309.506, 17.3284;
2500, 2600, 6.83185e+06, 560.735, 37.6392, 287.124, 16.6572;
2500, 2700, 5.90479e+06, 516.736, 36.1762, 264.103, 15.6199;
2500, 2800, 5.05316e+06, 468.644, 33.3832, 239.803, 15.0098;
2500, 2900, 4.33678e+06, 431.807, 30.7232, 220.619, 14.0335;
2500, 3000, 3.7885e+06, 408.273, 28.7282, 202.714, 13.4234;
2500, 3100, 3.30301e+06, 371.436, 26.6001, 186.087, 12.7522;
2500, 3200, 2.88011e+06, 332.553, 25.0041, 167.542, 12.1421;
2500, 3300, 2.55268e+06, 304.925, 22.8761, 152.195, 11.1048;
2500, 3400, 2.23969e+06, 282.414, 21.0141, 136.208, 10.4947;
2500, 3500, 1.92871e+06, 261.949, 19.1521, 124.698, 9.70145;
2500, 3600, 1.64783e+06, 241.485, 17.9551, 115.745, 8.78622;
2500, 3700, 1.44192e+06, 219.996, 16.8911, 109.35, 8.17607;
2500, 3800, 1.25729e+06, 193.392, 15.8271, 100.398, 7.932;
2500, 3900, 1.07053e+06, 172.927, 14.6301, 85.6897, 7.38287;
2500, 4000, 939004, 160.649, 14.0981, 79.2949, 6.89474;
2600, 100, 4.94054e+08, 769.476, 45.6192, 391.998, 19.647;
2600, 200, 3.77029e+08, 768.453, 45.6192, 391.998, 19.647;
2600, 300, 2.7023e+08, 768.453, 45.6192, 390.719, 19.647;
2600, 400, 2.14995e+08, 768.453, 45.6192, 390.719, 19.5249;
2600, 500, 1.73571e+08, 767.43, 45.4862, 389.44, 19.5249;
2600, 600, 1.4166e+08, 767.43, 45.4862, 389.44, 19.5249;
2600, 700, 1.16328e+08, 764.36, 45.3532, 387.522, 19.5249;
2600, 800, 9.66875e+07, 761.29, 45.2202, 384.325, 19.4029;
2600, 900, 8.07504e+07, 759.244, 45.0872, 381.767, 19.2809;
2600, 1000, 6.78198e+07, 755.151, 45.0872, 381.127, 19.1588;
2600, 1100, 5.74436e+07, 753.104, 44.8212, 377.29, 19.0978;
2600, 1200, 4.89618e+07, 750.035, 44.8212, 372.175, 18.8538;
2600, 1300, 4.2014e+07, 746.965, 44.6882, 363.222, 18.7317;
2600, 1400, 3.59708e+07, 739.802, 44.2892, 358.746, 18.6707;
2600, 1500, 3.11004e+07, 734.686, 44.0232, 354.269, 18.5487;
2600, 1600, 2.68934e+07, 724.454, 43.7572, 351.072, 18.3046;
2600, 1700, 2.32002e+07, 711.151, 43.2252, 349.793, 18.1826;
2600, 1800, 2.01836e+07, 701.942, 42.6932, 345.956, 18.0606;
2600, 1900, 1.75939e+07, 688.64, 42.2942, 341.48, 17.9385;
2600, 2000, 1.50201e+07, 673.292, 41.6292, 333.167, 17.8165;
2600, 2100, 1.30956e+07, 656.92, 41.3632, 324.853, 17.4504;
2600, 2200, 1.14074e+07, 637.478, 40.5652, 314.622, 17.3284;
2600, 2300, 9.9979e+06, 620.083, 39.5012, 307.588, 17.0843;
2600, 2400, 8.64435e+06, 593.479, 38.5702, 298.635, 16.5962;
2600, 2500, 7.62419e+06, 567.898, 38.1712, 285.845, 16.1081;
2600, 2600, 6.61596e+06, 532.085, 36.7082, 269.858, 15.6199;
2600, 2700, 5.74381e+06, 496.271, 35.3782, 251.314, 14.8878;
2600, 2800, 4.94829e+06, 452.272, 32.8512, 230.211, 14.3386;
2600, 2900, 4.26456e+06, 416.458, 30.1912, 212.945, 13.6064;
2600, 3000, 3.73604e+06, 393.947, 28.1961, 195.679, 13.0573;
2600, 3100, 3.25889e+06, 361.204, 26.2011, 179.693, 12.3861;
2600, 3200, 2.84358e+06, 323.344, 24.6051, 162.427, 11.776;
2600, 3300, 2.52436e+06, 297.763, 22.4771, 148.358, 10.7997;
2600, 3400, 2.22942e+06, 276.275, 20.6151, 133.011, 10.2506;
2600, 3500, 1.9258e+06, 256.833, 18.8861, 122.14, 9.45739;
2600, 3600, 1.64506e+06, 236.368, 17.6891, 113.187, 8.60317;
2600, 3700, 1.4396e+06, 216.927, 16.6251, 107.432, 7.99302;
2600, 3800, 1.25557e+06, 192.369, 15.5611, 98.4792, 7.74896;
2600, 3900, 1.06894e+06, 171.904, 14.3641, 84.4107, 7.19982;
2600, 4000, 938084, 160.649, 13.9651, 78.6554, 6.7117;
2700, 100, 4.2278e+08, 679.431, 41.3632, 354.909, 18.5487;
2700, 200, 3.32087e+08, 678.408, 41.3632, 354.909, 18.5487;
2700, 300, 2.36276e+08, 678.408, 41.3632, 354.269, 18.5487;
2700, 400, 1.89442e+08, 678.408, 41.3632, 354.269, 18.4267;
2700, 500, 1.53606e+08, 678.408, 41.2302, 352.99, 18.4267;
2700, 600, 1.26215e+08, 678.408, 41.2302, 352.99, 18.4267;
2700, 700, 1.03927e+08, 677.385, 41.0972, 351.711, 18.4267;
2700, 800, 8.678e+07, 674.315, 40.9642, 349.793, 18.3046;
2700, 900, 7.27444e+07, 672.268, 40.9642, 347.874, 18.2436;
2700, 1000, 6.13212e+07, 669.199, 40.9642, 347.235, 18.1216;
2700, 1100, 5.21254e+07, 667.152, 40.8312, 344.038, 18.0606;
2700, 1200, 4.45742e+07, 664.082, 40.8312, 339.561, 17.8775;
2700, 1300, 3.83865e+07, 661.013, 40.8312, 331.888, 17.7555;
2700, 1400, 3.31368e+07, 655.896, 40.5652, 327.411, 17.6945;
2700, 1500, 2.8761e+07, 652.827, 40.4322, 324.853, 17.5724;
2700, 1600, 2.50144e+07, 643.618, 40.2992, 322.295, 17.3284;
2700, 1700, 2.16546e+07, 634.408, 39.7672, 321.016, 17.2674;
2700, 1800, 1.89491e+07, 627.246, 39.3682, 317.819, 17.1453;
2700, 1900, 1.65426e+07, 615.99, 39.1022, 313.982, 17.0843;
2700, 2000, 1.41677e+07, 604.735, 38.7032, 306.309, 16.9623;
2700, 2100, 1.24535e+07, 592.456, 38.5702, 298.635, 16.6572;
2700, 2200, 1.08263e+07, 576.084, 38.1712, 289.043, 16.5962;
2700, 2300, 9.45935e+06, 561.758, 37.2402, 283.287, 16.3521;
2700, 2400, 8.19125e+06, 543.34, 36.5752, 276.893, 15.986;
2700, 2500, 7.23838e+06, 522.875, 36.3092, 267.94, 15.5589;
2700, 2600, 6.31787e+06, 499.341, 35.1122, 253.872, 15.1318;
2700, 2700, 5.54569e+06, 473.76, 34.1812, 239.164, 14.4607;
2700, 2800, 4.8144e+06, 439.993, 31.9202, 221.898, 13.9725;
2700, 2900, 4.17611e+06, 408.273, 29.3932, 208.469, 13.3014;
2700, 3000, 3.67534e+06, 386.785, 27.6641, 191.843, 12.7522;
2700, 3100, 3.21344e+06, 357.111, 25.6691, 176.495, 12.0811;
2700, 3200, 2.81735e+06, 321.297, 24.2061, 159.229, 11.5929;
2700, 3300, 2.49949e+06, 296.739, 22.0781, 145.161, 10.7387;
2700, 3400, 2.20571e+06, 276.275, 20.2161, 130.453, 10.2506;
2700, 3500, 1.903e+06, 256.833, 18.6201, 120.221, 9.45739;
2700, 3600, 1.62271e+06, 236.368, 17.4231, 111.269, 8.60317;
2700, 3700, 1.43471e+06, 216.927, 16.3591, 106.153, 7.99302;
2700, 3800, 1.25095e+06, 192.369, 15.2951, 97.2002, 7.74896;
2700, 3900, 1.06517e+06, 171.904, 14.0981, 83.7712, 7.19982;
2700, 4000, 934816, 160.649, 13.6991, 78.016, 6.7117;
2800, 100, 3.70431e+08, 622.13, 37.5062, 308.866, 16.3521;
2800, 200, 2.93696e+08, 621.106, 37.5062, 308.866, 16.3521;
2800, 300, 2.07403e+08, 621.106, 37.5062, 308.227, 16.3521;
2800, 400, 1.67083e+08, 621.106, 37.5062, 308.227, 16.2301;
2800, 500, 1.36301e+08, 621.106, 37.3732, 306.948, 16.2301;
2800, 600, 1.12409e+08, 621.106, 37.3732, 306.948, 16.2301;
2800, 700, 9.31562e+07, 620.083, 37.2402, 305.669, 16.2301;
2800, 800, 7.79479e+07, 617.013, 37.1072, 304.39, 16.1691;
2800, 900, 6.56026e+07, 614.967, 37.1072, 303.751, 16.1081;
2800, 1000, 5.54193e+07, 612.92, 37.1072, 303.111, 16.1081;
2800, 1100, 4.72347e+07, 610.874, 36.9742, 299.914, 16.1081;
2800, 1200, 4.05857e+07, 607.804, 36.9742, 296.077, 15.986;
2800, 1300, 3.50544e+07, 604.735, 36.9742, 290.322, 15.864;
2800, 1400, 3.04194e+07, 601.665, 36.7082, 286.485, 15.803;
2800, 1500, 2.65497e+07, 599.618, 36.5752, 283.927, 15.742;
2800, 1600, 2.3138e+07, 590.409, 36.4422, 282.009, 15.4979;
2800, 1700, 2.01411e+07, 582.223, 35.9102, 280.73, 15.4369;
2800, 1800, 1.77343e+07, 576.084, 35.6442, 278.172, 15.3149;
2800, 1900, 1.54878e+07, 565.851, 35.3782, 274.335, 15.2539;
2800, 2000, 1.32996e+07, 554.596, 35.1122, 267.94, 15.1928;
2800, 2100, 1.17256e+07, 543.34, 34.9792, 260.906, 14.8878;
2800, 2200, 1.02677e+07, 527.992, 34.7132, 254.511, 14.8267;
2800, 2300, 9.03708e+06, 516.736, 34.0482, 249.395, 14.6437;
2800, 2400, 7.84467e+06, 502.411, 33.6492, 244.279, 14.5217;
2800, 2500, 6.96212e+06, 487.062, 33.3832, 237.245, 14.2166;
2800, 2600, 6.11228e+06, 468.644, 32.3192, 228.293, 13.9115;
2800, 2700, 5.43784e+06, 449.202, 31.6542, 219.979, 13.5454;
2800, 2800, 4.73048e+06, 422.598, 30.0582, 206.55, 13.2403;
2800, 2900, 4.10238e+06, 400.087, 27.9301, 195.04, 12.5692;
2800, 3000, 3.63625e+06, 379.622, 26.6001, 180.971, 12.1421;
2800, 3100, 3.18206e+06, 351.994, 24.7381, 166.264, 11.5929;
2800, 3200, 2.78689e+06, 317.204, 23.5411, 150.277, 11.2268;
2800, 3300, 2.47632e+06, 294.693, 21.4131, 136.848, 10.4336;
2800, 3400, 2.18349e+06, 274.228, 19.6841, 123.419, 10.0065;
2800, 3500, 1.88146e+06, 254.787, 18.0881, 113.187, 9.27434;
2800, 3600, 1.60144e+06, 234.322, 17.0241, 105.513, 8.48114;
2800, 3700, 1.41391e+06, 214.88, 15.9601, 101.677, 7.87099;
2800, 3800, 1.24823e+06, 190.323, 14.8961, 94.0028, 7.68794;
2800, 3900, 1.06252e+06, 169.858, 13.6991, 80.5739, 7.1388;
2800, 4000, 932636, 159.625, 13.3001, 74.8186, 6.65068;
2900, 100, 3.26888e+08, 565.851, 33.2502, 271.137, 15.1318;
2900, 200, 2.62016e+08, 564.828, 33.2502, 271.137, 15.1318;
2900, 300, 1.83447e+08, 564.828, 33.2502, 270.498, 15.1318;
2900, 400, 1.48487e+08, 564.828, 33.2502, 270.498, 15.0708;
2900, 500, 1.21572e+08, 564.828, 33.1172, 269.219, 15.0708;
2900, 600, 1.00648e+08, 564.828, 33.1172, 269.219, 15.0708;
2900, 700, 8.37206e+07, 563.805, 32.9842, 267.94, 15.0708;
2900, 800, 7.02208e+07, 562.782, 32.9842, 266.661, 15.0098;
2900, 900, 5.92765e+07, 560.735, 32.9842, 266.022, 14.9488;
2900, 1000, 5.0182e+07, 559.712, 32.9842, 265.382, 14.9488;
2900, 1100, 4.29241e+07, 557.665, 32.9842, 262.824, 14.9488;
2900, 1200, 3.71158e+07, 555.619, 32.9842, 259.627, 14.8267;
2900, 1300, 3.21576e+07, 552.549, 32.9842, 255.151, 14.7657;
2900, 1400, 2.79908e+07, 550.503, 32.7182, 251.314, 14.7047;
2900, 1500, 2.45566e+07, 548.456, 32.5852, 248.756, 14.6437;
2900, 1600, 2.14707e+07, 539.247, 32.4522, 247.477, 14.6437;
2900, 1700, 1.87577e+07, 532.085, 32.1862, 246.198, 14.5827;
2900, 1800, 1.66428e+07, 526.968, 31.9202, 244.279, 14.4607;
2900, 1900, 1.46393e+07, 517.759, 31.6542, 240.443, 14.3996;
2900, 2000, 1.26289e+07, 509.573, 31.3882, 235.966, 14.3386;
2900, 2100, 1.11918e+07, 499.341, 31.2552, 230.851, 14.2166;
2900, 2200, 9.86454e+06, 487.062, 31.1222, 225.735, 14.1556;
2900, 2300, 8.74087e+06, 478.876, 30.5902, 223.177, 13.9725;
2900, 2400, 7.58765e+06, 469.667, 30.1912, 219.34, 13.8505;
2900, 2500, 6.75167e+06, 457.388, 30.0582, 214.224, 13.5454;
2900, 2600, 5.94346e+06, 442.039, 29.5262, 206.55, 13.2403;
2900, 2700, 5.29841e+06, 426.691, 28.9942, 202.074, 12.9353;
2900, 2800, 4.62745e+06, 408.273, 28.3291, 193.121, 12.7522;
2900, 2900, 4.04514e+06, 389.854, 26.4671, 184.808, 12.2641;
2900, 3000, 3.60146e+06, 370.413, 25.5361, 172.658, 11.898;
2900, 3100, 3.15226e+06, 344.832, 24.2061, 159.869, 11.3489;
2900, 3200, 2.76628e+06, 314.135, 23.1421, 145.8, 10.9828;
2900, 3300, 2.45714e+06, 291.623, 21.0141, 133.65, 10.3116;
2900, 3400, 2.17212e+06, 271.158, 19.4181, 120.861, 9.8845;
2900, 3500, 1.87067e+06, 251.717, 17.9551, 111.269, 9.15231;
2900, 3600, 1.59115e+06, 231.252, 16.8911, 104.234, 8.35911;
2900, 3700, 1.40413e+06, 212.834, 15.8271, 100.398, 7.74896;
2900, 3800, 1.24501e+06, 188.276, 14.7631, 92.7239, 7.56591;
2900, 3900, 1.05961e+06, 167.811, 13.5661, 79.9344, 7.01677;
2900, 4000, 929762, 158.602, 13.1671, 74.1791, 6.52865;
3000, 100, 2.88778e+08, 513.666, 30.8562, 241.082, 14.0946;
3000, 200, 2.33546e+08, 512.643, 30.8562, 241.082, 14.0946;
3000, 300, 1.61516e+08, 512.643, 30.8562, 240.443, 14.0946;
3000, 400, 1.31241e+08, 512.643, 30.8562, 240.443, 14.0335;
3000, 500, 1.07964e+08, 512.643, 30.7232, 239.164, 14.0335;
3000, 600, 8.98739e+07, 512.643, 30.7232, 239.164, 14.0335;
3000, 700, 7.49545e+07, 511.62, 30.5902, 237.885, 14.0335;
3000, 800, 6.29893e+07, 510.596, 30.5902, 237.245, 13.9725;
3000, 900, 5.32272e+07, 508.55, 30.5902, 236.606, 13.9115;
3000, 1000, 4.52247e+07, 507.527, 30.5902, 235.966, 13.9115;
3000, 1100, 3.88024e+07, 505.48, 30.5902, 233.408, 13.9115;
3000, 1200, 3.36131e+07, 504.457, 30.5902, 231.49, 13.7895;
3000, 1300, 2.92596e+07, 501.387, 30.5902, 227.014, 13.7285;
3000, 1400, 2.55891e+07, 499.341, 30.3242, 223.177, 13.6675;
3000, 1500, 2.25006e+07, 497.294, 30.1912, 220.619, 13.6064;
3000, 1600, 1.97243e+07, 489.108, 30.0582, 219.34, 13.6064;
3000, 1700, 1.73618e+07, 481.946, 29.7922, 218.7, 13.5454;
3000, 1800, 1.54688e+07, 478.876, 29.5262, 216.782, 13.4234;
3000, 1900, 1.36401e+07, 469.667, 29.2602, 214.224, 13.3624;
3000, 2000, 1.18105e+07, 462.504, 28.9942, 210.387, 13.3014;
3000, 2100, 1.04806e+07, 455.342, 28.8612, 206.55, 13.1793;
3000, 2200, 9.23024e+06, 447.156, 28.7282, 202.714, 13.1183;
3000, 2300, 8.25795e+06, 439.993, 28.3291, 200.795, 12.9963;
3000, 2400, 7.21917e+06, 432.83, 27.9301, 198.877, 12.8743;
3000, 2500, 6.43115e+06, 421.575, 27.7971, 195.04, 12.6302;
3000, 2600, 5.67995e+06, 408.273, 27.3981, 188.645, 12.4471;
3000, 2700, 5.07664e+06, 393.947, 27.1321, 184.169, 12.2641;
3000, 2800, 4.45629e+06, 381.668, 26.4671, 177.135, 12.1421;
3000, 2900, 3.94536e+06, 368.366, 25.1371, 170.1, 11.837;
3000, 3000, 3.51269e+06, 355.064, 24.3391, 160.508, 11.5319;
