// x, y, n_BG, n_sig0, n_sig1, n_sig2, n_sig3 
400, 2900, 2.32729e+06, 428.767, 28.1961, 210.4, 12.7522;
400, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
400, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
400, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
400, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
400, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
400, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
400, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
400, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
400, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
400, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
400, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
500, 100, 2.66009e+10, 19650.6, 403.258, 9835.74, 191.893;
500, 200, 1.20267e+10, 19437.8, 401.662, 9726.38, 190.734;
500, 300, 6.43725e+09, 19025.4, 396.874, 9544.76, 188.782;
500, 400, 3.70083e+09, 18308.1, 390.49, 9212.21, 184.389;
500, 500, 2.23883e+09, 17055.5, 375.328, 8622.58, 178.348;
500, 600, 1.31857e+09, 14900.4, 340.615, 7561.63, 163.155;
500, 700, 7.81279e+08, 12659.4, 303.508, 6406.66, 145.705;
500, 800, 4.88542e+08, 10571.8, 269.193, 5334.83, 130.817;
500, 900, 3.14235e+08, 8803.55, 235.012, 4423.53, 115.99;
500, 1000, 2.08219e+08, 7342.26, 209.609, 3673.37, 102.811;
500, 1100, 1.42302e+08, 6079.49, 184.871, 3020.43, 90.7299;
500, 1200, 1.01551e+08, 5053.11, 166.783, 2511.38, 79.7472;
500, 1300, 7.48831e+07, 4226.27, 149.892, 2100.17, 71.205;
500, 1400, 5.55675e+07, 3524.28, 134.863, 1750.99, 64.0052;
500, 1500, 4.22017e+07, 2964.53, 121.164, 1481.76, 56.1952;
500, 1600, 3.2661e+07, 2521.44, 107.066, 1263.04, 50.6428;
500, 1700, 2.5449e+07, 2163.28, 95.0955, 1078.86, 44.9073;
500, 1800, 1.92842e+07, 1840.94, 85.6525, 924.739, 41.1244;
500, 1900, 1.53041e+07, 1589.2, 77.6724, 801.312, 36.4872;
500, 2000, 1.21461e+07, 1352.82, 69.8254, 678.525, 33.2534;
500, 2100, 9.88847e+06, 1178.85, 63.5743, 596.668, 29.9586;
500, 2200, 8.20154e+06, 1022.29, 55.9933, 516.089, 26.9078;
500, 2300, 6.67695e+06, 907.677, 50.8063, 445.102, 23.918;
500, 2400, 5.52907e+06, 793.066, 46.1512, 400.976, 21.3554;
500, 2500, 4.61305e+06, 699.945, 42.9592, 349.175, 18.7927;
500, 2600, 3.92465e+06, 620.127, 39.5012, 310.804, 16.7792;
500, 2700, 3.31034e+06, 548.495, 36.3092, 269.875, 15.1928;
500, 2800, 2.73191e+06, 488.119, 31.7872, 234.063, 13.9725;
500, 2900, 2.32729e+06, 428.767, 28.1961, 210.4, 12.7522;
500, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
500, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
500, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
500, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
500, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
500, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
500, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
500, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
500, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
500, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
500, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
600, 100, 1.76614e+10, 15517.5, 338.753, 7749.64, 163.033;
600, 200, 8.53775e+09, 15383.4, 337.955, 7682.49, 162.118;
600, 300, 4.73186e+09, 15160.4, 335.428, 7578.89, 160.959;
600, 400, 2.81532e+09, 14783.8, 332.901, 7391.52, 158.579;
600, 500, 1.80107e+09, 14190.3, 325.719, 7096.06, 156.199;
600, 600, 1.17023e+09, 13225.3, 310.69, 6636.25, 149.366;
600, 700, 7.32206e+08, 11665.7, 285.686, 5869.47, 137.712;
600, 800, 4.7015e+08, 9963.98, 257.755, 5000.37, 125.692;
600, 900, 3.07667e+08, 8448.46, 228.495, 4220.16, 112.756;
600, 1000, 2.05534e+08, 7143.73, 206.018, 3558.26, 101.042;
600, 1100, 1.41152e+08, 5964.88, 183.009, 2966.07, 89.7537;
600, 1200, 1.01076e+08, 4986.59, 165.719, 2478.76, 79.4421;
600, 1300, 7.47067e+07, 4190.46, 149.227, 2083.54, 71.083;
600, 1400, 5.54745e+07, 3504.84, 134.73, 1743.96, 63.9442;
600, 1500, 4.21537e+07, 2958.39, 121.031, 1476, 56.1952;
600, 1600, 3.26547e+07, 2517.35, 107.066, 1261.12, 50.6428;
600, 1700, 2.54427e+07, 2160.21, 95.0955, 1078.86, 44.9073;
600, 1800, 1.92842e+07, 1837.87, 85.6525, 924.739, 41.1244;
600, 1900, 1.53041e+07, 1588.18, 77.6724, 801.312, 36.4872;
600, 2000, 1.21461e+07, 1352.82, 69.8254, 678.525, 33.2534;
600, 2100, 9.88847e+06, 1178.85, 63.5743, 596.668, 29.9586;
600, 2200, 8.20154e+06, 1022.29, 55.9933, 516.089, 26.9078;
600, 2300, 6.67695e+06, 907.677, 50.8063, 445.102, 23.918;
600, 2400, 5.52907e+06, 793.066, 46.1512, 400.976, 21.3554;
600, 2500, 4.61305e+06, 699.945, 42.9592, 349.175, 18.7927;
600, 2600, 3.92465e+06, 620.127, 39.5012, 310.804, 16.7792;
600, 2700, 3.31034e+06, 548.495, 36.3092, 269.875, 15.1928;
600, 2800, 2.73191e+06, 488.119, 31.7872, 234.063, 13.9725;
600, 2900, 2.32729e+06, 428.767, 28.1961, 210.4, 12.7522;
600, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
600, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
600, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
600, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
600, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
600, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
600, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
600, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
600, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
600, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
600, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
700, 100, 1.22261e+10, 12387.2, 294.198, 6140.62, 140.641;
700, 200, 6.20783e+09, 12302.2, 293.533, 6101.61, 140.03;
700, 300, 3.54627e+09, 12162.1, 292.203, 6036.38, 139.237;
700, 400, 2.17406e+09, 11944.1, 290.607, 5923.83, 137.468;
700, 500, 1.4371e+09, 11603.3, 286.351, 5755.64, 136.553;
700, 600, 9.77313e+08, 11095.8, 278.37, 5538.84, 133.319;
700, 700, 6.66359e+08, 10361, 264.804, 5180.71, 127.522;
700, 800, 4.4458e+08, 9168.87, 244.455, 4591.08, 118.492;
700, 900, 2.95047e+08, 7916.33, 219.85, 3963.07, 107.997;
700, 1000, 2.00713e+08, 6807.07, 200.033, 3392.63, 97.9908;
700, 1100, 1.39388e+08, 5758.17, 179.019, 2870.14, 87.6181;
700, 1200, 1.0011e+08, 4868.91, 163.059, 2425.04, 78.1608;
700, 1300, 7.42884e+07, 4120.87, 147.498, 2050.29, 70.3508;
700, 1400, 5.53545e+07, 3466.98, 133.666, 1725.41, 63.456;
700, 1500, 4.21441e+07, 2933.83, 120.366, 1466.41, 56.0122;
700, 1600, 3.26547e+07, 2502, 106.667, 1256.65, 50.5818;
700, 1700, 2.54427e+07, 2153.05, 94.8295, 1076.3, 44.8463;
700, 1800, 1.92842e+07, 1832.75, 85.3864, 924.099, 41.0634;
700, 1900, 1.53041e+07, 1587.16, 77.5394, 801.312, 36.4872;
700, 2000, 1.21461e+07, 1352.82, 69.6924, 678.525, 33.2534;
700, 2100, 9.88847e+06, 1178.85, 63.4413, 596.668, 29.9586;
700, 2200, 8.20154e+06, 1022.29, 55.8603, 516.089, 26.9078;
700, 2300, 6.67695e+06, 907.677, 50.8063, 445.102, 23.918;
700, 2400, 5.52907e+06, 793.066, 46.1512, 400.976, 21.3554;
700, 2500, 4.61305e+06, 699.945, 42.9592, 349.175, 18.7927;
700, 2600, 3.92465e+06, 620.127, 39.5012, 310.804, 16.7792;
700, 2700, 3.31034e+06, 548.495, 36.3092, 269.875, 15.1928;
700, 2800, 2.73191e+06, 488.119, 31.7872, 234.063, 13.9725;
700, 2900, 2.32729e+06, 428.767, 28.1961, 210.4, 12.7522;
700, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
700, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
700, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
700, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
700, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
700, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
700, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
700, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
700, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
700, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
700, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
800, 100, 8.75931e+09, 9951.7, 252.302, 4949.21, 122.214;
800, 200, 4.65074e+09, 9895.42, 251.903, 4919.79, 121.787;
800, 300, 2.71989e+09, 9812.53, 251.371, 4878.22, 121.299;
800, 400, 1.72081e+09, 9667.22, 250.041, 4804.68, 120.505;
800, 500, 1.16405e+09, 9466.65, 247.514, 4694.68, 119.895;
800, 600, 8.12381e+08, 9187.29, 242.859, 4573.17, 118.065;
800, 700, 5.77367e+08, 8792.29, 235.544, 4385.15, 115.075;
800, 800, 4.07265e+08, 8186.49, 226.101, 4091.62, 109.828;
800, 900, 2.79761e+08, 7314.63, 208.944, 3659.94, 102.018;
800, 1000, 1.93759e+08, 6389.55, 192.718, 3191.18, 93.9027;
800, 1100, 1.35853e+08, 5491.09, 173.965, 2737.12, 84.5064;
800, 1200, 9.82823e+07, 4688.81, 159.202, 2344.46, 76.0862;
800, 1300, 7.32642e+07, 4016.5, 144.838, 2001.04, 69.0084;
800, 1400, 5.48893e+07, 3406.6, 131.671, 1696.63, 62.5408;
800, 1500, 4.18723e+07, 2903.13, 118.637, 1449.78, 55.524;
800, 1600, 3.25398e+07, 2483.58, 105.603, 1248.33, 50.2157;
800, 1700, 2.53277e+07, 2142.81, 94.2975, 1072.47, 44.6633;
800, 1800, 1.92653e+07, 1826.61, 85.2534, 922.181, 40.8803;
800, 1900, 1.52915e+07, 1585.11, 77.4064, 800.033, 36.3652;
800, 2000, 1.21335e+07, 1351.79, 69.5594, 677.246, 33.1924;
800, 2100, 9.87583e+06, 1177.83, 63.3083, 596.668, 29.9586;
800, 2200, 8.1889e+06, 1022.29, 55.7273, 516.089, 26.9078;
800, 2300, 6.67064e+06, 907.677, 50.6733, 445.102, 23.918;
800, 2400, 5.52907e+06, 793.066, 46.0182, 400.976, 21.3554;
800, 2500, 4.61305e+06, 699.945, 42.8262, 349.175, 18.7927;
800, 2600, 3.92465e+06, 620.127, 39.5012, 310.804, 16.7792;
800, 2700, 3.31034e+06, 548.495, 36.3092, 269.875, 15.1928;
800, 2800, 2.73191e+06, 488.119, 31.7872, 234.063, 13.9725;
800, 2900, 2.32729e+06, 428.767, 28.1961, 210.4, 12.7522;
800, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
800, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
800, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
800, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
800, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
800, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
800, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
800, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
800, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
800, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
800, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
900, 100, 6.42109e+09, 8021.74, 218.919, 4023.19, 106.106;
900, 200, 3.53131e+09, 7982.85, 218.653, 4004.64, 105.679;
900, 300, 2.10345e+09, 7922.47, 218.52, 3977.78, 105.252;
900, 400, 1.36728e+09, 7830.38, 217.456, 3930.46, 104.702;
900, 500, 9.42041e+08, 7704.51, 215.594, 3857.55, 104.275;
900, 600, 6.66452e+08, 7538.73, 212.136, 3782.73, 102.872;
900, 700, 4.83397e+08, 7315.65, 208.678, 3672.74, 101.042;
900, 800, 3.53365e+08, 6972.84, 203.624, 3521.17, 98.1738;
900, 900, 2.58304e+08, 6532.82, 194.447, 3288.39, 94.0248;
900, 1000, 1.83612e+08, 5884.04, 182.876, 2954.56, 87.6181;
900, 1100, 1.31407e+08, 5162.6, 167.714, 2585.56, 80.0522;
900, 1200, 9.588e+07, 4474.94, 154.547, 2237.02, 72.6694;
900, 1300, 7.22415e+07, 3882.44, 141.247, 1930.7, 66.6288;
900, 1400, 5.43185e+07, 3321.67, 129.011, 1648.67, 60.8324;
900, 1500, 4.15267e+07, 2854.01, 116.775, 1419.08, 54.3037;
900, 1600, 3.23523e+07, 2455.95, 104.938, 1230.43, 49.1174;
900, 1700, 2.51861e+07, 2124.39, 93.8985, 1065.43, 44.0531;
900, 1800, 1.91533e+07, 1815.35, 84.9874, 917.704, 40.4532;
900, 1900, 1.52693e+07, 1577.95, 77.1404, 798.115, 36.1211;
900, 2000, 1.21271e+07, 1345.65, 69.4264, 675.967, 32.9483;
900, 2100, 9.87583e+06, 1175.78, 63.1753, 596.028, 29.7755;
900, 2200, 8.1889e+06, 1021.26, 55.5943, 515.449, 26.7248;
900, 2300, 6.67064e+06, 906.654, 50.6733, 445.102, 23.735;
900, 2400, 5.52907e+06, 793.066, 46.0182, 400.976, 21.2944;
900, 2500, 4.61305e+06, 699.945, 42.8262, 349.175, 18.7317;
900, 2600, 3.92465e+06, 620.127, 39.5012, 310.804, 16.7792;
900, 2700, 3.31034e+06, 548.495, 36.3092, 269.875, 15.1928;
900, 2800, 2.73191e+06, 488.119, 31.7872, 234.063, 13.9725;
900, 2900, 2.32729e+06, 428.767, 28.1961, 210.4, 12.7522;
900, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
900, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
900, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
900, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
900, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
900, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
900, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
900, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
900, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
900, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
900, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
1000, 100, 4.79336e+09, 6585.01, 191.92, 3303.73, 91.5231;
1000, 200, 2.72364e+09, 6554.31, 191.787, 3293.5, 91.2181;
1000, 300, 1.66412e+09, 6511.33, 191.654, 3275.6, 90.852;
1000, 400, 1.10387e+09, 6456.07, 190.989, 3244.9, 90.4249;
1000, 500, 7.70166e+08, 6367.04, 189.792, 3198.21, 90.1808;
1000, 600, 5.53436e+08, 6263.69, 187.664, 3152.81, 89.2045;
1000, 700, 4.09199e+08, 6134.75, 185.403, 3076.71, 88.2893;
1000, 800, 3.05995e+08, 5928.04, 181.679, 2976.94, 86.3368;
1000, 900, 2.29029e+08, 5693.7, 175.827, 2852.24, 84.1403;
1000, 1000, 1.70503e+08, 5323.26, 169.576, 2666.14, 80.6014;
1000, 1100, 1.25836e+08, 4799.33, 158.936, 2407.13, 75.11;
1000, 1200, 9.30553e+07, 4220.13, 148.429, 2120.63, 68.8864;
