// x, y, n_BG, n_sig0, n_sig1, n_sig2, n_sig3 
1000, 1300, 7.0602e+07, 3704.39, 136.06, 1846.92, 63.395;
1000, 1400, 5.32726e+07, 3197.85, 125.42, 1590.47, 58.3307;
1000, 1500, 4.10364e+07, 2773.17, 114.248, 1376.24, 52.4122;
1000, 1600, 3.19945e+07, 2401.71, 103.342, 1201.65, 47.7141;
1000, 1700, 2.49541e+07, 2090.62, 92.5685, 1044.33, 43.0159;
1000, 1800, 1.90072e+07, 1800, 84.1894, 904.914, 39.8431;
1000, 1900, 1.51611e+07, 1568.74, 76.4754, 791.08, 35.8161;
1000, 2000, 1.20798e+07, 1340.54, 68.8944, 670.851, 32.7043;
1000, 2100, 9.84586e+06, 1172.71, 63.0423, 590.912, 29.5315;
1000, 2200, 8.16551e+06, 1020.24, 55.4613, 512.252, 26.5417;
1000, 2300, 6.65357e+06, 905.63, 50.6733, 443.823, 23.552;
1000, 2400, 5.512e+06, 792.043, 46.0182, 399.697, 21.1724;
1000, 2500, 4.59598e+06, 699.945, 42.8262, 348.536, 18.7317;
1000, 2600, 3.90758e+06, 620.127, 39.5012, 310.804, 16.7792;
1000, 2700, 3.29327e+06, 548.495, 36.3092, 269.875, 15.1928;
1000, 2800, 2.73191e+06, 488.119, 31.7872, 234.063, 13.9725;
1000, 2900, 2.32729e+06, 428.767, 28.1961, 210.4, 12.7522;
1000, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
1000, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
1000, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
1000, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
1000, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
1000, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
1000, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
1000, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
1000, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
1000, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
1000, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
1100, 100, 3.64485e+09, 5445.04, 170.773, 2726.25, 80.8454;
1100, 200, 2.13849e+09, 5424.57, 170.64, 2719.22, 80.6624;
1100, 300, 1.33158e+09, 5401.04, 170.507, 2705.79, 80.4183;
1100, 400, 8.99203e+08, 5367.27, 170.108, 2685.32, 80.2353;
1100, 500, 6.34706e+08, 5310.98, 169.044, 2653.35, 80.1132;
1100, 600, 4.62717e+08, 5241.4, 167.182, 2623.29, 79.6251;
1100, 700, 3.46433e+08, 5151.35, 165.719, 2574.05, 78.8929;
1100, 800, 2.64605e+08, 5017.29, 162.793, 2510.1, 77.5506;
1100, 900, 2.01113e+08, 4875.05, 159.468, 2430.16, 75.8422;
1100, 1000, 1.53936e+08, 4673.46, 155.212, 2323.36, 73.5846;
1100, 1100, 1.18005e+08, 4387.96, 148.828, 2189.06, 70.8389;
1100, 1200, 8.87462e+07, 3945.89, 140.582, 1983.14, 65.9577;
1100, 1300, 6.79695e+07, 3523.26, 130.208, 1748.43, 61.1985;
1100, 1400, 5.16918e+07, 3065.84, 120.632, 1518.21, 56.8054;
1100, 1500, 4.00877e+07, 2676.98, 111.056, 1325.08, 51.314;
1100, 1600, 3.14251e+07, 2334.17, 101.347, 1167.11, 46.9209;
1100, 1700, 2.47363e+07, 2044.58, 91.1055, 1025.14, 42.5277;
1100, 1800, 1.88881e+07, 1775.44, 83.2584, 892.124, 39.416;
1100, 1900, 1.50875e+07, 1552.36, 75.5444, 784.045, 35.45;
1100, 2000, 1.20543e+07, 1333.37, 68.2294, 666.375, 32.3382;
1100, 2100, 9.83928e+06, 1166.57, 62.3773, 587.075, 29.2874;
1100, 2200, 8.1592e+06, 1016.15, 55.0623, 509.694, 26.3587;
1100, 2300, 6.64725e+06, 902.56, 50.6733, 441.905, 23.4299;
1100, 2400, 5.50568e+06, 789.996, 46.0182, 398.418, 21.0503;
1100, 2500, 4.59598e+06, 699.945, 42.8262, 347.257, 18.6707;
1100, 2600, 3.90758e+06, 620.127, 39.5012, 310.165, 16.7182;
1100, 2700, 3.29327e+06, 548.495, 36.3092, 269.875, 15.1928;
1100, 2800, 2.73191e+06, 488.119, 31.7872, 234.063, 13.9725;
1100, 2900, 2.32729e+06, 428.767, 28.1961, 210.4, 12.7522;
1100, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
1100, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
1100, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
1100, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
1100, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
1100, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
1100, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
1100, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
1100, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
1100, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
1100, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
1200, 100, 2.80073e+09, 4520.99, 151.089, 2281.15, 71.7541;
1200, 200, 1.6853e+09, 4500.52, 150.956, 2275.39, 71.6321;
1200, 300, 1.06767e+09, 4485.17, 150.823, 2266.44, 71.388;
1200, 400, 7.31099e+08, 4462.66, 150.424, 2251.09, 71.266;
1200, 500, 5.21002e+08, 4424.8, 149.626, 2229.99, 71.144;
1200, 600, 3.84593e+08, 4377.72, 148.296, 2209.52, 70.7779;
1200, 700, 2.90719e+08, 4317.35, 147.232, 2178.19, 70.2898;
1200, 800, 2.24662e+08, 4225.25, 145.37, 2129.59, 69.4966;
1200, 900, 1.71668e+08, 4127.01, 142.843, 2075.23, 68.3373;
1200, 1000, 1.33668e+08, 4000.12, 140.582, 2004.88, 66.9949;
1200, 1100, 1.04693e+08, 3835.37, 136.459, 1930.06, 65.3475;
1200, 1200, 8.21938e+07, 3589.78, 131.538, 1803.43, 62.4188;
1200, 1300, 6.46525e+07, 3291.99, 124.622, 1627.57, 58.3918;
1200, 1400, 4.9874e+07, 2901.09, 116.11, 1435.07, 54.6088;
1200, 1500, 3.91031e+07, 2564.42, 107.731, 1268.8, 49.7276;
1200, 1600, 3.07217e+07, 2250.26, 98.2875, 1126.19, 45.7006;
1200, 1700, 2.43056e+07, 1982.15, 88.4455, 994.446, 41.6125;
1200, 1800, 1.8601e+07, 1732.47, 81.2634, 874.857, 38.6228;
1200, 1900, 1.49146e+07, 1522.69, 73.9484, 771.255, 34.9008;
1200, 2000, 1.19593e+07, 1308.81, 66.8994, 656.782, 31.9111;
1200, 2100, 9.7761e+06, 1147.13, 61.8453, 577.482, 29.0433;
1200, 2200, 8.12129e+06, 1003.87, 54.6633, 503.298, 26.2976;
1200, 2300, 6.62198e+06, 893.351, 50.4073, 438.068, 23.3689;
1200, 2400, 5.49937e+06, 786.926, 45.7522, 397.139, 20.9893;
1200, 2500, 4.59598e+06, 698.921, 42.8262, 346.617, 18.6097;
1200, 2600, 3.90758e+06, 620.127, 39.5012, 309.525, 16.6572;
1200, 2700, 3.29327e+06, 548.495, 36.3092, 269.236, 15.1318;
1200, 2800, 2.73191e+06, 488.119, 31.7872, 233.423, 13.9115;
1200, 2900, 2.32729e+06, 428.767, 28.1961, 209.761, 12.6912;
1200, 3000, 1.97761e+06, 390.905, 25.6691, 183.541, 11.837;
1200, 3100, 1.68136e+06, 353.042, 22.6101, 163.076, 10.9218;
1200, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.2506;
1200, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.15231;
1200, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
1200, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
1200, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
1200, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
1200, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
1200, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
1200, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
1300, 100, 2.18785e+09, 3817.97, 134.863, 1894.24, 63.9442;
1300, 200, 1.3505e+09, 3804.67, 134.73, 1891.05, 63.8221;
1300, 300, 8.68243e+08, 3792.39, 134.73, 1885.29, 63.6391;
1300, 400, 6.04049e+08, 3779.09, 134.464, 1873.78, 63.5171;
1300, 500, 4.36078e+08, 3757.6, 133.932, 1861.63, 63.456;
1300, 600, 3.24574e+08, 3724.85, 132.602, 1847.56, 63.151;
1300, 700, 2.47292e+08, 3678.8, 131.804, 1825.18, 62.7849;
1300, 800, 1.92633e+08, 3614.33, 130.474, 1793.84, 62.1747;
1300, 900, 1.48578e+08, 3549.87, 128.479, 1759.95, 61.1375;
1300, 1000, 1.1772e+08, 3475.16, 127.282, 1714.54, 60.2832;
1300, 1100, 9.28606e+07, 3370.79, 124.755, 1664.66, 59.0019;
1300, 1200, 7.46596e+07, 3212.17, 121.696, 1588.56, 56.8054;
1300, 1300, 6.07113e+07, 3031.05, 117.573, 1483.67, 54.9139;
1300, 1400, 4.7907e+07, 2729.17, 110.524, 1341.7, 51.8021;
1300, 1500, 3.78082e+07, 2449.81, 103.209, 1207.4, 47.653;
1300, 1600, 2.98711e+07, 2171.47, 94.9625, 1078.22, 44.2362;
1300, 1700, 2.38444e+07, 1924.85, 86.0515, 960.552, 40.3312;
1300, 1800, 1.83069e+07, 1686.42, 79.6674, 849.276, 37.5245;
1300, 1900, 1.47399e+07, 1487.89, 72.7514, 750.791, 34.3517;
1300, 2000, 1.1834e+07, 1287.33, 66.3673, 643.992, 31.667;
1300, 2100, 9.71852e+06, 1133.83, 61.4463, 569.168, 28.7993;
1300, 2200, 8.09529e+06, 992.612, 54.5303, 498.182, 26.0536;
1300, 2300, 6.60257e+06, 887.211, 50.4073, 434.87, 23.2469;
1300, 2400, 5.49891e+06, 780.786, 45.7522, 394.581, 20.8673;
1300, 2500, 4.59578e+06, 694.828, 42.8262, 345.338, 18.5487;
1300, 2600, 3.90739e+06, 618.08, 39.5012, 308.886, 16.5962;
1300, 2700, 3.29308e+06, 546.448, 36.3092, 268.596, 15.0708;
1300, 2800, 2.73171e+06, 486.073, 31.7872, 232.783, 13.8505;
1300, 2900, 2.3271e+06, 427.744, 28.1961, 209.761, 12.6302;
1300, 3000, 1.97742e+06, 390.905, 25.6691, 183.541, 11.776;
1300, 3100, 1.68126e+06, 353.042, 22.6101, 163.076, 10.8607;
1300, 3200, 1.42741e+06, 306.993, 20.6151, 143.891, 10.1896;
1300, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.0913;
1300, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
1300, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
1300, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
1300, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
1300, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
1300, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
1300, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
1400, 100, 1.73344e+09, 3232.64, 121.031, 1603.26, 56.6223;
1400, 200, 1.09773e+09, 3224.45, 120.898, 1602.62, 56.5613;
1400, 300, 7.15871e+08, 3214.22, 120.898, 1598.15, 56.3782;
1400, 400, 5.05044e+08, 3206.03, 120.765, 1589.19, 56.3172;
1400, 500, 3.67963e+08, 3192.73, 120.632, 1580.24, 56.3172;
1400, 600, 2.7577e+08, 3172.26, 119.435, 1568.73, 56.1342;
1400, 700, 2.11601e+08, 3140.54, 118.903, 1554.66, 55.9511;
1400, 800, 1.65778e+08, 3095.52, 118.105, 1531.64, 55.402;
1400, 900, 1.29175e+08, 3043.33, 116.509, 1509.26, 54.6698;
1400, 1000, 1.03458e+08, 2992.16, 115.711, 1476.64, 54.1817;
1400, 1100, 8.2749e+07, 2929.74, 113.849, 1444.66, 53.1444;
1400, 1200, 6.7209e+07, 2820.25, 111.721, 1398.62, 51.619;
1400, 1300, 5.54948e+07, 2711.77, 109.194, 1328.91, 50.2157;
1400, 1400, 4.52255e+07, 2522.46, 104.273, 1241.94, 48.2632;
1400, 1500, 3.65825e+07, 2307.57, 98.8195, 1142.81, 44.9684;
1400, 1600, 2.91552e+07, 2068.11, 91.2385, 1034.1, 42.1617;
1400, 1700, 2.3324e+07, 1851.17, 82.9924, 923.46, 38.6228;
1400, 1800, 1.78798e+07, 1637.3, 77.4064, 822.416, 35.9991;
1400, 1900, 1.45056e+07, 1447.99, 71.2884, 729.047, 33.0093;
1400, 2000, 1.16731e+07, 1255.6, 65.1703, 632.48, 30.4467;
1400, 2100, 9.61248e+06, 1109.27, 60.5153, 559.576, 28.0061;
1400, 2200, 8.03096e+06, 972.146, 54.1313, 491.787, 25.6875;
1400, 2300, 6.55781e+06, 869.814, 50.1413, 431.033, 23.0638;
1400, 2400, 5.47337e+06, 766.46, 45.6192, 391.383, 20.7452;
1400, 2500, 4.57657e+06, 685.618, 42.6932, 342.78, 18.4877;
1400, 2600, 3.88843e+06, 612.963, 39.3682, 306.967, 16.5352;
1400, 2700, 3.28044e+06, 541.332, 36.1762, 266.678, 15.0098;
1400, 2800, 2.71908e+06, 483.003, 31.6542, 230.865, 13.7895;
1400, 2900, 2.32078e+06, 425.697, 28.0631, 207.842, 12.6302;
1400, 3000, 1.97742e+06, 389.882, 25.5361, 182.901, 11.776;
1400, 3100, 1.68126e+06, 353.042, 22.4771, 162.437, 10.8607;
1400, 3200, 1.42741e+06, 306.993, 20.6151, 143.251, 10.1896;
1400, 3300, 1.25471e+06, 270.154, 18.8861, 129.182, 9.0913;
1400, 3400, 1.09814e+06, 245.595, 17.2901, 112.555, 8.42013;
1400, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
1400, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
1400, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
1400, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
1400, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
1400, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
1500, 100, 1.39588e+09, 2760.89, 106.933, 1346.18, 50.5208;
1500, 200, 9.02517e+08, 2755.78, 106.933, 1346.18, 50.4598;
1500, 300, 5.93568e+08, 2747.59, 106.933, 1341.7, 50.3377;
1500, 400, 4.24084e+08, 2740.43, 106.8, 1335.95, 50.2767;
1500, 500, 3.13199e+08, 2730.19, 106.8, 1330.19, 50.2767;
1500, 600, 2.36442e+08, 2713.82, 105.869, 1321.24, 50.1547;
1500, 700, 1.82847e+08, 2689.26, 105.47, 1309.09, 49.9716;
1500, 800, 1.44407e+08, 2653.45, 104.805, 1293.74, 49.4835;
1500, 900, 1.13767e+08, 2615.58, 103.608, 1280.31, 48.9954;
1500, 1000, 9.14136e+07, 2579.77, 103.209, 1259.21, 48.6293;
1500, 1100, 7.3959e+07, 2534.74, 102.012, 1240.02, 47.9581;
1500, 1200, 6.07368e+07, 2457.99, 100.549, 1215.08, 46.6158;
1500, 1300, 5.06612e+07, 2383.29, 99.3515, 1169.03, 45.5785;
1500, 1400, 4.19711e+07, 2268.68, 96.0265, 1110.2, 44.3582;
1500, 1500, 3.48615e+07, 2130.53, 92.3025, 1048.17, 42.4057;
1500, 1600, 2.81389e+07, 1954.52, 86.8495, 962.47, 40.2092;
1500, 1700, 2.27021e+07, 1766.23, 79.9334, 872.938, 37.2804;
1500, 1800, 1.74824e+07, 1577.95, 74.4804, 784.685, 34.8398;
1500, 1900, 1.42697e+07, 1403.98, 68.8944, 699.629, 31.9721;
1500, 2000, 1.15053e+07, 1227.97, 63.1753, 610.737, 29.6535;
1500, 2100, 9.50021e+06, 1088.8, 58.9193, 542.309, 27.3349;
1500, 2200, 7.94796e+06, 953.726, 52.8013, 481.555, 25.0773;
1500, 2300, 6.50008e+06, 855.488, 48.9443, 423.998, 22.5757;
1500, 2400, 5.41564e+06, 755.204, 44.5552, 386.267, 20.3792;
1500, 2500, 4.52546e+06, 676.409, 41.8952, 338.943, 18.1826;
1500, 2600, 3.84996e+06, 604.777, 38.5702, 305.049, 16.3521;
1500, 2700, 3.26118e+06, 537.238, 35.5112, 265.399, 14.8267;
1500, 2800, 2.70614e+06, 479.933, 31.2552, 229.586, 13.6675;
1500, 2900, 2.31416e+06, 424.674, 27.7971, 206.563, 12.5082;
1500, 3000, 1.9711e+06, 389.882, 25.2701, 182.262, 11.6539;
1500, 3100, 1.67494e+06, 353.042, 22.4771, 161.797, 10.7997;
1500, 3200, 1.42109e+06, 306.993, 20.6151, 142.612, 10.1286;
1500, 3300, 1.24839e+06, 270.154, 18.8861, 128.543, 9.03028;
1500, 3400, 1.09182e+06, 245.595, 17.2901, 111.915, 8.42013;
1500, 3500, 894701, 227.175, 15.9601, 102.322, 7.80997;
1500, 3600, 810230, 204.662, 14.4971, 93.3692, 6.95576;
1500, 3700, 705778, 182.149, 13.4331, 86.974, 6.3456;
1500, 3800, 594341, 159.637, 12.5021, 78.0208, 5.97951;
1500, 3900, 549246, 140.194, 11.7041, 65.8701, 5.43037;
1500, 4000, 480781, 126.891, 11.1721, 60.1144, 4.94225;
1600, 100, 1.13205e+09, 2367.94, 96.1595, 1157.52, 45.7616;
1600, 200, 7.48975e+08, 2363.85, 96.1595, 1157.52, 45.7006;
1600, 300, 4.97111e+08, 2358.73, 96.1595, 1154.32, 45.5785;
1600, 400, 3.58461e+08, 2356.69, 96.0265, 1151.13, 45.5175;
1600, 500, 2.67476e+08, 2349.52, 96.0265, 1147.29, 45.5175;
1600, 600, 2.03626e+08, 2337.24, 95.2285, 1138.98, 45.3955;
1600, 700, 1.59015e+08, 2319.85, 94.8295, 1129.38, 45.2124;
1600, 800, 1.26504e+08, 2290.17, 94.2975, 1117.87, 44.7243;
1600, 900, 1.00548e+08, 2265.61, 93.1005, 1110.2, 44.2972;
1600, 1000, 8.10243e+07, 2242.07, 92.8345, 1091.65, 43.9921;
1600, 1100, 6.62055e+07, 2208.31, 91.7705, 1078.86, 43.443;
1600, 1200, 5.49547e+07, 2152.02, 90.8395, 1059.68, 42.4667;
1600, 1300, 4.61834e+07, 2099.83, 90.0415, 1025.14, 41.7345;
1600, 1400, 3.86257e+07, 2020.02, 87.9135, 979.098, 40.6973;
1600, 1500, 3.27124e+07, 1927.92, 84.7214, 941.366, 39.3549;
1600, 1600, 2.68345e+07, 1818.42, 80.8644, 885.089, 37.8296;
1600, 1700, 2.19307e+07, 1662.88, 75.5444, 816.661, 35.511;
1600, 1800, 1.71355e+07, 1503.24, 71.0224, 743.117, 33.3754;
1600, 1900, 1.40187e+07, 1343.61, 65.8353, 669.572, 30.8738;
1600, 2000, 1.13443e+07, 1184.99, 60.7813, 588.993, 28.6772;
1600, 2100, 9.36836e+06, 1054.01, 56.6583, 526.96, 26.5417;
1600, 2200, 7.85007e+06, 928.143, 51.0723, 468.765, 24.2841;
1600, 2300, 6.43469e+06, 837.068, 47.3482, 418.243, 21.9045;
1600, 2400, 5.36983e+06, 743.947, 43.3582, 382.43, 19.708;
1600, 2500, 4.49284e+06, 668.222, 40.6982, 335.745, 17.8165;
1600, 2600, 3.82393e+06, 598.637, 37.3732, 301.851, 16.0471;
1600, 2700, 3.25437e+06, 531.098, 34.5802, 262.201, 14.6437;
1600, 2800, 2.70574e+06, 474.816, 30.3242, 227.028, 13.4844;
1600, 2900, 2.31376e+06, 420.581, 26.9991, 204.005, 12.4471;
1600, 3000, 1.97097e+06, 387.835, 24.7381, 179.704, 11.6539;
1600, 3100, 1.67484e+06, 350.996, 22.0781, 160.518, 10.7997;
1600, 3200, 1.42099e+06, 305.97, 20.4821, 141.333, 10.1286;
1600, 3300, 1.2483e+06, 269.131, 18.7531, 127.903, 9.03028;
1600, 3400, 1.09173e+06, 244.571, 17.1571, 111.915, 8.42013;
1600, 3500, 894604, 227.175, 15.8271, 102.322, 7.80997;
1600, 3600, 810133, 204.662, 14.3641, 93.3692, 6.95576;
1600, 3700, 705681, 182.149, 13.4331, 86.974, 6.3456;
1600, 3800, 594244, 159.637, 12.5021, 78.0208, 5.97951;
1600, 3900, 549149, 140.194, 11.7041, 65.8701, 5.43037;
1600, 4000, 480684, 126.891, 11.1721, 60.1144, 4.94225;
1700, 100, 9.32004e+08, 2031.27, 86.0515, 1009.79, 41.5515;
1700, 200, 6.29666e+08, 2027.18, 86.0515, 1009.79, 41.5515;
1700, 300, 4.20145e+08, 2023.09, 86.0515, 1006.6, 41.4905;
1700, 400, 3.05907e+08, 2023.09, 86.0515, 1004.04, 41.4295;
1700, 500, 2.29999e+08, 2018.99, 86.0515, 1002.12, 41.4295;
1700, 600, 1.7664e+08, 2009.78, 85.3864, 996.364, 41.3685;
1700, 700, 1.39131e+08, 1996.48, 85.1204, 989.969, 41.2464;
1700, 800, 1.11213e+08, 1973.97, 84.8544, 978.458, 40.7583;
1700, 900, 8.95945e+07, 1957.59, 83.7904, 972.702, 40.3922;
1700, 1000, 7.2171e+07, 1941.22, 83.5244, 956.075, 40.1481;
1700, 1100, 5.90859e+07, 1921.78, 82.7264, 945.843, 39.721;
1700, 1200, 4.91942e+07, 1880.85, 82.0614, 931.773, 38.8668;
1700, 1300, 4.13719e+07, 1840.94, 81.3964, 906.832, 38.3787;
1700, 1400, 3.49629e+07, 1779.54, 79.6674, 872.299, 37.7685;
1700, 1500, 2.97942e+07, 1712, 77.8054, 847.997, 36.7313;
1700, 1600, 2.48302e+07, 1642.41, 75.0124, 806.428, 35.633;
1700, 1700, 2.07336e+07, 1539.06, 71.4214, 760.383, 33.9856;
1700, 1800, 1.67396e+07, 1408.08, 67.6974, 702.827, 32.2772;
1700, 1900, 1.37565e+07, 1277.09, 63.1753, 645.91, 29.9586;
1700, 2000, 1.11788e+07, 1135.88, 58.7863, 566.61, 28.1281;
1700, 2100, 9.278e+06, 1013.08, 54.9293, 509.054, 26.1146;
1700, 2200, 7.75971e+06, 891.304, 49.4763, 453.416, 23.857;
1700, 2300, 6.36375e+06, 804.322, 46.1512, 406.732, 21.6605;
1700, 2400, 5.30566e+06, 714.271, 42.2942, 374.116, 19.586;
1700, 2500, 4.46036e+06, 646.733, 39.9002, 328.711, 17.6945;
1700, 2600, 3.80448e+06, 579.194, 36.5752, 296.735, 15.986;
1700, 2700, 3.23492e+06, 517.795, 34.0482, 257.725, 14.6437;
1700, 2800, 2.69271e+06, 462.537, 29.9252, 224.47, 13.4844;
1700, 2900, 2.30731e+06, 410.348, 26.8661, 201.447, 12.4471;
1700, 3000, 1.97083e+06, 378.625, 24.6051, 178.425, 11.6539;
1700, 3100, 1.67471e+06, 341.786, 21.9451, 159.879, 10.7997;
1700, 3200, 1.42096e+06, 300.853, 20.3491, 140.693, 10.1286;
1700, 3300, 1.24826e+06, 265.038, 18.6201, 127.263, 9.03028;
1700, 3400, 1.09169e+06, 241.501, 17.0241, 111.276, 8.42013;
1700, 3500, 894568, 224.105, 15.6941, 101.683, 7.80997;
1700, 3600, 810097, 202.616, 14.3641, 92.7297, 6.95576;
1700, 3700, 705681, 180.103, 13.4331, 86.3345, 6.3456;
1700, 3800, 594244, 158.613, 12.5021, 77.3813, 5.97951;
1700, 3900, 549149, 140.194, 11.7041, 65.2305, 5.43037;
1700, 4000, 480684, 126.891, 11.1721, 59.4749, 4.94225;
1800, 100, 7.71981e+08, 1750.89, 77.6724, 863.345, 37.4025;
1800, 200, 5.30997e+08, 1746.79, 77.6724, 863.345, 37.4025;
1800, 300, 3.54308e+08, 1742.7, 77.6724, 860.148, 37.3414;
1800, 400, 2.59792e+08, 1742.7, 77.6724, 857.59, 37.2804;
1800, 500, 1.96631e+08, 1739.63, 77.6724, 856.311, 37.2804;
1800, 600, 1.51374e+08, 1731.44, 77.2734, 851.834, 37.2194;
1800, 700, 1.19314e+08, 1722.23, 77.1404, 847.357, 37.1584;
1800, 800, 9.54418e+07, 1707.91, 76.8744, 840.323, 36.8533;
1800, 900, 7.71471e+07, 1693.58, 76.0764, 834.567, 36.4872;
1800, 1000, 6.24323e+07, 1680.28, 75.8104, 823.056, 36.3042;
1800, 1100, 5.12254e+07, 1668, 75.2784, 815.382, 35.9381;
1800, 1200, 4.26924e+07, 1642.41, 74.7464, 803.87, 35.1449;
1800, 1300, 3.61564e+07, 1614.78, 74.2144, 786.604, 34.7788;
1800, 1400, 3.05806e+07, 1567.71, 72.6184, 762.941, 34.4737;
1800, 1500, 2.60724e+07, 1523.71, 71.4214, 743.756, 33.7415;
1800, 1600, 2.2058e+07, 1474.59, 69.5594, 716.257, 33.0093;
1800, 1700, 1.88813e+07, 1398.87, 67.0324, 685.56, 31.728;
1800, 1800, 1.56989e+07, 1309.84, 64.6383, 650.387, 30.5687;
1800, 1900, 1.31248e+07, 1208.53, 60.7813, 604.342, 28.7383;
1800, 2000, 1.09276e+07, 1080.62, 56.7913, 534.635, 26.9078;
1800, 2100, 9.1088e+06, 970.099, 53.2003, 480.276, 24.9553;
1800, 2200, 7.63483e+06, 860.605, 48.4123, 429.754, 22.8808;
1800, 2300, 6.25811e+06, 782.833, 45.0872, 389.465, 20.9283;
1800, 2400, 5.23198e+06, 695.852, 41.4962, 360.047, 18.9758;
1800, 2500, 4.41638e+06, 630.36, 39.2352, 317.839, 17.2674;
1800, 2600, 3.76748e+06, 565.891, 35.9102, 286.503, 15.681;
1800, 2700, 3.20434e+06, 504.492, 33.3832, 252.608, 14.3386;
1800, 2800, 2.66881e+06, 450.257, 29.5262, 221.272, 13.2403;
1800, 2900, 2.2834e+06, 402.161, 26.4671, 200.168, 12.2641;
1800, 3000, 1.96409e+06, 371.462, 24.2061, 178.425, 11.4709;
1800, 3100, 1.66826e+06, 334.623, 21.6791, 159.879, 10.6167;
1800, 3200, 1.42086e+06, 294.714, 20.2161, 140.693, 10.0065;
1800, 3300, 1.24816e+06, 260.944, 18.4871, 127.263, 8.96927;
1800, 3400, 1.09159e+06, 238.431, 16.8911, 111.276, 8.35911;
1800, 3500, 894471, 221.035, 15.5611, 101.683, 7.74896;
1800, 3600, 810000, 199.546, 14.2311, 92.7297, 6.89474;
1800, 3700, 705584, 178.056, 13.3001, 86.3345, 6.28459;
1800, 3800, 594146, 156.567, 12.3691, 77.3813, 5.97951;
1800, 3900, 549052, 138.147, 11.5711, 65.2305, 5.43037;
1800, 4000, 480587, 125.867, 11.0391, 59.4749, 4.94225;
1900, 100, 6.45113e+08, 1506.31, 69.0274, 768.697, 33.8636;
1900, 200, 4.49492e+08, 1502.22, 69.0274, 768.697, 33.8636;
1900, 300, 2.99816e+08, 1499.15, 69.0274, 766.139, 33.8025;
1900, 400, 2.21598e+08, 1499.15, 69.0274, 764.86, 33.7415;
1900, 500, 1.68583e+08, 1496.08, 69.0274, 763.581, 33.7415;
1900, 600, 1.30646e+08, 1491.99, 68.7614, 759.744, 33.6805;
1900, 700, 1.03829e+08, 1483.8, 68.6284, 755.267, 33.6805;
1900, 800, 8.38909e+07, 1472.54, 68.3624, 748.233, 33.3754;
1900, 900, 6.81813e+07, 1458.22, 67.9634, 743.117, 33.1314;
1900, 1000, 5.55445e+07, 1447.99, 67.6974, 734.163, 33.0093;
1900, 1100, 4.5855e+07, 1436.73, 67.1654, 728.408, 32.7043;
1900, 1200, 3.84173e+07, 1417.29, 66.7664, 720.094, 32.0331;
1900, 1300, 3.25431e+07, 1398.87, 66.2343, 705.385, 31.728;
