// x, y, n_BG, n_sig C1N1 1000, n_sig C1C1 1000 
1000, 1000, 1.70503e+08, 30.4986, 14.5488;
1000, 2000, 1.20798e+07, 23.2713, 10.0863;
1000, 3000, 1.97761e+06, 17.6878, 6.60769;
1000, 3100, 1.68136e+06, 17.6745, 6.53379;
1000, 3200, 1.42741e+06, 17.4916, 6.31354;
1000, 3300, 1.25471e+06, 17.2913, 6.28576;
1000, 3400, 1.09814e+06, 16.8264, 6.12069;
1000, 3500, 894701, 16.7119, 6.05873;
1000, 3600, 810230, 16.5162, 5.95131;
1000, 3700, 705778, 15.1911, 5.89572;
1000, 3800, 594341, 14.8226, 5.40555;
1000, 3900, 549246, 14.5809, 4.99135;
1000, 4000, 480781, 14.3288, 4.69463;
1000, 4100, 396970, 13.778, 4.41941;
1000, 4200, 326406, 13.6466, 4.36928;
1000, 4300, 299233, 13.4984, 4.30151;
1000, 4400, 279348, 10.2281, 4.19599;
1000, 4500, 248844, 9.87484, 4.09088;
1000, 4600, 219887, 9.76507, 4.08479;
1000, 4700, 198707, 9.11168, 3.57076;
1000, 4800, 180650, 8.69574, 3.54661;
1000, 4900, 159001, 8.69564, 3.39151;
1000, 5000, 140287, 8.35333, 3.39149;
1000, 5100, 126684, 8.17273, 3.34863;
1000, 5200, 114234, 8.08808, 3.11409;
1000, 5300, 100785, 8.08808, 3.10668;
1000, 5400, 91044.7, 8.08808, 3.10668;
1000, 5500, 82400.3, 7.8198, 2.94867;
1000, 5600, 74686.8, 7.8198, 2.89188;
1000, 5700, 67188.2, 7.7904, 2.89187;
1000, 5800, 60399.4, 6.73512, 2.79106;
1000, 5900, 54304.5, 6.32889, 2.7555;
1000, 6000, 49630.6, 5.70137, 2.58647;
1000, 6100, 45192.3, 5.70137, 2.58647;
1000, 6200, 41243.9, 5.69588, 2.58647;
1000, 6300, 37448.9, 5.69588, 2.57444;
1000, 6400, 33665.6, 5.69588, 2.57444;
1000, 6500, 31228.4, 5.69588, 2.33122;
1000, 6600, 28480.3, 4.61249, 2.33122;
1000, 6700, 25867.9, 3.74041, 2.25284;
1000, 6800, 23916.9, 3.74041, 2.25284;
1000, 6900, 19986.1, 3.74041, 2.14163;
1000, 7000, 18038.1, 3.45633, 2.14163;
1000, 7100, 16948.1, 3.44006, 1.84425;
1000, 7200, 15390.8, 3.44006, 1.84425;
1000, 7300, 14225.6, 3.44006, 1.67532;
1000, 7400, 12481.7, 3.43796, 1.40925;
1000, 7500, 11217.3, 3.43796, 1.40925;
1000, 7600, 10527.1, 3.43796, 1.36132;
1000, 7700, 10031.2, 3.38929, 1.36132;
1000, 7800, 9633.36, 3.38929, 1.36132;
1000, 7900, 8670.43, 3.38929, 1.36132;
1000, 8000, 7900.97, 3.38929, 1.27071;
1000, 8100, 7312.88, 3.38929, 1.0821;
1000, 8200, 6626.99, 3.38929, 0.840404;
1000, 8300, 5665.54, 3.38929, 0.840404;
1000, 8400, 5372.19, 3.38929, 0.840404;
1000, 8500, 4701.44, 3.38929, 0.840404;
1000, 8600, 4503.34, 3.38929, 0.840404;
1000, 8700, 4014.44, 3.38929, 0.840404;
1000, 8800, 3817.58, 3.38929, 0.840404;
1000, 8900, 3523.81, 3.38929, 0.840404;
1000, 9000, 3325.13, 3.38929, 0.840404;
1000, 9100, 2642.69, 3.38929, 0.840404;
1000, 9200, 2447.6, 3.38929, 0.840404;
1000, 9300, 2155.57, 3.38929, 0.840404;
1000, 9400, 2056.3, 3.38929, 0;
1000, 9500, 1764.26, 1.55356, 0;
1000, 9600, 1374.23, 1.55356, 0;
1000, 9700, 1275.12, 1.55356, 0;
1000, 9800, 1272.96, 1.55356, 0;
1000, 9900, 1078.44, 1.55356, 0;
1000, 10000, 1077.97, 1.55356, 0;
2000, 1000, 4.95029e+07, 21.8245, 8.19945;
2000, 2000, 1.00851e+07, 20.6758, 7.93026;
2000, 3000, 1.95067e+06, 17.2041, 6.45298;
2000, 3100, 1.66135e+06, 17.1908, 6.38266;
2000, 3200, 1.41408e+06, 17.0138, 6.1624;
2000, 3300, 1.24139e+06, 16.8355, 6.13757;
2000, 3400, 1.08495e+06, 16.3706, 5.98148;
2000, 3500, 894180, 16.2903, 5.91951;
2000, 3600, 809709, 16.0945, 5.81385;
2000, 3700, 705293, 14.7695, 5.75826;
2000, 3800, 593855, 14.401, 5.26809;
2000, 3900, 548858, 14.1596, 4.85388;
2000, 4000, 480490, 13.9074, 4.66054;
2000, 4100, 396679, 13.3566, 4.41941;
2000, 4200, 326115, 13.3524, 4.36928;
2000, 4300, 299039, 13.2042, 4.30151;
2000, 4400, 279251, 9.93386, 4.19599;
2000, 4500, 248747, 9.87484, 4.09088;
2000, 4600, 219790, 9.76507, 4.08479;
2000, 4700, 198610, 9.11168, 3.57076;
2000, 4800, 180553, 8.69574, 3.54661;
2000, 4900, 158904, 8.69564, 3.39151;
2000, 5000, 140287, 8.35333, 3.39149;
2000, 5100, 126684, 8.17273, 3.34863;
2000, 5200, 114234, 8.08808, 3.11409;
2000, 5300, 100785, 8.08808, 3.10668;
2000, 5400, 91044.7, 8.08808, 3.10668;
2000, 5500, 82400.3, 7.8198, 2.94867;
2000, 5600, 74686.8, 7.8198, 2.89188;
2000, 5700, 67188.2, 7.7904, 2.89187;
2000, 5800, 60399.4, 6.73512, 2.79106;
2000, 5900, 54304.5, 6.32889, 2.7555;
2000, 6000, 49630.6, 5.70137, 2.58647;
2000, 6100, 45192.3, 5.70137, 2.58647;
2000, 6200, 41243.9, 5.69588, 2.58647;
2000, 6300, 37448.9, 5.69588, 2.57444;
2000, 6400, 33665.6, 5.69588, 2.57444;
2000, 6500, 31228.4, 5.69588, 2.33122;
2000, 6600, 28480.3, 4.61249, 2.33122;
2000, 6700, 25867.9, 3.74041, 2.25284;
2000, 6800, 23916.9, 3.74041, 2.25284;
2000, 6900, 19986.1, 3.74041, 2.14163;
2000, 7000, 18038.1, 3.45633, 2.14163;
2000, 7100, 16948.1, 3.44006, 1.84425;
2000, 7200, 15390.8, 3.44006, 1.84425;
2000, 7300, 14225.6, 3.44006, 1.67532;
2000, 7400, 12481.7, 3.43796, 1.40925;
2000, 7500, 11217.3, 3.43796, 1.40925;
2000, 7600, 10527.1, 3.43796, 1.36132;
2000, 7700, 10031.2, 3.38929, 1.36132;
2000, 7800, 9633.36, 3.38929, 1.36132;
2000, 7900, 8670.43, 3.38929, 1.36132;
2000, 8000, 7900.97, 3.38929, 1.27071;
2000, 8100, 7312.88, 3.38929, 1.0821;
2000, 8200, 6626.99, 3.38929, 0.840404;
2000, 8300, 5665.54, 3.38929, 0.840404;
2000, 8400, 5372.19, 3.38929, 0.840404;
2000, 8500, 4701.44, 3.38929, 0.840404;
2000, 8600, 4503.34, 3.38929, 0.840404;
2000, 8700, 4014.44, 3.38929, 0.840404;
2000, 8800, 3817.58, 3.38929, 0.840404;
2000, 8900, 3523.81, 3.38929, 0.840404;
2000, 9000, 3325.13, 3.38929, 0.840404;
2000, 9100, 2642.69, 3.38929, 0.840404;
2000, 9200, 2447.6, 3.38929, 0.840404;
2000, 9300, 2155.57, 3.38929, 0.840404;
2000, 9400, 2056.3, 3.38929, 0;
2000, 9500, 1764.26, 1.55356, 0;
2000, 9600, 1374.23, 1.55356, 0;
2000, 9700, 1275.12, 1.55356, 0;
2000, 9800, 1272.96, 1.55356, 0;
2000, 9900, 1078.44, 1.55356, 0;
2000, 10000, 1077.97, 1.55356, 0;
3000, 1000, 1.70412e+07, 14.8092, 5.48551;
3000, 2000, 4.90969e+06, 14.7722, 5.47366;
3000, 3000, 1.77126e+06, 13.3268, 5.16689;
3000, 3100, 1.53206e+06, 13.3186, 5.12027;
3000, 3200, 1.31292e+06, 13.1571, 5.09212;
3000, 3300, 1.16276e+06, 13.0472, 5.08554;
3000, 3400, 1.01619e+06, 12.8965, 5.03727;
3000, 3500, 846230, 12.8264, 4.979;
3000, 3600, 769638, 12.6306, 4.90173;
3000, 3700, 666737, 11.7651, 4.8865;
3000, 3800, 569643, 11.4585, 4.54689;
3000, 3900, 525335, 11.2237, 4.17455;
3000, 4000, 458648, 10.9896, 4.00688;
3000, 4100, 389541, 10.4388, 3.76575;
3000, 4200, 319970, 10.4346, 3.71562;
3000, 4300, 293693, 10.2864, 3.64785;
3000, 4400, 275056, 9.64459, 3.54233;
3000, 4500, 245424, 9.58557, 3.47147;
3000, 4600, 216989, 9.47581, 3.46538;
3000, 4700, 195907, 8.82241, 3.17401;
3000, 4800, 178432, 8.69574, 3.14986;
3000, 4900, 157267, 8.69564, 2.99476;
3000, 5000, 139039, 8.35333, 2.99475;
3000, 5100, 125533, 8.17273, 2.99446;
3000, 5200, 113181, 8.08808, 2.75993;
3000, 5300, 100022, 8.08808, 2.75252;
3000, 5400, 90656.6, 8.08808, 2.75252;
3000, 5500, 82109.2, 7.8198, 2.59451;
3000, 5600, 74492.8, 7.8198, 2.59451;
3000, 5700, 67091.1, 7.7904, 2.59449;
3000, 5800, 60399.4, 6.73512, 2.49369;
3000, 5900, 54304.5, 6.32889, 2.45812;
3000, 6000, 49630.6, 5.70137, 2.28909;
3000, 6100, 45192.3, 5.70137, 2.28909;
3000, 6200, 41243.9, 5.69588, 2.28909;
3000, 6300, 37448.9, 5.69588, 2.27707;
3000, 6400, 33665.6, 5.69588, 2.27707;
3000, 6500, 31228.4, 5.69588, 2.03385;
3000, 6600, 28480.3, 4.61249, 2.03385;
3000, 6700, 25867.9, 3.74041, 1.95547;
3000, 6800, 23916.9, 3.74041, 1.95547;
3000, 6900, 19986.1, 3.74041, 1.84425;
3000, 7000, 18038.1, 3.45633, 1.84425;
3000, 7100, 16948.1, 3.44006, 1.84425;
3000, 7200, 15390.8, 3.44006, 1.84425;
3000, 7300, 14225.6, 3.44006, 1.67532;
3000, 7400, 12481.7, 3.43796, 1.40925;
3000, 7500, 11217.3, 3.43796, 1.40925;
3000, 7600, 10527.1, 3.43796, 1.36132;
3000, 7700, 10031.2, 3.38929, 1.36132;
3000, 7800, 9633.36, 3.38929, 1.36132;
3000, 7900, 8670.43, 3.38929, 1.36132;
3000, 8000, 7900.97, 3.38929, 1.27071;
3000, 8100, 7312.88, 3.38929, 1.0821;
3000, 8200, 6626.99, 3.38929, 0.840404;
3000, 8300, 5665.54, 3.38929, 0.840404;
3000, 8400, 5372.19, 3.38929, 0.840404;
3000, 8500, 4701.44, 3.38929, 0.840404;
3000, 8600, 4503.34, 3.38929, 0.840404;
3000, 8700, 4014.44, 3.38929, 0.840404;
3000, 8800, 3817.58, 3.38929, 0.840404;
3000, 8900, 3523.81, 3.38929, 0.840404;
3000, 9000, 3325.13, 3.38929, 0.840404;
3000, 9100, 2642.69, 3.38929, 0.840404;
3000, 9200, 2447.6, 3.38929, 0.840404;
3000, 9300, 2155.57, 3.38929, 0.840404;
3000, 9400, 2056.3, 3.38929, 0;
3000, 9500, 1764.26, 1.55356, 0;
3000, 9600, 1374.23, 1.55356, 0;
3000, 9700, 1275.12, 1.55356, 0;
3000, 9800, 1272.96, 1.55356, 0;
3000, 9900, 1078.44, 1.55356, 0;
3000, 10000, 1077.97, 1.55356, 0;
3100, 1000, 1.53583e+07, 14.5412, 5.26304;
3100, 2000, 4.50193e+06, 14.5061, 5.25142;
3100, 3000, 1.67635e+06, 13.1388, 5.00272;
3100, 3100, 1.46276e+06, 13.1382, 4.9561;
3100, 3200, 1.25694e+06, 12.9892, 4.93043;
3100, 3300, 1.12001e+06, 12.8793, 4.92421;
3100, 3400, 987105, 12.7287, 4.87594;
3100, 3500, 823980, 12.6585, 4.8564;
3100, 3600, 747751, 12.5697, 4.77913;
3100, 3700, 645176, 11.7213, 4.7639;
3100, 3800, 561009, 11.4146, 4.42429;
3100, 3900, 523214, 11.1798, 4.05195;
3100, 4000, 456721, 10.9458, 3.97038;
3100, 4100, 387906, 10.4388, 3.72925;
3100, 4200, 318334, 10.4346, 3.71562;
3100, 4300, 292154, 10.2864, 3.64785;
3100, 4400, 273711, 9.64459, 3.54233;
3100, 4500, 244080, 9.58557, 3.47147;
3100, 4600, 215742, 9.47581, 3.46538;
3100, 4700, 195228, 8.82241, 3.17401;
3100, 4800, 178141, 8.69574, 3.14986;
3100, 4900, 156976, 8.69564, 2.99476;
3100, 5000, 138748, 8.35333, 2.99475;
3100, 5100, 125436, 8.17273, 2.99446;
3100, 5200, 113084, 8.08808, 2.75993;
3100, 5300, 99925.4, 8.08808, 2.75252;
3100, 5400, 90559.6, 8.08808, 2.75252;
3100, 5500, 82012.2, 7.8198, 2.59451;
3100, 5600, 74395.8, 7.8198, 2.59451;
3100, 5700, 66994.1, 7.7904, 2.59449;
3100, 5800, 60302.4, 6.73512, 2.49369;
3100, 5900, 54207.4, 6.32889, 2.45812;
3100, 6000, 49533.6, 5.70137, 2.28909;
3100, 6100, 45095.2, 5.70137, 2.28909;
3100, 6200, 41146.8, 5.69588, 2.28909;
3100, 6300, 37351.9, 5.69588, 2.27707;
3100, 6400, 33665.6, 5.69588, 2.27707;
3100, 6500, 31228.4, 5.69588, 2.03385;
3100, 6600, 28480.3, 4.61249, 2.03385;
3100, 6700, 25867.9, 3.74041, 1.95547;
3100, 6800, 23916.9, 3.74041, 1.95547;
3100, 6900, 19986.1, 3.74041, 1.84425;
3100, 7000, 18038.1, 3.45633, 1.84425;
3100, 7100, 16948.1, 3.44006, 1.84425;
3100, 7200, 15390.8, 3.44006, 1.84425;
3100, 7300, 14225.6, 3.44006, 1.67532;
3100, 7400, 12481.7, 3.43796, 1.40925;
3100, 7500, 11217.3, 3.43796, 1.40925;
3100, 7600, 10527.1, 3.43796, 1.36132;
3100, 7700, 10031.2, 3.38929, 1.36132;
3100, 7800, 9633.36, 3.38929, 1.36132;
3100, 7900, 8670.43, 3.38929, 1.36132;
3100, 8000, 7900.97, 3.38929, 1.27071;
3100, 8100, 7312.88, 3.38929, 1.0821;
3100, 8200, 6626.99, 3.38929, 0.840404;
3100, 8300, 5665.54, 3.38929, 0.840404;
3100, 8400, 5372.19, 3.38929, 0.840404;
3100, 8500, 4701.44, 3.38929, 0.840404;
3100, 8600, 4503.34, 3.38929, 0.840404;
3100, 8700, 4014.44, 3.38929, 0.840404;
3100, 8800, 3817.58, 3.38929, 0.840404;
3100, 8900, 3523.81, 3.38929, 0.840404;
3100, 9000, 3325.13, 3.38929, 0.840404;
3100, 9100, 2642.69, 3.38929, 0.840404;
3100, 9200, 2447.6, 3.38929, 0.840404;
3100, 9300, 2155.57, 3.38929, 0.840404;
3100, 9400, 2056.3, 3.38929, 0;
3100, 9500, 1764.26, 1.55356, 0;
3100, 9600, 1374.23, 1.55356, 0;
3100, 9700, 1275.12, 1.55356, 0;
3100, 9800, 1272.96, 1.55356, 0;
3100, 9900, 1078.44, 1.55356, 0;
3100, 10000, 1077.97, 1.55356, 0;
3200, 1000, 1.38683e+07, 13.5275, 5.20856;
3200, 2000, 4.06864e+06, 13.4955, 5.20529;
3200, 3000, 1.50692e+06, 13.1264, 4.96761;
3200, 3100, 1.35387e+06, 13.1259, 4.92919;
3200, 3200, 1.199e+06, 12.9889, 4.90352;
3200, 3300, 1.07484e+06, 12.879, 4.89733;
3200, 3400, 967566, 12.7286, 4.84906;
3200, 3500, 822223, 12.6585, 4.83701;
3200, 3600, 746127, 12.5697, 4.75973;
3200, 3700, 643684, 11.7213, 4.7445;
3200, 3800, 559712, 11.4146, 4.42337;
3200, 3900, 522013, 11.1798, 4.05194;
3200, 4000, 455617, 10.9458, 3.97038;
3200, 4100, 386802, 10.4388, 3.72925;
3200, 4200, 317461, 10.4346, 3.71561;
3200, 4300, 291280, 10.2864, 3.64784;
3200, 4400, 272837, 9.64459, 3.54232;
3200, 4500, 243400, 9.58557, 3.47146;
3200, 4600, 215062, 9.47581, 3.46537;
3200, 4700, 194645, 8.82241, 3.17401;
3200, 4800, 177558, 8.69574, 3.14985;
3200, 4900, 156490, 8.69564, 2.99475;
3200, 5000, 138262, 8.35333, 2.99474;
3200, 5100, 124950, 8.17273, 2.99446;
3200, 5200, 112598, 8.08808, 2.75992;
3200, 5300, 99439.8, 8.08808, 2.75251;
3200, 5400, 90171, 8.08808, 2.75251;
3200, 5500, 81623.6, 7.8198, 2.59451;
3200, 5600, 74104.2, 7.8198, 2.59451;
3200, 5700, 66799.5, 7.7904, 2.59449;
3200, 5800, 60107.8, 6.73512, 2.49369;
3200, 5900, 54109.9, 6.32889, 2.45812;
3200, 6000, 49436, 5.70137, 2.28909;
3200, 6100, 44998.2, 5.70137, 2.28909;
3200, 6200, 41146.8, 5.69588, 2.28909;
3200, 6300, 37351.9, 5.69588, 2.27707;
3200, 6400, 33665.6, 5.69588, 2.27707;
3200, 6500, 31228.4, 5.69588, 2.03385;
3200, 6600, 28480.3, 4.61249, 2.03385;
3200, 6700, 25867.9, 3.74041, 1.95547;
3200, 6800, 23916.9, 3.74041, 1.95547;
3200, 6900, 19986.1, 3.74041, 1.84425;
3200, 7000, 18038.1, 3.45633, 1.84425;
3200, 7100, 16948.1, 3.44006, 1.84425;
3200, 7200, 15390.8, 3.44006, 1.84425;
3200, 7300, 14225.6, 3.44006, 1.67532;
3200, 7400, 12481.7, 3.43796, 1.40925;
3200, 7500, 11217.3, 3.43796, 1.40925;
3200, 7600, 10527.1, 3.43796, 1.36132;
3200, 7700, 10031.2, 3.38929, 1.36132;
3200, 7800, 9633.36, 3.38929, 1.36132;
3200, 7900, 8670.43, 3.38929, 1.36132;
3200, 8000, 7900.97, 3.38929, 1.27071;
3200, 8100, 7312.88, 3.38929, 1.0821;
3200, 8200, 6626.99, 3.38929, 0.840404;
3200, 8300, 5665.54, 3.38929, 0.840404;
3200, 8400, 5372.19, 3.38929, 0.840404;
3200, 8500, 4701.44, 3.38929, 0.840404;
3200, 8600, 4503.34, 3.38929, 0.840404;
3200, 8700, 4014.44, 3.38929, 0.840404;
3200, 8800, 3817.58, 3.38929, 0.840404;
3200, 8900, 3523.81, 3.38929, 0.840404;
3200, 9000, 3325.13, 3.38929, 0.840404;
3200, 9100, 2642.69, 3.38929, 0.840404;
3200, 9200, 2447.6, 3.38929, 0.840404;
3200, 9300, 2155.57, 3.38929, 0.840404;
3200, 9400, 2056.3, 3.38929, 0;
3200, 9500, 1764.26, 1.55356, 0;
3200, 9600, 1374.23, 1.55356, 0;
3200, 9700, 1275.12, 1.55356, 0;
3200, 9800, 1272.96, 1.55356, 0;
3200, 9900, 1078.44, 1.55356, 0;
3200, 10000, 1077.97, 1.55356, 0;
3300, 1000, 1.26836e+07, 13.2734, 5.03495;
3300, 2000, 3.85905e+06, 13.245, 5.03492;
3300, 3000, 1.44875e+06, 12.8759, 4.79853;
3300, 3100, 1.32298e+06, 12.8754, 4.76012;
3300, 3200, 1.16879e+06, 12.7515, 4.75916;
3300, 3300, 1.05152e+06, 12.7203, 4.75297;
3300, 3400, 951574, 12.57, 4.71062;
3300, 3500, 806871, 12.4999, 4.69957;
3300, 3600, 737287, 12.4823, 4.62229;
3300, 3700, 641357, 11.6622, 4.60706;
3300, 3800, 557421, 11.3556, 4.40857;
3300, 3900, 520230, 11.1208, 4.03714;
3300, 4000, 454125, 10.8867, 3.95557;
3300, 4100, 385346, 10.3798, 3.71444;
3300, 4200, 316296, 10.3756, 3.70081;
3300, 4300, 290212, 10.2273, 3.64784;
3300, 4400, 272061, 9.58557, 3.54232;
3300, 4500, 242720, 9.58557, 3.47146;
3300, 4600, 214382, 9.47581, 3.46537;
3300, 4700, 194062, 8.82241, 3.17401;
3300, 4800, 176975, 8.69574, 3.14985;
3300, 4900, 156005, 8.69564, 2.99475;
3300, 5000, 137971, 8.35333, 2.99474;
3300, 5100, 124659, 8.17273, 2.99446;
3300, 5200, 112306, 8.08808, 2.75992;
3300, 5300, 99148.2, 8.08808, 2.75251;
3300, 5400, 89879.4, 8.08808, 2.75251;
3300, 5500, 81332, 7.8198, 2.59451;
3300, 5600, 73812.6, 7.8198, 2.59451;
3300, 5700, 66508.5, 7.7904, 2.59449;
3300, 5800, 59913.8, 6.73512, 2.49369;
3300, 5900, 53915.8, 6.32889, 2.45812;
3300, 6000, 49242, 5.70137, 2.28909;
3300, 6100, 44901.2, 5.70137, 2.28909;
3300, 6200, 41049.8, 5.69588, 2.28909;
3300, 6300, 37351.9, 5.69588, 2.27707;
3300, 6400, 33665.6, 5.69588, 2.27707;
3300, 6500, 31228.4, 5.69588, 2.03385;
3300, 6600, 28480.3, 4.61249, 2.03385;
3300, 6700, 25867.9, 3.74041, 1.95547;
3300, 6800, 23916.9, 3.74041, 1.95547;
3300, 6900, 19986.1, 3.74041, 1.84425;
3300, 7000, 18038.1, 3.45633, 1.84425;
3300, 7100, 16948.1, 3.44006, 1.84425;
3300, 7200, 15390.8, 3.44006, 1.84425;
3300, 7300, 14225.6, 3.44006, 1.67532;
3300, 7400, 12481.7, 3.43796, 1.40925;
3300, 7500, 11217.3, 3.43796, 1.40925;
3300, 7600, 10527.1, 3.43796, 1.36132;
3300, 7700, 10031.2, 3.38929, 1.36132;
3300, 7800, 9633.36, 3.38929, 1.36132;
3300, 7900, 8670.43, 3.38929, 1.36132;
3300, 8000, 7900.97, 3.38929, 1.27071;
3300, 8100, 7312.88, 3.38929, 1.0821;
3300, 8200, 6626.99, 3.38929, 0.840404;
3300, 8300, 5665.54, 3.38929, 0.840404;
3300, 8400, 5372.19, 3.38929, 0.840404;
3300, 8500, 4701.44, 3.38929, 0.840404;
3300, 8600, 4503.34, 3.38929, 0.840404;
3300, 8700, 4014.44, 3.38929, 0.840404;
3300, 8800, 3817.58, 3.38929, 0.840404;
3300, 8900, 3523.81, 3.38929, 0.840404;
3300, 9000, 3325.13, 3.38929, 0.840404;
3300, 9100, 2642.69, 3.38929, 0.840404;
3300, 9200, 2447.6, 3.38929, 0.840404;
3300, 9300, 2155.57, 3.38929, 0.840404;
3300, 9400, 2056.3, 3.38929, 0;
3300, 9500, 1764.26, 1.55356, 0;
3300, 9600, 1374.23, 1.55356, 0;
3300, 9700, 1275.12, 1.55356, 0;
3300, 9800, 1272.96, 1.55356, 0;
3300, 9900, 1078.44, 1.55356, 0;
3300, 10000, 1077.97, 1.55356, 0;
3400, 1000, 1.15617e+07, 12.8369, 4.79518;
3400, 2000, 3.54224e+06, 12.8089, 4.79517;
3400, 3000, 1.3593e+06, 12.6425, 4.56314;
3400, 3100, 1.24115e+06, 12.6424, 4.52473;
3400, 3200, 1.10047e+06, 12.519, 4.52377;
3400, 3300, 1.00268e+06, 12.5037, 4.51902;
3400, 3400, 920454, 12.5017, 4.47861;
3400, 3500, 802185, 12.4377, 4.46756;
3400, 3600, 733122, 12.4259, 4.39029;
3400, 3700, 637966, 11.6058, 4.37506;
3400, 3800, 554973, 11.2992, 4.17656;
3400, 3900, 518483, 11.0646, 4.02509;
3400, 4000, 452475, 10.8305, 3.94352;
3400, 4100, 384084, 10.3236, 3.70239;
3400, 4200, 315034, 10.3194, 3.68875;
3400, 4300, 289047, 10.1711, 3.64784;
3400, 4400, 271284, 9.52937, 3.54232;
3400, 4500, 242235, 9.52937, 3.47146;
3400, 4600, 213994, 9.45025, 3.46537;
3400, 4700, 193771, 8.79686, 3.17401;
3400, 4800, 176781, 8.67019, 3.14985;
3400, 4900, 155811, 8.67009, 2.99475;
3400, 5000, 137777, 8.32778, 2.99474;
3400, 5100, 124465, 8.17273, 2.99446;
3400, 5200, 112209, 8.08808, 2.75992;
3400, 5300, 99148.2, 8.08808, 2.75251;
3400, 5400, 89879.4, 8.08808, 2.75251;
3400, 5500, 81332, 7.8198, 2.59451;
3400, 5600, 73812.6, 7.8198, 2.59451;
3400, 5700, 66508.5, 7.7904, 2.59449;
3400, 5800, 59913.8, 6.73512, 2.49369;
3400, 5900, 53915.8, 6.32889, 2.45812;
3400, 6000, 49242, 5.70137, 2.28909;
3400, 6100, 44901.2, 5.70137, 2.28909;
3400, 6200, 41049.8, 5.69588, 2.28909;
3400, 6300, 37351.9, 5.69588, 2.27707;
3400, 6400, 33665.6, 5.69588, 2.27707;
3400, 6500, 31228.4, 5.69588, 2.03385;
3400, 6600, 28480.3, 4.61249, 2.03385;
3400, 6700, 25867.9, 3.74041, 1.95547;
3400, 6800, 23916.9, 3.74041, 1.95547;
3400, 6900, 19986.1, 3.74041, 1.84425;
3400, 7000, 18038.1, 3.45633, 1.84425;
3400, 7100, 16948.1, 3.44006, 1.84425;
3400, 7200, 15390.8, 3.44006, 1.84425;
3400, 7300, 14225.6, 3.44006, 1.67532;
3400, 7400, 12481.7, 3.43796, 1.40925;
3400, 7500, 11217.3, 3.43796, 1.40925;
3400, 7600, 10527.1, 3.43796, 1.36132;
3400, 7700, 10031.2, 3.38929, 1.36132;
3400, 7800, 9633.36, 3.38929, 1.36132;
3400, 7900, 8670.43, 3.38929, 1.36132;
3400, 8000, 7900.97, 3.38929, 1.27071;
3400, 8100, 7312.88, 3.38929, 1.0821;
3400, 8200, 6626.99, 3.38929, 0.840404;
3400, 8300, 5665.54, 3.38929, 0.840404;
3400, 8400, 5372.19, 3.38929, 0.840404;
3400, 8500, 4701.44, 3.38929, 0.840404;
3400, 8600, 4503.34, 3.38929, 0.840404;
3400, 8700, 4014.44, 3.38929, 0.840404;
3400, 8800, 3817.58, 3.38929, 0.840404;
3400, 8900, 3523.81, 3.38929, 0.840404;
3400, 9000, 3325.13, 3.38929, 0.840404;
3400, 9100, 2642.69, 3.38929, 0.840404;
3400, 9200, 2447.6, 3.38929, 0.840404;
3400, 9300, 2155.57, 3.38929, 0.840404;
3400, 9400, 2056.3, 3.38929, 0;
3400, 9500, 1764.26, 1.55356, 0;
3400, 9600, 1374.23, 1.55356, 0;
3400, 9700, 1275.12, 1.55356, 0;
3400, 9800, 1272.96, 1.55356, 0;
3400, 9900, 1078.44, 1.55356, 0;
3400, 10000, 1077.97, 1.55356, 0;
3500, 1000, 1.04677e+07, 12.6552, 4.72987;
3500, 2000, 3.20234e+06, 12.6272, 4.72985;
3500, 3000, 1.24425e+06, 12.4608, 4.50402;
3500, 3100, 1.14026e+06, 12.4606, 4.46561;
3500, 3200, 1.013e+06, 12.3372, 4.46465;
3500, 3300, 935402, 12.3337, 4.45991;
3500, 3400, 866597, 12.3337, 4.45991;
3500, 3500, 780245, 12.2697, 4.45908;
3500, 3600, 717791, 12.2583, 4.38181;
3500, 3700, 629341, 11.4522, 4.36658;
3500, 3800, 546542, 11.1456, 4.17252;
3500, 3900, 510344, 10.9195, 4.02244;
3500, 4000, 450848, 10.6854, 3.94087;
3500, 4100, 382554, 10.1784, 3.69974;
3500, 4200, 313637, 10.1742, 3.68875;
3500, 4300, 287748, 10.026, 3.64784;
3500, 4400, 270021, 9.38421, 3.54232;
3500, 4500, 241166, 9.38421, 3.47146;
3500, 4600, 213119, 9.30509, 3.46537;
3500, 4700, 192993, 8.6517, 3.17401;
3500, 4800, 176003, 8.52503, 3.14985;
3500, 4900, 155421, 8.52493, 2.99475;
3500, 5000, 137484, 8.25037, 2.99474;
3500, 5100, 124172, 8.16492, 2.99446;
3500, 5200, 111917, 8.08027, 2.75992;
3500, 5300, 98855.5, 8.08027, 2.75251;
3500, 5400, 89586.7, 8.08027, 2.75251;
3500, 5500, 81039.8, 7.81199, 2.59451;
3500, 5600, 73617.4, 7.81199, 2.59451;
3500, 5700, 66410.4, 7.78259, 2.59449;
3500, 5800, 59815.7, 6.73512, 2.49369;
3500, 5900, 53817.7, 6.32889, 2.45812;
3500, 6000, 49240.9, 5.70137, 2.28909;
3500, 6100, 44900.1, 5.70137, 2.28909;
3500, 6200, 41048.7, 5.69588, 2.28909;
3500, 6300, 37351.9, 5.69588, 2.27707;
3500, 6400, 33665.6, 5.69588, 2.27707;
3500, 6500, 31228.4, 5.69588, 2.03385;
