// higgsino/wino, mass, C1C1/C1N1, leading jet pt cut, met cut, sign 
5, 0, 0, -1;
15, 9.8305e+06, 3.03206e-06, 9.67052e-10;
25, 0, 1.40687e-05, -1;
35, 6.2905e+06, 0.000204458, 8.15195e-08;
45, 1.70542e+07, 5.11888e-05, 1.23954e-08;
55, 1.29219e+07, 0.00703304, 1.9565e-06;
65, 5.24854e+06, 0.00053851, 2.35058e-07;
75, 2.46062e+06, 4.11789e-05, 2.62514e-08;
85, 1.47079e+06, 0.000769652, 6.34628e-07;
95, 1.06644e+06, 0.0016821, 1.62886e-06;
105, 842148, 0.000851992, 9.28414e-07;
115, 699298, 6.05723e-05, 7.24341e-08;
125, 579487, 0.000178655, 2.34689e-07;
135, 474282, 0.000225902, 3.28021e-07;
145, 393273, 0.000181467, 2.89369e-07;
155, 340369, 8.09718e-05, 1.3879e-07;
165, 301899, 6.29633e-05, 1.14593e-07;
175, 258446, 0.00122875, 2.41701e-06;
185, 220693, 0.000126434, 2.69134e-07;
195, 183687, 0.00163809, 3.82208e-06;
205, 156659, 0.000157966, 3.99103e-07;
215, 131202, 0.000171977, 4.74787e-07;
225, 111939, 4.03589e-05, 1.20628e-07;
235, 96321.3, 0.000770703, 2.48328e-06;
245, 83369.4, 0.00144291, 4.99729e-06;
255, 72720.9, 0.00426026, 1.57981e-05;
265, 63126.2, 2.4219e-05, 9.63945e-08;
275, 55672.5, 9.65425e-06, 4.09165e-08;
285, 48408.5, 0.00097721, 4.44147e-06;
295, 42488.5, 0.000716881, 3.47786e-06;
305, 37708.2, 5.10953e-05, 2.63125e-07;
315, 33349.4, 0.000178954, 9.79938e-07;
325, 29405.4, 0.00603754, 3.52084e-05;
335, 26790.9, 0.000484784, 2.96179e-06;
345, 24011.2, 0.00206009, 1.32947e-05;
355, 21832.6, 0.000663697, 4.49177e-06;
365, 19548.1, 0.000219041, 1.56665e-06;
375, 17346.2, 0.000219279, 1.66493e-06;
385, 16118.4, 5.23353e-05, 4.12224e-07;
395, 14558.6, 0.00140658, 1.16575e-05;
405, 13370.1, 0.000161127, 1.39348e-06;
415, 12562.5, 6.29859e-06, 5.6196e-08;
425, 11558, 0.000769099, 7.15386e-06;
435, 10649.6, 0.00489391, 4.74232e-05;
445, 9776.67, 0.000121098, 1.22473e-06;
455, 8994.29, 0.000440353, 4.6432e-06;
465, 8309.92, 0.00166595, 1.82753e-05;
475, 7760.53, 5.16056e-06, 5.85802e-08;
485, 7291.23, 0.00614806, 7.20008e-05;
495, 6584.37, 0.000235446, 2.90157e-06;
505, 6183.41, 0.000898162, 1.1422e-05;
515, 5777.46, 2.1949e-05, 2.88766e-07;
525, 5520.22, 0.000396382, 5.33502e-06;
535, 5084.63, 0.00112392, 1.57617e-05;
545, 4623.66, 0.00446214, 6.56222e-05;
555, 4415.63, 0.000184591, 2.77788e-06;
565, 4038.85, 0.00646568, 0.000101738;
575, 3915.34, 0.00452493, 7.23148e-05;
585, 3601.93, 0.036912, 0.000615036;
595, 3392.5, 0.000401002, 6.88473e-06;
605, 3179.63, 3.47162e-06, 6.15665e-08;
615, 2968.63, 0.000656986, 1.20581e-05;
625, 2794.07, 0.000175693, 3.3238e-06;
635, 2582.99, 0.00465594, 9.16107e-05;
645, 2502.38, 0.000227216, 4.54216e-06;
655, 2295.45, 0.000136225, 2.8433e-06;
665, 2156.43, 0.00483763, 0.000104175;
675, 2055.53, 4.40593e-07, 9.71798e-09;
685, 1907.92, 5.92196e-06, 1.35577e-07;
695, 1801.27, 0.00151437, 3.56815e-05;
705, 1706.52, 0.000157741, 3.81848e-06;
715, 1644.08, 8.89277e-05, 2.19319e-06;
725, 1539.59, 1.21932e-05, 3.10754e-07;
735, 1460.29, 0.000298305, 7.80623e-06;
745, 1361.17, 5.16299e-06, 1.39941e-07;
755, 1334.6, 2.11601e-05, 5.79219e-07;
765, 1209.52, 0.000862628, 2.48037e-05;
775, 1186.25, 0.00291672, 8.4685e-05;
785, 1131.15, 1.94515e-05, 5.78351e-07;
795, 1097.41, 0.0050372, 0.000152056;
805, 1031.35, 0.00173966, 5.41702e-05;
815, 962.112, 1.27405e-06, 4.10747e-08;
825, 914.48, 0.00359226, 0.00011879;
835, 869.141, 5.21084e-05, 1.76751e-06;
845, 867.566, 0.000342411, 1.16251e-05;
855, 799.559, 7.81519e-06, 2.76385e-07;
865, 784.357, 6.84536e-08, 2.44421e-09;
875, 721.127, 2.16822e-05, 8.07417e-07;
885, 686.569, 0.00103701, 3.95767e-05;
895, 677.754, 6.20937e-05, 2.38513e-06;
905, 649.942, 0.000816935, 3.20443e-05;
915, 606.588, 0.00289453, 0.000117525;
925, 599.79, 0.00155057, 6.3313e-05;
935, 562.16, 1.79226e-05, 7.55914e-07;
945, 524.37, 4.45592e-05, 1.94589e-06;
955, 519.12, 0.00012323, 5.40857e-06;
965, 487.781, 0.00178674, 8.09002e-05;
975, 479.089, 1.19406e-05, 5.45527e-07;
985, 457.656, 0.000774264, 3.61926e-05;
995, 508.95, 9.21517e-05, 4.08475e-06;
1005, 407.731, 9.50511e-05, 4.70729e-06;
1015, 394.494, 0.00410772, 0.000206815;
1025, 397.648, 0.00477185, 0.000239297;
1035, 400.912, 0.000189326, 9.45555e-06;
1045, 343.237, 0.000151479, 8.17626e-06;
1055, 336.21, 0.00682239, 0.000372076;
1065, 324.741, 0.00104927, 5.8226e-05;
1075, 320.794, 0.000392016, 2.18872e-05;
1085, 303.543, 8.11006e-07, 4.65494e-08;
1095, 288.775, 3.68406e-06, 2.16794e-07;
1105, 275.102, 1.56413e-05, 9.43033e-07;
1115, 272.592, 0.00130957, 7.93182e-05;
1125, 252.427, 4.63567e-05, 2.91773e-06;
1135, 247.804, 0.000127684, 8.11115e-06;
1145, 234.828, 2.93334e-05, 1.9142e-06;
1155, 232.235, 0.00136135, 8.93318e-05;
1165, 217.984, 0.00116513, 7.89152e-05;
1175, 211.697, 1.442e-05, 9.91079e-07;
1185, 206.122, 2.55612e-05, 1.78041e-06;
1195, 210.527, 4.28589e-07, 2.95384e-08;
1205, 191.507, 0.572392, 0.041362;
1215, 192.985, 0.000654155, 4.7089e-05;
1225, 188.155, 1.91837e-05, 1.39854e-06;
1235, 173.704, 0.000381242, 2.89265e-05;
1245, 162.85, 4.82826e-05, 3.78353e-06;
1255, 155.799, 0.263188, 0.0210855;
1265, 154.118, 0.00374705, 0.000301831;
1275, 144.884, 1.85708e-05, 1.54284e-06;
1285, 142.44, 9.01445e-08, 7.55307e-09;
1295, 139.538, 0.0270382, 0.00228892;
1305, 134.148, 0.00269397, 0.000232595;
1315, 128.715, 7.93232e-07, 6.99176e-08;
1325, 124.682, 2.90193e-06, 2.59887e-07;
1335, 119.176, 0.0308232, 0.00282347;
1345, 118.344, 2.10616e-06, 1.93606e-07;
1355, 111.407, 0.00561813, 0.000532274;
1365, 111.641, 5.15851e-06, 4.88218e-07;
1375, 107.334, 0.0180006, 0.00173747;
1385, 106.614, 0.000152072, 1.47279e-05;
1395, 99.156, 2.47659e-06, 2.48711e-07;
1405, 106.984, 0.00144572, 0.000139774;
1415, 90.9701, 1.7991e-05, 1.88627e-06;
1425, 89.9435, 0.00663379, 0.000699482;
1435, 88.424, 0.000193784, 2.06079e-05;
1445, 81.113, 0.000106555, 1.18312e-05;
1455, 82.0471, 0.000203665, 2.24845e-05;
1465, 79.257, 0.000272683, 3.06295e-05;
1475, 76.2045, 1.92079e-06, 2.20034e-07;
