// Wino with mass 3 TeV 
// leading jet pt, n_BG, n_sig, significance 
15185, 1.82317e-05, 0, 0;
15195, 1.39717e-05, 0, 0;
15205, 1.30506e-05, 0, 0;
15215, 1.05277e-05, 0, 0;
15225, 0.00108544, 0, 0;
15235, 1.56637e-05, 0, 0;
15245, 1.56185e-05, 0, 0;
15255, 0.00413855, 0, 0;
15265, 1.64796e-05, 0, 0;
15275, 1.47726e-05, 0, 0;
15285, 1.04976e-05, 0, 0;
15295, 0.00413522, 0, 0;
15305, 1.39567e-05, 0, 0;
15315, 1.21745e-05, 0, 0;
15325, 1.99838e-05, 0, 0;
15335, 6.26779e-06, 0, 0;
15345, 1.31408e-05, 0, 0;
15355, 8.73046e-06, 0, 0;
15365, 0.00825019, 0, 0;
15375, 1.13586e-05, 0, 0;
15385, 0.00108222, 0, 0;
15395, 1.23099e-05, 0, 0;
15405, 9.59147e-06, 0, 0;
15415, 1.47876e-05, 0, 0;
15425, 0.00412743, 0, 0;
15435, 1.13135e-05, 0, 0;
15445, 5.36164e-06, 0, 0;
15455, 1.72827e-05, 0, 0;
15465, 1.04976e-05, 0, 0;
15475, 1.40018e-05, 0, 0;
15485, 1.65096e-05, 0, 0;
15495, 1.48478e-05, 0, 0;
15505, 7.17393e-06, 0, 0;
15515, 1.06781e-05, 0, 0;
15525, 7.92963e-06, 0, 0;
15535, 6.29787e-06, 0, 0;
15545, 9.78705e-06, 0, 0;
15555, 9.63661e-06, 0, 0;
15565, 8.94108e-06, 0, 0;
15575, 9.65165e-06, 0, 0;
15585, 7.98981e-06, 0, 0;
15595, 0.00108207, 0, 0;
15605, 0.00107956, 0, 0;
15615, 8.80568e-06, 0, 0;
15625, 8.80568e-06, 0, 0;
15635, 5.39173e-06, 0, 0;
15645, 6.28283e-06, 0, 0;
15655, 7.08366e-06, 0, 0;
15665, 1.14038e-05, 0, 0;
15675, 1.39717e-05, 0, 0;
15685, 7.94467e-06, 0, 0;
15695, 1.14188e-05, 0, 0;
15705, 1.48478e-05, 0, 0;
15715, 0.0021416, 0, 0;
15725, 1.14038e-05, 0, 0;
15735, 1.14188e-05, 0, 0;
15745, 7.1288e-06, 0, 0;
15755, 1.49832e-05, 0, 0;
15765, 9.83218e-06, 0, 0;
15775, 1.05728e-05, 0, 0;
15785, 0.00413246, 0, 0;
15795, 1.13737e-05, 0, 0;
15805, 8.82073e-06, 0, 0;
15815, 6.34301e-06, 0, 0;
15825, 6.2377e-06, 0, 0;
15835, 1.07082e-05, 0, 0;
15845, 6.32796e-06, 0, 0;
15855, 8.91099e-06, 0, 0;
15865, 2.08309e-06, 0, 0;
15875, 8.83577e-06, 0, 0;
15885, 0.00107616, 0, 0;
15895, 8.89595e-06, 0, 0;
15905, 7.29428e-06, 0, 0;
15915, 1.15241e-05, 0, 0;
15925, 0.00412914, 0, 0;
15935, 7.18897e-06, 0, 0;
15945, 1.22497e-05, 0, 0;
15955, 8.86586e-06, 0, 0;
15965, 4.63603e-06, 0, 0;
15975, 5.39173e-06, 0, 0;
15985, 5.45191e-06, 0, 0;
15995, 7.24915e-06, 0, 0;
16005, 1.05427e-05, 0, 0;
16015, 8.09512e-06, 0, 0;
16025, 7.21906e-06, 0, 0;
16035, 0.00107362, 0, 0;
16045, 9.80209e-06, 0, 0;
16055, 5.51209e-06, 0, 0;
16065, 3.6998e-06, 0, 0;
16075, 4.56081e-06, 0, 0;
16085, 9.68174e-06, 0, 0;
16095, 6.22265e-06, 0, 0;
16105, 5.482e-06, 0, 0;
16115, 5.43686e-06, 0, 0;
16125, 7.21906e-06, 0, 0;
16135, 1.15843e-05, 0, 0;
16145, 0.0041275, 0, 0;
16155, 7.1288e-06, 0, 0;
16165, 1.06631e-05, 0, 0;
16175, 6.20761e-06, 0, 0;
16185, 6.40319e-06, 0, 0;
16195, 9.78705e-06, 0, 0;
16205, 4.65107e-06, 0, 0;
16215, 3.8352e-06, 0, 0;
16225, 8.04998e-06, 0, 0;
16235, 8.20043e-06, 0, 0;
16245, 4.71125e-06, 0, 0;
16255, 6.31292e-06, 0, 0;
16265, 3.75998e-06, 0, 0;
16275, 6.55363e-06, 0, 0;
16285, 3.80511e-06, 0, 0;
16295, 8.98622e-06, 0, 0;
16305, 0.00107272, 0, 0;
16315, 9.81714e-06, 0, 0;
16325, 5.482e-06, 0, 0;
16335, 0.00107362, 0, 0;
16345, 7.30933e-06, 0, 0;
16355, 5.45191e-06, 0, 0;
16365, 9.80209e-06, 0, 0;
16375, 9.77201e-06, 0, 0;
16385, 8.92604e-06, 0, 0;
16395, 8.92604e-06, 0, 0;
16405, 7.33942e-06, 0, 0;
16415, 0.00413116, 0, 0;
16425, 7.38455e-06, 0, 0;
16435, 9.96758e-06, 0, 0;
16445, 3.85024e-06, 0, 0;
16455, 3.8352e-06, 0, 0;
16465, 4.78647e-06, 0, 0;
16475, 3.03436e-06, 0, 0;
16485, 4.74134e-06, 0, 0;
16495, 0.00107451, 0, 0;
16505, 8.26061e-06, 0, 0;
16515, 5.52713e-06, 0, 0;
16525, 6.53858e-06, 0, 0;
16535, 6.47841e-06, 0, 0;
16545, 3.95555e-06, 0, 0;
16555, 3.06445e-06, 0, 0;
16565, 2.14327e-06, 0, 0;
16575, 0.00107211, 0, 0;
16585, 5.64749e-06, 0, 0;
16595, 4.83161e-06, 0, 0;
16605, 6.44832e-06, 0, 0;
16615, 3.10959e-06, 0, 0;
16625, 5.66253e-06, 0, 0;
16635, 7.45977e-06, 0, 0;
16645, 7.33942e-06, 0, 0;
16655, 6.56867e-06, 0, 0;
16665, 0.00107553, 0, 0;
16675, 4.00069e-06, 0, 0;
16685, 4.87674e-06, 0, 0;
16695, 4.90683e-06, 0, 0;
16705, 4.04582e-06, 0, 0;
16715, 4.78647e-06, 0, 0;
16725, 6.59876e-06, 0, 0;
16735, 5.72271e-06, 0, 0;
16745, 5.04223e-06, 0, 0;
16755, 0.00412675, 0, 0;
16765, 1.53801e-06, 0, 0;
16775, 5.70766e-06, 0, 0;
16785, 4.84665e-06, 0, 0;
16795, 0.00626314, 0, 0;
16805, 3.89538e-06, 0, 0;
16815, 6.71912e-06, 0, 0;
16825, 3.12463e-06, 0, 0;
16835, 5.69262e-06, 0, 0;
16845, 3.44056e-06, 0, 0;
16855, 3.15472e-06, 0, 0;
16865, 2.4592e-06, 0, 0;
16875, 3.26003e-06, 0, 0;
16885, 5.02719e-06, 0, 0;
16895, 5.90324e-06, 0, 0;
16905, 5.04223e-06, 0, 0;
16915, 5.8882e-06, 0, 0;
16925, 0.00107196, 0, 0;
16935, 0.00107226, 0, 0;
16945, 4.84665e-06, 0, 0;
16955, 2.4592e-06, 0, 0;
16965, 5.14754e-06, 0, 0;
16975, 1.00602e-05, 0, 0;
16985, 5.02719e-06, 0, 0;
16995, 3.44056e-06, 0, 0;
17005, 5.1325e-06, 0, 0;
17015, 4.46706e-06, 0, 0;
17025, 7.76066e-06, 0, 0;
17035, 2.60964e-06, 0, 0;
17045, 4.9971e-06, 0, 0;
17055, 5.05727e-06, 0, 0;
17065, 2.54947e-06, 0, 0;
17075, 6.92974e-06, 0, 0;
17085, 1.68845e-06, 0, 0;
17095, 3.59101e-06, 0, 0;
17105, 4.39184e-06, 0, 0;
17115, 2.62469e-06, 0, 0;
17125, 5.93333e-06, 0, 0;
17135, 1.91412e-06, 0, 0;
17145, 4.39184e-06, 0, 0;
17155, 4.61751e-06, 0, 0;
17165, 3.51579e-06, 0, 0;
17175, 1.79377e-06, 0, 0;
17185, 8.01642e-06, 0, 0;
17195, 5.29799e-06, 0, 0;
17205, 2.04952e-06, 0, 0;
17215, 4.81309e-06, 0, 0;
17225, 2.09465e-06, 0, 0;
17235, 3.59101e-06, 0, 0;
17245, 3.77154e-06, 0, 0;
17255, 3.80163e-06, 0, 0;
17265, 3.65119e-06, 0, 0;
17275, 2.92558e-06, 0, 0;
17285, 1.92917e-06, 0, 0;
17295, 3.1362e-06, 0, 0;
17305, 0.00107141, 0, 0;
17315, 4.08748e-06, 0, 0;
17325, 2.36545e-06, 0, 0;
17335, 3.90694e-06, 0, 0;
17345, 3.10611e-06, 0, 0;
17355, 3.15124e-06, 0, 0;
17365, 3.39195e-06, 0, 0;
17375, 1.26373e-06, 0, 0;
17385, 5.12902e-06, 0, 0;
17395, 5.0538e-06, 0, 0;
17405, 4.2981e-06, 0, 0;
17415, 1.74515e-06, 0, 0;
17425, 4.26801e-06, 0, 0;
17435, 3.42204e-06, 0, 0;
17445, 2.80174e-06, 0, 0;
17455, 2.66634e-06, 0, 0;
17465, 2.71148e-06, 0, 0;
17475, 2.35041e-06, 0, 0;
17485, 2.81679e-06, 0, 0;
17495, 3.42204e-06, 0, 0;
17505, 2.74156e-06, 0, 0;
17515, 1.97082e-06, 0, 0;
17525, 3.69284e-06, 0, 0;
17535, 2.06109e-06, 0, 0;
17545, 2.1664e-06, 0, 0;
17555, 1.8956e-06, 0, 0;
17565, 2.74156e-06, 0, 0;
17575, 1.97082e-06, 0, 0;
17585, 3.23803e-06, 0, 0;
17595, 2.1664e-06, 0, 0;
17605, 3.99373e-06, 0, 0;
17615, 2.18144e-06, 0, 0;
17625, 2.01595e-06, 0, 0;
17635, 2.25666e-06, 0, 0;
17645, 4.58394e-06, 0, 0;
17655, 0.00412312, 0, 0;
17665, 3.99373e-06, 0, 0;
17675, 2.031e-06, 0, 0;
17685, 2.01595e-06, 0, 0;
17695, 2.89201e-06, 0, 0;
17705, 2.80174e-06, 0, 0;
17715, 2.19649e-06, 0, 0;
17725, 2.13631e-06, 0, 0;
17735, 2.1664e-06, 0, 0;
17745, 2.25666e-06, 0, 0;
17755, 2.84688e-06, 0, 0;
17765, 0.0010701, 0, 0;
17775, 2.13631e-06, 0, 0;
17785, 1.83542e-06, 0, 0;
17795, 2.12127e-06, 0, 0;
17805, 1.7602e-06, 0, 0;
17815, 2.24162e-06, 0, 0;
17825, 2.19649e-06, 0, 0;
17835, 3.02741e-06, 0, 0;
17845, 1.92569e-06, 0, 0;
17855, 3.87338e-06, 0, 0;
17865, 2.10622e-06, 0, 0;
17875, 2.86192e-06, 0, 0;
17885, 1.82038e-06, 0, 0;
17895, 1.85047e-06, 0, 0;
17905, 2.84688e-06, 0, 0;
17915, 3.5424e-06, 0, 0;
17925, 0.00106907, 0, 0;
17935, 1.92569e-06, 0, 0;
17945, 3.22299e-06, 0, 0;
17955, 1.74515e-06, 0, 0;
17965, 2.90705e-06, 0, 0;
17975, 1.77524e-06, 0, 0;
17985, 1.79029e-06, 0, 0;
17995, 1.82038e-06, 0, 0;
18005, 1.79029e-06, 0, 0;
18015, 2.13631e-06, 0, 0;
18025, 2.00091e-06, 0, 0;
18035, 1.80533e-06, 0, 0;
18045, 1.68498e-06, 0, 0;
18055, 1.57967e-06, 0, 0;
18065, 1.95578e-06, 0, 0;
18075, 1.63984e-06, 0, 0;
18085, 2.04604e-06, 0, 0;
18095, 1.80533e-06, 0, 0;
18105, 1.82038e-06, 0, 0;
18115, 1.86551e-06, 0, 0;
18125, 1.4894e-06, 0, 0;
18135, 1.73011e-06, 0, 0;
18145, 2.54599e-06, 0, 0;
18155, 1.91064e-06, 0, 0;
18165, 2.56103e-06, 0, 0;
18175, 2.42563e-06, 0, 0;
18185, 1.73011e-06, 0, 0;
18195, 2.42563e-06, 0, 0;
18205, 1.83542e-06, 0, 0;
18215, 1.57967e-06, 0, 0;
18225, 1.51949e-06, 0, 0;
18235, 1.4894e-06, 0, 0;
18245, 1.73011e-06, 0, 0;
18255, 1.79029e-06, 0, 0;
18265, 1.60975e-06, 0, 0;
18275, 1.80533e-06, 0, 0;
18285, 0.00412199, 0, 0;
18295, 1.56462e-06, 0, 0;
18305, 1.73011e-06, 0, 0;
18315, 1.33895e-06, 0, 0;
18325, 1.70002e-06, 0, 0;
18335, 2.36545e-06, 0, 0;
18345, 1.74515e-06, 0, 0;
18355, 2.04604e-06, 0, 0;
18365, 1.54958e-06, 0, 0;
18375, 1.45931e-06, 0, 0;
18385, 1.4894e-06, 0, 0;
18395, 1.70002e-06, 0, 0;
18405, 1.38409e-06, 0, 0;
18415, 1.50444e-06, 0, 0;
18425, 1.33895e-06, 0, 0;
18435, 1.2186e-06, 0, 0;
18445, 1.59471e-06, 0, 0;
18455, 1.56462e-06, 0, 0;
18465, 1.12833e-06, 0, 0;
18475, 1.36904e-06, 0, 0;
18485, 1.4894e-06, 0, 0;
18495, 1.26373e-06, 0, 0;
18505, 1.56462e-06, 0, 0;
18515, 1.36904e-06, 0, 0;
18525, 2.1097e-06, 0, 0;
18535, 1.30887e-06, 0, 0;
18545, 1.47435e-06, 0, 0;
18555, 1.38409e-06, 0, 0;
18565, 2.2451e-06, 0, 0;
18575, 1.33895e-06, 0, 0;
18585, 2.39554e-06, 0, 0;
18595, 1.38409e-06, 0, 0;
18605, 1.24869e-06, 0, 0;
18615, 2.36545e-06, 0, 0;
18625, 1.4894e-06, 0, 0;
18635, 1.42922e-06, 0, 0;
18645, 1.50444e-06, 0, 0;
18655, 1.20355e-06, 0, 0;
18665, 1.354e-06, 0, 0;
18675, 1.14338e-06, 0, 0;
18685, 1.23364e-06, 0, 0;
18695, 1.36904e-06, 0, 0;
18705, 1.23364e-06, 0, 0;
18715, 1.24869e-06, 0, 0;
18725, 1.14338e-06, 0, 0;
18735, 1.354e-06, 0, 0;
18745, 2.29023e-06, 0, 0;
18755, 1.18851e-06, 0, 0;
18765, 1.11329e-06, 0, 0;
18775, 1.27878e-06, 0, 0;
18785, 1.09824e-06, 0, 0;
18795, 1.26373e-06, 0, 0;
18805, 1.15842e-06, 0, 0;
18815, 9.77888e-07, 0, 0;
18825, 1.18851e-06, 0, 0;
18835, 1.14338e-06, 0, 0;
18845, 1.38409e-06, 0, 0;
18855, 1.12833e-06, 0, 0;
18865, 9.92933e-07, 0, 0;
18875, 1.20355e-06, 0, 0;
18885, 1.20355e-06, 0, 0;
18895, 1.02302e-06, 0, 0;
18905, 2.98575e-06, 0, 0;
18915, 1.41418e-06, 0, 0;
18925, 1.00798e-06, 0, 0;
18935, 1.11329e-06, 0, 0;
18945, 1.20355e-06, 0, 0;
18955, 1.26373e-06, 0, 0;
18965, 1.80881e-06, 0, 0;
18975, 1.03807e-06, 0, 0;
18985, 1.11329e-06, 0, 0;
18995, 0.00106835, 0, 0;
19005, 1.14338e-06, 0, 0;
19015, 9.47799e-07, 0, 0;
19025, 1.36904e-06, 0, 0;
19035, 1.06815e-06, 0, 0;
19045, 8.72577e-07, 0, 0;
19055, 1.03807e-06, 0, 0;
19065, 9.77888e-07, 0, 0;
19075, 1.20355e-06, 0, 0;
19085, 1.77872e-06, 0, 0;
19095, 8.87622e-07, 0, 0;
19105, 9.77888e-07, 0, 0;
19115, 1.15842e-06, 0, 0;
19125, 9.92933e-07, 0, 0;
19135, 1.95925e-06, 0, 0;
19145, 8.42488e-07, 0, 0;
19155, 9.77888e-07, 0, 0;
19165, 9.62844e-07, 0, 0;
19175, 8.27444e-07, 0, 0;
19185, 8.42488e-07, 0, 0;
19195, 8.72577e-07, 0, 0;
19205, 8.27444e-07, 0, 0;
19215, 1.0832e-06, 0, 0;
19225, 8.57533e-07, 0, 0;
19235, 9.47799e-07, 0, 0;
19245, 7.97355e-07, 0, 0;
19255, 6.61955e-07, 0, 0;
19265, 7.67266e-07, 0, 0;
19275, 9.77888e-07, 0, 0;
19285, 8.57533e-07, 0, 0;
19295, 8.12399e-07, 0, 0;
19305, 9.47799e-07, 0, 0;
19315, 9.47799e-07, 0, 0;
19325, 1.80881e-06, 0, 0;
19335, 7.37177e-07, 0, 0;
19345, 1.06815e-06, 0, 0;
19355, 9.47799e-07, 0, 0;
19365, 9.92933e-07, 0, 0;
19375, 0.00412113, 0, 0;
19385, 7.07088e-07, 0, 0;
19395, 9.77888e-07, 0, 0;
19405, 9.1771e-07, 0, 0;
19415, 8.42488e-07, 0, 0;
19425, 7.67266e-07, 0, 0;
19435, 8.27444e-07, 0, 0;
19445, 9.77888e-07, 0, 0;
19455, 9.77888e-07, 0, 0;
19465, 9.1771e-07, 0, 0;
19475, 8.12399e-07, 0, 0;
19485, 8.72577e-07, 0, 0;
19495, 7.82311e-07, 0, 0;
19505, 7.37177e-07, 0, 0;
19515, 7.82311e-07, 0, 0;
19525, 7.97355e-07, 0, 0;
19535, 8.87622e-07, 0, 0;
19545, 8.42488e-07, 0, 0;
19555, 7.37177e-07, 0, 0;
19565, 8.72577e-07, 0, 0;
19575, 7.97355e-07, 0, 0;
19585, 7.82311e-07, 0, 0;
19595, 7.67266e-07, 0, 0;
19605, 7.97355e-07, 0, 0;
19615, 1.61323e-06, 0, 0;
19625, 8.72577e-07, 0, 0;
19635, 7.37177e-07, 0, 0;
19645, 6.61955e-07, 0, 0;
19655, 8.27444e-07, 0, 0;
19665, 7.67266e-07, 0, 0;
19675, 6.16822e-07, 0, 0;
19685, 7.67266e-07, 0, 0;
19695, 7.07088e-07, 0, 0;
19705, 6.92044e-07, 0, 0;
19715, 5.26555e-07, 0, 0;
19725, 6.92044e-07, 0, 0;
19735, 7.22133e-07, 0, 0;
19745, 5.71688e-07, 0, 0;
19755, 6.92044e-07, 0, 0;
19765, 8.87622e-07, 0, 0;
19775, 7.82311e-07, 0, 0;
19785, 6.92044e-07, 0, 0;
19795, 6.76999e-07, 0, 0;
19805, 7.22133e-07, 0, 0;
19815, 5.26555e-07, 0, 0;
19825, 6.31866e-07, 0, 0;
19835, 6.31866e-07, 0, 0;
19845, 6.76999e-07, 0, 0;
19855, 8.42488e-07, 0, 0;
19865, 5.56644e-07, 0, 0;
19875, 6.31866e-07, 0, 0;
19885, 5.11511e-07, 0, 0;
19895, 4.21244e-07, 0, 0;
19905, 5.11511e-07, 0, 0;
19915, 5.26555e-07, 0, 0;
19925, 6.46911e-07, 0, 0;
19935, 5.71688e-07, 0, 0;
19945, 3.91155e-07, 0, 0;
19955, 6.01777e-07, 0, 0;
19965, 5.86733e-07, 0, 0;
19975, 5.56644e-07, 0, 0;
19985, 3.91155e-07, 0, 0;
19995, 5.416e-07, 0, 0;
20005, 6.46911e-07, 0, 0;
20015, 6.31866e-07, 0, 0;
20025, 4.81422e-07, 0, 0;
20035, 5.71688e-07, 0, 0;
20045, 1.31234e-06, 0, 0;
20055, 6.31866e-07, 0, 0;
20065, 6.31866e-07, 0, 0;
20075, 7.22133e-07, 0, 0;
20085, 5.71688e-07, 0, 0;
20095, 5.71688e-07, 0, 0;
20105, 5.11511e-07, 0, 0;
20115, 4.66377e-07, 0, 0;
20125, 4.96466e-07, 0, 0;
20135, 4.51333e-07, 0, 0;
20145, 4.66377e-07, 0, 0;
20155, 5.71688e-07, 0, 0;
20165, 4.81422e-07, 0, 0;
20175, 6.01777e-07, 0, 0;
20185, 5.26555e-07, 0, 0;
20195, 5.56644e-07, 0, 0;
20205, 5.11511e-07, 0, 0;
20215, 5.56644e-07, 0, 0;
20225, 4.96466e-07, 0, 0;
20235, 4.96466e-07, 0, 0;
20245, 3.91155e-07, 0, 0;
20255, 3.76111e-07, 0, 0;
20265, 4.51333e-07, 0, 0;
20275, 5.56644e-07, 0, 0;
20285, 5.71688e-07, 0, 0;
20295, 6.46911e-07, 0, 0;
20305, 3.46022e-07, 0, 0;
20315, 4.81422e-07, 0, 0;
20325, 5.416e-07, 0, 0;
20335, 4.66377e-07, 0, 0;
20345, 4.21244e-07, 0, 0;
20355, 3.30978e-07, 0, 0;
20365, 4.36289e-07, 0, 0;
20375, 3.30978e-07, 0, 0;
20385, 5.11511e-07, 0, 0;
20395, 4.66377e-07, 0, 0;
20405, 4.81422e-07, 0, 0;
20415, 0.00412077, 0, 0;
20425, 4.51333e-07, 0, 0;
20435, 4.66377e-07, 0, 0;
20445, 5.416e-07, 0, 0;
20455, 4.062e-07, 0, 0;
20465, 4.81422e-07, 0, 0;
20475, 5.26555e-07, 0, 0;
20485, 3.15933e-07, 0, 0;
20495, 4.51333e-07, 0, 0;
20505, 5.26555e-07, 0, 0;
20515, 4.51333e-07, 0, 0;
20525, 5.416e-07, 0, 0;
20535, 4.96466e-07, 0, 0;
20545, 2.85844e-07, 0, 0;
20555, 6.01777e-07, 0, 0;
20565, 4.21244e-07, 0, 0;
20575, 3.91155e-07, 0, 0;
20585, 3.30978e-07, 0, 0;
20595, 3.46022e-07, 0, 0;
20605, 4.062e-07, 0, 0;
20615, 4.36289e-07, 0, 0;
20625, 3.61066e-07, 0, 0;
20635, 5.416e-07, 0, 0;
20645, 4.96466e-07, 0, 0;
20655, 2.85844e-07, 0, 0;
20665, 3.61066e-07, 0, 0;
20675, 5.56644e-07, 0, 0;
20685, 3.30978e-07, 0, 0;
20695, 3.30978e-07, 0, 0;
20705, 3.91155e-07, 0, 0;
20715, 3.61066e-07, 0, 0;
20725, 4.062e-07, 0, 0;
20735, 4.36289e-07, 0, 0;
20745, 3.15933e-07, 0, 0;
20755, 4.21244e-07, 0, 0;
20765, 3.30978e-07, 0, 0;
20775, 3.30978e-07, 0, 0;
20785, 4.51333e-07, 0, 0;
20795, 3.30978e-07, 0, 0;
20805, 2.55755e-07, 0, 0;
20815, 2.40711e-07, 0, 0;
20825, 4.062e-07, 0, 0;
20835, 3.61066e-07, 0, 0;
20845, 5.26555e-07, 0, 0;
20855, 3.91155e-07, 0, 0;
20865, 3.00889e-07, 0, 0;
20875, 3.61066e-07, 0, 0;
20885, 3.15933e-07, 0, 0;
20895, 3.46022e-07, 0, 0;
20905, 3.30978e-07, 0, 0;
20915, 3.46022e-07, 0, 0;
20925, 3.91155e-07, 0, 0;
20935, 3.61066e-07, 0, 0;
20945, 4.21244e-07, 0, 0;
20955, 3.91155e-07, 0, 0;
20965, 4.062e-07, 0, 0;
20975, 3.00889e-07, 0, 0;
20985, 3.61066e-07, 0, 0;
20995, 2.708e-07, 0, 0;
21005, 3.15933e-07, 0, 0;
21015, 2.10622e-07, 0, 0;
21025, 1.65489e-07, 0, 0;
21035, 3.61066e-07, 0, 0;
21045, 2.40711e-07, 0, 0;
21055, 2.85844e-07, 0, 0;
21065, 3.00889e-07, 0, 0;
21075, 2.85844e-07, 0, 0;
21085, 3.30978e-07, 0, 0;
21095, 2.25666e-07, 0, 0;
21105, 3.00889e-07, 0, 0;
21115, 3.15933e-07, 0, 0;
21125, 2.25666e-07, 0, 0;
21135, 3.76111e-07, 0, 0;
21145, 4.51333e-07, 0, 0;
21155, 3.61066e-07, 0, 0;
21165, 2.708e-07, 0, 0;
21175, 2.85844e-07, 0, 0;
21185, 3.00889e-07, 0, 0;
21195, 2.40711e-07, 0, 0;
21205, 2.10622e-07, 0, 0;
21215, 1.65489e-07, 0, 0;
21225, 3.00889e-07, 0, 0;
21235, 2.708e-07, 0, 0;
21245, 1.95578e-07, 0, 0;
21255, 1.80533e-07, 0, 0;
21265, 3.46022e-07, 0, 0;
21275, 1.80533e-07, 0, 0;
21285, 2.10622e-07, 0, 0;
21295, 2.40711e-07, 0, 0;
21305, 1.80533e-07, 0, 0;
21315, 3.91155e-07, 0, 0;
21325, 2.25666e-07, 0, 0;
21335, 3.00889e-07, 0, 0;
21345, 1.80533e-07, 0, 0;
21355, 2.25666e-07, 0, 0;
21365, 3.46022e-07, 0, 0;
21375, 1.1619e-06, 0, 0;
21385, 1.354e-07, 0, 0;
21395, 1.95578e-07, 0, 0;
21405, 1.50444e-07, 0, 0;
21415, 2.25666e-07, 0, 0;
21425, 1.50444e-07, 0, 0;
21435, 1.95578e-07, 0, 0;
21445, 3.46022e-07, 0, 0;
21455, 1.95578e-07, 0, 0;
21465, 2.708e-07, 0, 0;
21475, 2.40711e-07, 0, 0;
21485, 1.20355e-07, 0, 0;
21495, 2.10622e-07, 0, 0;
21505, 2.40711e-07, 0, 0;
21515, 2.40711e-07, 0, 0;
21525, 2.10622e-07, 0, 0;
21535, 2.55755e-07, 0, 0;
21545, 1.80533e-07, 0, 0;
21555, 2.25666e-07, 0, 0;
21565, 1.05311e-07, 0, 0;
21575, 1.50444e-07, 0, 0;
21585, 2.10622e-07, 0, 0;
21595, 2.25666e-07, 0, 0;
21605, 1.65489e-07, 0, 0;
21615, 2.55755e-07, 0, 0;
21625, 1.65489e-07, 0, 0;
21635, 2.40711e-07, 0, 0;
21645, 1.354e-07, 0, 0;
21655, 2.10622e-07, 0, 0;
21665, 1.95578e-07, 0, 0;
21675, 2.55755e-07, 0, 0;
21685, 1.95578e-07, 0, 0;
21695, 2.25666e-07, 0, 0;
21705, 2.25666e-07, 0, 0;
21715, 1.65489e-07, 0, 0;
21725, 1.65489e-07, 0, 0;
21735, 1.354e-07, 0, 0;
21745, 2.40711e-07, 0, 0;
21755, 1.20355e-07, 0, 0;
21765, 2.40711e-07, 0, 0;
21775, 2.85844e-07, 0, 0;
21785, 1.50444e-07, 0, 0;
21795, 2.10622e-07, 0, 0;
21805, 1.50444e-07, 0, 0;
21815, 2.55755e-07, 0, 0;
21825, 2.10622e-07, 0, 0;
21835, 1.20355e-07, 0, 0;
21845, 2.25666e-07, 0, 0;
21855, 1.95578e-07, 0, 0;
21865, 1.80533e-07, 0, 0;
21875, 2.10622e-07, 0, 0;
21885, 1.95578e-07, 0, 0;
21895, 9.02666e-08, 0, 0;
21905, 4.51333e-08, 0, 0;
21915, 1.95578e-07, 0, 0;
21925, 1.20355e-07, 0, 0;
21935, 1.354e-07, 0, 0;
21945, 1.95578e-07, 0, 0;
21955, 2.55755e-07, 0, 0;
21965, 1.95578e-07, 0, 0;
21975, 1.50444e-07, 0, 0;
21985, 7.52222e-08, 0, 0;
21995, 1.354e-07, 0, 0;
22005, 1.20355e-07, 0, 0;
22015, 1.65489e-07, 0, 0;
22025, 1.05311e-07, 0, 0;
22035, 1.20355e-07, 0, 0;
22045, 7.52222e-08, 0, 0;
22055, 9.02666e-08, 0, 0;
22065, 1.50444e-07, 0, 0;
22075, 1.354e-07, 0, 0;
22085, 1.354e-07, 0, 0;
22095, 1.65489e-07, 0, 0;
22105, 1.65489e-07, 0, 0;
22115, 1.20355e-07, 0, 0;
22125, 7.52222e-08, 0, 0;
22135, 1.50444e-07, 0, 0;
22145, 7.52222e-08, 0, 0;
22155, 1.50444e-07, 0, 0;
22165, 1.354e-07, 0, 0;
22175, 1.80533e-07, 0, 0;
22185, 9.02666e-08, 0, 0;
22195, 1.354e-07, 0, 0;
22205, 1.20355e-07, 0, 0;
22215, 9.02666e-08, 0, 0;
22225, 1.354e-07, 0, 0;
22235, 1.50444e-07, 0, 0;
22245, 1.65489e-07, 0, 0;
22255, 1.05311e-07, 0, 0;
22265, 1.20355e-07, 0, 0;
22275, 1.354e-07, 0, 0;
22285, 1.65489e-07, 0, 0;
22295, 3.00889e-08, 0, 0;
22305, 1.20355e-07, 0, 0;
22315, 9.02666e-08, 0, 0;
22325, 1.65489e-07, 0, 0;
22335, 1.05311e-07, 0, 0;
22345, 1.20355e-07, 0, 0;
22355, 2.10622e-07, 0, 0;
22365, 4.51333e-08, 0, 0;
22375, 1.354e-07, 0, 0;
22385, 9.02666e-08, 0, 0;
22395, 1.50444e-07, 0, 0;
22405, 1.65489e-07, 0, 0;
22415, 1.80533e-07, 0, 0;
22425, 1.95578e-07, 0, 0;
22435, 1.20355e-07, 0, 0;
22445, 1.05311e-07, 0, 0;
22455, 1.65489e-07, 0, 0;
22465, 1.65489e-07, 0, 0;
22475, 1.50444e-07, 0, 0;
22485, 6.01777e-08, 0, 0;
22495, 6.01777e-08, 0, 0;
22505, 1.05311e-07, 0, 0;
22515, 2.10622e-07, 0, 0;
22525, 1.05311e-07, 0, 0;
22535, 1.80533e-07, 0, 0;
22545, 7.52222e-08, 0, 0;
22555, 1.05311e-07, 0, 0;
22565, 1.50444e-07, 0, 0;
