// Wino with mass 3 TeV 
// leading jet pt, n_BG, n_sig, significance 
7135, 0.193926, 0, 0;
7145, 0.168052, 0.0887839, 0.216577;
7155, 0.169856, 0, 0;
7165, 0.147785, 0, 0;
7175, 0.174529, 0, 0;
7185, 0.164526, 0, 0;
7195, 0.163542, 0, 0;
7205, 0.142721, 0, 0;
7215, 0.119273, 0, 0;
7225, 0.156413, 0, 0;
7235, 0.156575, 0, 0;
7245, 0.176397, 0, 0;
7255, 0.165423, 0, 0;
7265, 0.179588, 0, 0;
7275, 0.124083, 0, 0;
7285, 0.139271, 0, 0;
7295, 0.166571, 0, 0;
7305, 0.157069, 0, 0;
7315, 0.146728, 0, 0;
7325, 0.0951693, 0, 0;
7335, 0.15585, 0, 0;
7345, 0.141856, 0, 0;
7355, 0.140001, 0.19886, 0.531474;
7365, 0.130931, 0, 0;
7375, 0.129873, 0, 0;
7385, 0.155727, 0, 0;
7395, 0.117691, 0, 0;
7405, 0.121958, 1.69395, 4.85059;
7415, 0.112294, 0, 0;
7425, 0.141831, 0, 0;
7435, 0.104797, 0, 0;
7445, 0.0940203, 0, 0;
7455, 0.151503, 0, 0;
7465, 0.119363, 0, 0;
7475, 0.141812, 0, 0;
7485, 0.155523, 0, 0;
7495, 0.111266, 0, 0;
7505, 0.104392, 0, 0;
7515, 0.115332, 0, 0;
7525, 0.113518, 0, 0;
7535, 0.0919306, 0, 0;
7545, 0.110301, 0, 0;
7555, 0.119334, 0, 0;
7565, 0.131251, 0, 0;
7575, 0.110498, 0, 0;
7585, 0.111733, 0, 0;
7595, 0.11964, 0, 0;
7605, 0.12559, 0, 0;
7615, 0.104616, 0, 0;
7625, 0.135811, 0, 0;
7635, 0.120324, 0, 0;
7645, 0.112784, 0, 0;
7655, 0.103283, 0, 0;
7665, 342.211, 0, 0;
7675, 0.116914, 0, 0;
7685, 0.0813818, 0, 0;
7695, 0.0989394, 0, 0;
7705, 0.140493, 0, 0;
7715, 0.0823806, 0, 0;
7725, 0.10707, 0, 0;
7735, 0.0963092, 0, 0;
7745, 0.0967599, 0, 0;
7755, 0.100975, 0, 0;
7765, 0.066744, 0, 0;
7775, 0.119015, 0, 0;
7785, 0.0882659, 0, 0;
7795, 0.107672, 0, 0;
7805, 0.105974, 0, 0;
7815, 0.108583, 0, 0;
7825, 0.10739, 0, 0;
7835, 0.10084, 0, 0;
7845, 0.107194, 0, 0;
7855, 0.0646514, 0, 0;
7865, 0.10028, 0, 0;
7875, 0.101039, 0, 0;
7885, 0.0713436, 0, 0;
7895, 0.0722824, 0, 0;
7905, 0.0880722, 0, 0;
7915, 0.060638, 0, 0;
7925, 0.0543748, 0, 0;
7935, 0.0872291, 0, 0;
7945, 0.0741808, 0, 0;
7955, 0.0996411, 0, 0;
7965, 0.0790235, 0, 0;
7975, 0.0561323, 0, 0;
7985, 0.0890643, 0, 0;
7995, 0.0556091, 0, 0;
8005, 0.0714412, 0, 0;
8015, 0.105426, 0, 0;
8025, 0.0817434, 0, 0;
8035, 0.0837453, 0, 0;
8045, 0.0689657, 0, 0;
8055, 0.0724151, 0, 0;
8065, 0.0638233, 0, 0;
8075, 0.0715549, 0, 0;
8085, 0.0973378, 0, 0;
8095, 0.0823764, 0, 0;
8105, 0.0503356, 0, 0;
8115, 0.0923918, 0, 0;
8125, 0.0766166, 0, 0;
8135, 0.0996416, 0, 0;
8145, 0.066899, 0, 0;
8155, 0.0788814, 0, 0;
8165, 0.0547747, 0, 0;
8175, 0.0577594, 0, 0;
8185, 0.0724073, 0, 0;
8195, 0.0632012, 0, 0;
8205, 0.0679354, 0, 0;
8215, 0.0649455, 0, 0;
8225, 0.0783763, 0, 0;
8235, 0.0479812, 0, 0;
8245, 0.0860184, 0, 0;
8255, 0.0397951, 0, 0;
8265, 0.0790293, 0, 0;
8275, 0.035453, 0, 0;
8285, 0.0459485, 0, 0;
8295, 0.0551166, 0, 0;
8305, 0.0567505, 0, 0;
8315, 0.0209523, 0, 0;
8325, 0.0447862, 0, 0;
8335, 0.054838, 0, 0;
8345, 0.0548967, 0, 0;
8355, 0.0375746, 0, 0;
8365, 0.0625803, 0, 0;
8375, 0.0764126, 0, 0;
8385, 0.0788031, 0, 0;
8395, 0.0272953, 0, 0;
8405, 0.0441938, 0, 0;
8415, 0.0519487, 0, 0;
8425, 0.0529209, 0, 0;
8435, 0.0462646, 0, 0;
8445, 0.0496672, 0, 0;
8455, 0.0537853, 0, 0;
8465, 0.03562, 0, 0;
8475, 0.0421148, 0, 0;
8485, 0.0358862, 0, 0;
8495, 0.0440365, 0, 0;
8505, 0.0361391, 0, 0;
8515, 0.0554398, 0, 0;
8525, 0.0565397, 0, 0;
8535, 0.0482657, 0, 0;
8545, 0.0698872, 0, 0;
8555, 0.0441277, 0, 0;
8565, 0.0286492, 0, 0;
8575, 0.0438757, 0, 0;
8585, 0.0253541, 0, 0;
8595, 0.0371688, 0, 0;
8605, 0.0460841, 1.14503, 5.33387;
8615, 0.0347291, 0, 0;
8625, 0.0567149, 0, 0;
8635, 0.030241, 0, 0;
8645, 0.0429547, 0.0967026, 0.466587;
8655, 0.041853, 0, 0;
8665, 0.0664102, 0, 0;
8675, 0.0323241, 0, 0;
8685, 0.0305653, 0, 0;
8695, 0.0468977, 0, 0;
8705, 0.049277, 0, 0;
8715, 0.0485347, 0, 0;
8725, 0.0301519, 0, 0;
8735, 0.0479161, 0, 0;
8745, 0.0350663, 0, 0;
8755, 0.0633947, 0, 0;
8765, 0.0360731, 0, 0;
8775, 0.0542429, 0, 0;
8785, 0.0414314, 0, 0;
8795, 0.0194106, 0, 0;
8805, 0.0527383, 0, 0;
8815, 0.042571, 0, 0;
8825, 0.0538378, 0, 0;
8835, 0.0444733, 0, 0;
8845, 0.047681, 0, 0;
8855, 0.0495685, 0, 0;
8865, 0.0487139, 0, 0;
8875, 0.0504065, 0, 0;
8885, 0.0589134, 0, 0;
8895, 0.0375063, 0, 0;
8905, 0.0223502, 0, 0;
8915, 0.0451522, 0, 0;
8925, 0.0411146, 0, 0;
8935, 0.0423146, 0, 0;
8945, 0.0272255, 0, 0;
8955, 0.0481829, 0, 0;
8965, 0.0350464, 0, 0;
8975, 0.034279, 0, 0;
8985, 0.0438468, 0, 0;
8995, 0.0331648, 0, 0;
9005, 0.0481526, 0, 0;
9015, 0.0244487, 0, 0;
9025, 0.0338345, 0, 0;
9035, 0.0212182, 0, 0;
9045, 0.0254235, 0, 0;
9055, 0.035738, 0, 0;
9065, 0.0409567, 0, 0;
9075, 0.0242621, 0.411128, 2.63945;
9085, 0.0231999, 0, 0;
9095, 0.0284203, 0, 0;
9105, 0.025568, 0, 0;
9115, 0.03157, 0, 0;
9125, 0.0252958, 0, 0;
9135, 0.0503369, 0, 0;
9145, 0.0179561, 0, 0;
9155, 0.0407903, 0, 0;
9165, 0.0285944, 0, 0;
9175, 0.0397216, 0, 0;
9185, 0.0284194, 0, 0;
9195, 0.0129323, 0, 0;
9205, 0.0451755, 0, 0;
9215, 0.0274783, 0, 0;
9225, 0.0267566, 0, 0;
9235, 0.0159165, 0, 0;
9245, 0.0149334, 0, 0;
9255, 0.0222311, 0, 0;
9265, 0.0223076, 0, 0;
9275, 0.0313928, 0, 0;
9285, 0.0254144, 0, 0;
9295, 0.0314583, 0, 0;
9305, 0.0294875, 0, 0;
9315, 0.0241775, 0, 0;
9325, 0.0165253, 0, 0;
9335, 0.0244692, 0, 0;
9345, 0.033497, 0, 0;
9355, 0.0313852, 0, 0;
9365, 0.0168881, 0, 0;
9375, 0.032318, 0, 0;
9385, 0.0220388, 0, 0;
9395, 0.0147882, 0, 0;
9405, 0.0251968, 0, 0;
9415, 0.0427217, 0, 0;
9425, 0.0188631, 0, 0;
9435, 0.0331165, 0, 0;
9445, 0.0196958, 0, 0;
9455, 0.0144613, 0, 0;
9465, 0.0311785, 0, 0;
9475, 0.0291054, 0, 0;
9485, 0.0383922, 0, 0;
9495, 0.0243475, 0, 0;
9505, 0.0291566, 0, 0;
9515, 0.0158185, 0, 0;
9525, 0.0238262, 0, 0;
9535, 0.0321928, 0, 0;
9545, 0.0207505, 0, 0;
9555, 0.0270162, 0, 0;
9565, 0.0198413, 0, 0;
9575, 0.0171557, 0, 0;
9585, 0.0168084, 0, 0;
9595, 0.0135184, 0, 0;
9605, 0.0175027, 0, 0;
9615, 0.0177572, 0, 0;
9625, 0.0207381, 0, 0;
9635, 0.017679, 0, 0;
9645, 0.020727, 0, 0;
9655, 0.0310433, 0, 0;
9665, 0.0186883, 0, 0;
9675, 0.023849, 0, 0;
9685, 0.0207456, 0, 0;
9695, 0.0113268, 0, 0;
9705, 0.0227492, 0, 0;
9715, 0.0256778, 0, 0;
9725, 0.0352788, 0, 0;
9735, 0.0216581, 0, 0;
9745, 0.0196347, 0, 0;
9755, 0.0248475, 0, 0;
9765, 0.0113865, 0, 0;
9775, 0.0132732, 0, 0;
9785, 0.00616627, 0, 0;
9795, 0.0299937, 0, 0;
9805, 0.0183641, 0, 0;
9815, 0.0142523, 0, 0;
9825, 0.0106078, 0, 0;
9835, 0.0028955, 0, 0;
9845, 0.0111949, 0, 0;
9855, 0.0144599, 0, 0;
9865, 0.0226448, 0, 0;
9875, 0.0245727, 0, 0;
9885, 0.010284, 0, 0;
9895, 0.0142808, 0, 0;
9905, 0.0423169, 0, 0;
9915, 0.0133135, 0, 0;
9925, 0.012237, 0, 0;
9935, 0.0153498, 0, 0;
9945, 0.0153305, 0, 0;
9955, 0.0144497, 0, 0;
9965, 0.0079705, 0, 0;
9975, 0.00918645, 0, 0;
9985, 0.0214642, 0, 0;
9995, 0.0287039, 0, 0;
10005, 0.0309638, 0, 0;
10015, 0.00925958, 0, 0;
10025, 0.00529524, 0, 0;
10035, 0.0100917, 0, 0;
10045, 0.0038822, 0, 0;
10055, 0.0099749, 0, 0;
10065, 0.0150817, 0, 0;
10075, 0.0255877, 0, 0;
10085, 0.0172575, 0, 0;
10095, 0.0172633, 0, 0;
10105, 0.0131792, 0, 0;
10115, 0.0130506, 0, 0;
10125, 0.0130236, 0, 0;
10135, 0.0172121, 0, 0;
10145, 0.0172927, 0, 0;
10155, 0.00679586, 0, 0;
10165, 0.0214113, 0, 0;
10175, 0.0182071, 0, 0;
10185, 0.0234096, 0, 0;
10195, 0.0120404, 0, 0;
10205, 0.0109338, 0, 0;
10215, 0.011075, 0, 0;
10225, 0.0162736, 0, 0;
10235, 0.0150399, 0, 0;
10245, 0.0150784, 0, 0;
10255, 0.0182863, 0, 0;
10265, 0.001683, 0, 0;
10275, 0.00684874, 0, 0;
10285, 0.0274948, 0, 0;
10295, 0.00491934, 0, 0;
10305, 0.0130465, 0, 0;
10315, 0.0119749, 0, 0;
10325, 0.0170431, 0, 0;
10335, 0.021261, 0, 0;
10345, 0.00263099, 0, 0;
10355, 0.0150558, 0, 0;
10365, 0.00997843, 0, 0;
10375, 0.010049, 0, 0;
10385, 0.0128802, 0, 0;
10395, 0.00567237, 0, 0;
10405, 0.00777421, 0, 0;
10415, 0.0119775, 0, 0;
10425, 0.0222038, 0, 0;
10435, 0.00584809, 0, 0;
10445, 0.0139154, 0, 0;
10455, 0.015424, 0, 0;
10465, 0.018223, 0, 0;
10475, 0.0108935, 0, 0;
10485, 0.0202155, 0, 0;
10495, 0.00666323, 0, 0;
10505, 0.0089219, 0, 0;
10515, 0.0160037, 0, 0;
10525, 0.00676142, 0, 0;
10535, 0.0109499, 0, 0;
10545, 0.00265448, 0, 0;
10555, 0.00873307, 0, 0;
10565, 0.0170113, 0, 0;
10575, 0.00986077, 0, 0;
10585, 0.00882628, 0, 0;
10595, 0.0191351, 0, 0;
10605, 0.00669002, 0, 0;
10615, 0.0119028, 0, 0;
10625, 0.0138894, 0, 0;
10635, 0.00255642, 0, 0;
10645, 0.0129668, 0, 0;
10655, 0.00452783, 0, 0;
10665, 0.00358926, 0, 0;
10675, 0.00367226, 0, 0;
10685, 0.013935, 0, 0;
10695, 0.0055178, 0, 0;
10705, 0.0220906, 0, 0;
10715, 0.0148676, 0, 0;
10725, 0.00777507, 0, 0;
10735, 0.0107617, 0, 0;
10745, 0.00664816, 0, 0;
10755, 0.00772721, 0, 0;
10765, 0.00877265, 0, 0;
10775, 0.01093, 0, 0;
10785, 0.00771714, 0, 0;
10795, 0.00252198, 0, 0;
10805, 0.0200536, 0, 0;
10815, 0.0148519, 0, 0;
10825, 0.0158797, 0, 0;
10835, 0.00967681, 0, 0;
10845, 0.0189527, 0, 0;
10855, 0.0147559, 0, 0;
10865, 0.0137357, 0, 0;
10875, 0.00970033, 0, 0;
10885, 0.0118146, 0, 0;
10895, 0.00968442, 0, 0;
10905, 0.00143123, 0, 0;
10915, 0.00565978, 0, 0;
10925, 0.00142119, 0, 0;
10935, 0.0137475, 0, 0;
10945, 0.00451785, 0, 0;
10955, 0.00442557, 0, 0;
10965, 0.00143535, 0, 0;
10975, 0.0179106, 0, 0;
10985, 0.00357993, 0, 0;
10995, 0.00248584, 0, 0;
11005, 0.0106777, 0, 0;
11015, 0.00346996, 0, 0;
11025, 0.00353305, 0, 0;
11035, 0.00442544, 0, 0;
11045, 0.0158535, 0, 0;
11055, 0.00245143, 0, 0;
11065, 0.00345676, 0, 0;
11075, 0.00845171, 0, 0;
11085, 0.0035976, 0, 0;
11095, 0.00552555, 0, 0;
11105, 0.00759283, 0, 0;
11115, 0.00956838, 0, 0;
11125, 0.010788, 0, 0;
11135, 0.0065406, 0, 0;
11145, 0.000279903, 0, 0;
11155, 0.00963568, 0, 0;
11165, 0.00954763, 0, 0;
11175, 0.0138696, 0, 0;
11185, 0.00135651, 0, 0;
11195, 0.0013423, 0, 0;
11205, 0.00347858, 0, 0;
11215, 0.0053929, 0, 0;
11225, 0.0013254, 0, 0;
11235, 0.00954904, 0, 0;
11245, 0.00957444, 0, 0;
11255, 0.0180016, 0, 0;
11265, 0.00238608, 0, 0;
11275, 0.00440538, 0, 0;
11285, 0.00652899, 0, 0;
11295, 0.000225463, 0, 0;
11305, 0.00341792, 0.413197, 7.06767;
11315, 0.00546762, 0, 0;
11325, 0.00646352, 0, 0;
11335, 0.00847266, 0, 0;
11345, 0.00346336, 0, 0;
11355, 0.00537771, 0, 0;
11365, 0.0147182, 0, 0;
11375, 0.00436337, 0, 0;
11385, 0.00541368, 0, 0;
11395, 0.00548352, 0, 0;
11405, 0.00023201, 0, 0;
11415, 0.00127006, 0, 0;
11425, 0.000179293, 0, 0;
11435, 0.00129715, 0, 0;
11445, 0.00448116, 0, 0;
11455, 0.00542477, 0, 0;
11465, 0.00234752, 0, 0;
11475, 0.00751885, 0, 0;
11485, 0.00645345, 0, 0;
11495, 0.00656955, 0, 0;
11505, 0.00540538, 0, 0;
11515, 0.00347184, 0, 0;
11525, 0.00538302, 0, 0;
11535, 0.00227766, 0, 0;
11545, 0.00844264, 0, 0;
11555, 0.00234654, 0, 0;
11565, 0.0147134, 0, 0;
11575, 0.00126074, 0, 0;
11585, 0.0023686, 0, 0;
11595, 0.00230361, 0, 0;
11605, 0.00124494, 0, 0;
11615, 0.00646361, 0, 0;
11625, 0.0023148, 0, 0;
11635, 0.00334164, 0, 0;
11645, 0.00432407, 0, 0;
11655, 0.00128442, 0, 0;
11665, 0.00126932, 0, 0;
11675, 0.000196172, 0, 0;
11685, 0.00538947, 0, 0;
11695, 0.000219999, 0, 0;
11705, 0.00432237, 0, 0;
11715, 0.0022811, 0, 0;
11725, 0.00228456, 0, 0;
11735, 0.00842743, 0, 0;
11745, 0.00120054, 0, 0;
11755, 0.0105268, 0, 0;
11765, 0.00235012, 0, 0;
11775, 0.0116318, 0, 0;
11785, 0.000198815, 0, 0;
11795, 0.00127378, 0, 0;
11805, 0.00429158, 0, 0;
11815, 0.00428883, 0, 0;
11825, 0.00425013, 0, 0;
11835, 0.00125027, 0, 0;
11845, 0.00531853, 0, 0;
11855, 0.00225288, 0, 0;
11865, 0.00425942, 0, 0;
11875, 0.00226275, 0, 0;
11885, 0.000155167, 0, 0;
11895, 0.00018045, 0, 0;
11905, 0.00637214, 0, 0;
11915, 0.00840509, 0, 0;
11925, 0.00229074, 0, 0;
11935, 0.00120585, 0, 0;
11945, 0.00533776, 0, 0;
11955, 0.00234178, 0, 0;
11965, 0.000130969, 0, 0;
11975, 0.00428481, 0, 0;
11985, 0.00425195, 0, 0;
11995, 0.00128211, 0, 0;
12005, 0.00337046, 0, 0;
12015, 0.00537631, 0, 0;
12025, 0.00438223, 0, 0;
12035, 0.0012159, 0, 0;
12045, 0.00423102, 0, 0;
12055, 0.00444626, 0, 0;
12065, 0.00533687, 0, 0;
12075, 0.00335413, 0, 0;
12085, 0.00122604, 0, 0;
12095, 0.00528424, 0, 0;
12105, 0.00226651, 0, 0;
12115, 0.00012077, 0, 0;
12125, 0.00531178, 0, 0;
12135, 0.00119152, 0, 0;
12145, 0.00119754, 0, 0;
12155, 0.00226649, 0, 0;
12165, 0.00748503, 0, 0;
12175, 0.00428154, 0, 0;
12185, 0.00332861, 0, 0;
12195, 9.06469e-05, 0, 0;
12205, 0.00011973, 0, 0;
12215, 0.00531139, 0, 0;
12225, 0.000125401, 0, 0;
12235, 0.00334399, 0, 0;
12245, 8.74991e-05, 0, 0;
12255, 0.00227755, 0, 0;
12265, 0.00117249, 0, 0;
12275, 9.9272e-05, 0, 0;
12285, 0.00117314, 0, 0;
12295, 0.00833724, 0, 0;
12305, 0.00635842, 0, 0;
12315, 0.00528164, 0, 0;
12325, 0.000105314, 0, 0;
12335, 0.00533056, 0, 0;
12345, 0.000108372, 0, 0;
12355, 0.0033193, 0, 0;
12365, 0.000117815, 0, 0;
12375, 0.00115101, 0, 0;
12385, 0.00223674, 0, 0;
12395, 0.00422576, 0, 0;
12405, 9.64506e-05, 0, 0;
12415, 0.000126885, 0, 0;
12425, 0.00531712, 0, 0;
12435, 9.99096e-05, 0, 0;
12445, 0.00010175, 0, 0;
12455, 0.000103175, 0, 0;
12465, 0.00117216, 0, 0;
12475, 8.86714e-05, 0, 0;
12485, 0.0063946, 0, 0;
12495, 0.00422962, 0, 0;
12505, 0.00114865, 0, 0;
12515, 0.00117059, 0, 0;
12525, 8.39647e-05, 0, 0;
12535, 0.00115384, 0, 0;
12545, 0.0104623, 0, 0;
12555, 0.0052843, 0, 0;
12565, 0.00529286, 0, 0;
12575, 0.00115883, 0, 0;
12585, 0.00115224, 0, 0;
12595, 8.32669e-05, 0, 0;
12605, 0.00222816, 0, 0;
12615, 8.81668e-05, 0, 0;
12625, 0.000109351, 0, 0;
12635, 0.00634502, 0, 0;
12645, 0.00115224, 0, 0;
12655, 0.00837491, 0, 0;
12665, 9.1031e-05, 0, 0;
12675, 0.00114366, 0, 0;
12685, 0.00529046, 0, 0;
12695, 0.00223443, 0, 0;
12705, 0.00115053, 0, 0;
12715, 7.04848e-05, 0, 0;
12725, 8.22728e-05, 0, 0;
12735, 8.34451e-05, 0, 0;
12745, 0.00115913, 0, 0;
12755, 8.15449e-05, 0, 0;
12765, 0.00114361, 0, 0;
12775, 0.00419582, 0, 0;
12785, 8.50341e-05, 0, 0;
12795, 0.00113883, 0, 0;
12805, 8.15298e-05, 0, 0;
12815, 7.98229e-05, 0, 0;
12825, 7.06179e-05, 0, 0;
12835, 0.00418388, 0, 0;
12845, 0.00524949, 0, 0;
12855, 0.00527581, 0, 0;
12865, 6.27809e-05, 0, 0;
12875, 0.00112932, 0, 0;
12885, 0.00112757, 0, 0;
12895, 0.00113603, 0, 0;
12905, 0.00419236, 0, 0;
12915, 0.00114534, 0, 0;
12925, 7.04848e-05, 0, 0;
12935, 0.00525189, 0, 0;
12945, 0.00417944, 0, 0;
12955, 0.0053931, 0, 0;
12965, 8.82999e-05, 0, 0;
12975, 0.00523838, 0, 0;
12985, 7.6542e-05, 0, 0;
12995, 6.96539e-05, 0, 0;
13005, 0.00219734, 0, 0;
13015, 7.62006e-05, 0, 0;
13025, 0.0041915, 0, 0;
13035, 6.45029e-05, 0, 0;
13045, 0.0134927, 0, 0;
13055, 5.68869e-05, 0, 0;
13065, 0.00219734, 0, 0;
13075, 0.00525565, 0, 0;
13085, 0.00418491, 0, 0;
13095, 5.34579e-05, 0, 0;
13105, 0.00420024, 0, 0;
13115, 5.59807e-05, 0, 0;
13125, 0.00417702, 0, 0;
13135, 6.86448e-05, 0, 0;
13145, 6.00798e-05, 0, 0;
13155, 0.00418724, 0, 0;
13165, 0.0021759, 0, 0;
13175, 6.11919e-05, 0, 0;
13185, 0.00111385, 0, 0;
13195, 4.99687e-05, 0, 0;
13205, 0.00111606, 0, 0;
13215, 0.00524096, 0, 0;
13225, 5.00289e-05, 0, 0;
13235, 4.47876e-05, 0, 0;
13245, 5.40955e-05, 0, 0;
13255, 0.00219142, 0, 0;
13265, 5.17359e-05, 0, 0;
13275, 0.00417619, 0, 0;
13285, 5.14546e-05, 0, 0;
13295, 0.00417875, 0, 0;
13305, 0.0052401, 0, 0;
13315, 5.16178e-05, 0, 0;
13325, 5.85939e-05, 0, 0;
13335, 4.82918e-05, 0, 0;
13345, 6.7962e-05, 0, 0;
13355, 0.004165, 0, 0;
13365, 7.02488e-05, 0, 0;
13375, 0.00219127, 0, 0;
13385, 0.00324323, 0, 0;
13395, 4.23701e-05, 0, 0;
13405, 3.96516e-05, 0, 0;
13415, 4.05578e-05, 0, 0;
13425, 0.00417269, 0, 0;
13435, 0.00416084, 0, 0;
13445, 0.00111125, 0, 0;
13455, 3.78266e-05, 0, 0;
13465, 4.79504e-05, 0, 0;
13475, 0.00112319, 0, 0;
13485, 4.74458e-05, 0, 0;
13495, 4.39416e-05, 0, 0;
13505, 5.08899e-05, 0, 0;
13515, 0.00110952, 0, 0;
13525, 4.48478e-05, 0, 0;
13535, 5.84457e-05, 0, 0;
13545, 0.00418123, 0, 0;
13555, 0.00523327, 0, 0;
13565, 4.4923e-05, 0, 0;
13575, 3.62377e-05, 0, 0;
13585, 4.05277e-05, 0, 0;
13595, 5.91007e-05, 0, 0;
13605, 4.75211e-05, 0, 0;
13615, 0.00629796, 0, 0;
13625, 4.48177e-05, 0, 0;
13635, 0.0011086, 0, 0;
13645, 5.07117e-05, 0, 0;
13655, 3.20078e-05, 0, 0;
13665, 5.74516e-05, 0, 0;
13675, 4.12255e-05, 0, 0;
13685, 0.00111884, 0, 0;
13695, 4.29927e-05, 0, 0;
13705, 2.67214e-05, 0, 0;
13715, 0.00111525, 0, 0;
13725, 0.00218625, 0, 0;
13735, 4.12706e-05, 0, 0;
13745, 0.00110349, 0, 0;
13755, 4.91679e-05, 0, 0;
13765, 0.0041634, 0, 0;
13775, 3.27786e-05, 0, 0;
13785, 0.00522642, 0, 0;
13795, 4.30957e-05, 0, 0;
13805, 3.36998e-05, 0, 0;
13815, 3.62226e-05, 0, 0;
13825, 0.00110609, 0, 0;
13835, 0.00110085, 0, 0;
13845, 0.00217164, 0, 0;
13855, 5.5225e-05, 0, 0;
13865, 0.00110512, 0, 0;
13875, 3.60745e-05, 0, 0;
13885, 5.42009e-05, 0, 0;
13895, 3.10566e-05, 0, 0;
13905, 4.3959e-05, 0, 0;
13915, 0.00415136, 0, 0;
13925, 2.24916e-05, 0, 0;
13935, 0.00521862, 0, 0;
13945, 0.00415744, 0, 0;
13955, 2.68568e-05, 0, 0;
13965, 0.00415485, 0, 0;
13975, 3.45758e-05, 0, 0;
13985, 3.71288e-05, 0, 0;
13995, 0.00416242, 0, 0;
14005, 0.00216385, 0, 0;
14015, 3.45307e-05, 0, 0;
14025, 3.95336e-05, 0, 0;
14035, 3.36396e-05, 0, 0;
14045, 4.31709e-05, 0, 0;
14055, 0.00110422, 0, 0;
14065, 0.0021631, 0, 0;
14075, 3.19477e-05, 0, 0;
14085, 3.36546e-05, 0, 0;
14095, 3.19176e-05, 0, 0;
14105, 2.75975e-05, 0, 0;
14115, 3.10716e-05, 0, 0;
14125, 4.02916e-05, 0, 0;
14135, 0.00109314, 0, 0;
14145, 0.00110092, 0, 0;
14155, 2.50596e-05, 0, 0;
14165, 2.93345e-05, 0, 0;
14175, 2.85036e-05, 0, 0;
14185, 2.50596e-05, 0, 0;
14195, 0.00521601, 0, 0;
14205, 3.02858e-05, 0, 0;
14215, 2.40053e-05, 0, 0;
14225, 3.45608e-05, 0, 0;
14235, 0.00110775, 0, 0;
14245, 2.67966e-05, 0, 0;
14255, 2.42136e-05, 0, 0;
14265, 0.00215695, 0, 0;
14275, 0.00110094, 0, 0;
14285, 2.07846e-05, 0, 0;
14295, 3.02256e-05, 0, 0;
14305, 2.33376e-05, 0, 0;
14315, 3.33734e-05, 0, 0;
14325, 0.00414544, 0, 0;
14335, 3.36546e-05, 0, 0;
14345, 3.95938e-05, 0, 0;
14355, 2.59507e-05, 0, 0;
14365, 2.41986e-05, 0, 0;
14375, 1.21595e-05, 0, 0;
14385, 0.00108642, 0, 0;
14395, 0.00414278, 0, 0;
14405, 2.93496e-05, 0, 0;
14415, 0.0041487, 0, 0;
14425, 0.00109578, 0, 0;
14435, 2.42437e-05, 0, 0;
14445, 2.07395e-05, 0, 0;
14455, 2.68267e-05, 0, 0;
14465, 1.65096e-05, 0, 0;
14475, 1.81715e-05, 0, 0;
14485, 0.00520666, 0, 0;
14495, 2.32646e-05, 0, 0;
14505, 0.00108376, 0, 0;
14515, 0.00215962, 0, 0;
14525, 0.00108891, 0, 0;
14535, 2.67816e-05, 0, 0;
14545, 1.91077e-05, 0, 0;
14555, 1.82317e-05, 0, 0;
14565, 2.50746e-05, 0, 0;
14575, 2.68719e-05, 0, 0;
14585, 0.0010855, 0, 0;
14595, 0.00522214, 0, 0;
14605, 1.90175e-05, 0, 0;
14615, 1.04525e-05, 0, 0;
14625, 0.00108115, 0, 0;
14635, 2.51047e-05, 0, 0;
14645, 1.91228e-05, 0, 0;
14655, 2.50295e-05, 0, 0;
14665, 2.07395e-05, 0, 0;
14675, 2.25969e-05, 0, 0;
14685, 0.00413512, 0, 0;
14695, 2.07395e-05, 0, 0;
14705, 0.00414202, 0, 0;
14715, 1.38965e-05, 0, 0;
14725, 8.80568e-06, 0, 0;
14735, 0.00108878, 0, 0;
14745, 0.0010924, 0, 0;
14755, 0.00214846, 0, 0;
14765, 2.34128e-05, 0, 0;
14775, 2.25217e-05, 0, 0;
14785, 1.73406e-05, 0, 0;
14795, 1.65698e-05, 0, 0;
14805, 1.30656e-05, 0, 0;
14815, 0.00108554, 0, 0;
14825, 1.82166e-05, 0, 0;
14835, 1.65096e-05, 0, 0;
14845, 1.73707e-05, 0, 0;
14855, 1.73556e-05, 0, 0;
14865, 0.00108376, 0, 0;
14875, 2.07696e-05, 0, 0;
14885, 1.64495e-05, 0, 0;
14895, 2.16908e-05, 0, 0;
14905, 0.00413586, 0, 0;
14915, 2.16306e-05, 0, 0;
14925, 1.90175e-05, 0, 0;
14935, 9.59147e-06, 0, 0;
14945, 2.75998e-05, 0, 0;
14955, 0.00107779, 0, 0;
14965, 2.08147e-05, 0, 0;
14975, 1.74609e-05, 0, 0;
14985, 1.13135e-05, 0, 0;
14995, 0.0010881, 0, 0;
15005, 0.00413941, 0, 0;
15015, 1.30506e-05, 0, 0;
15025, 1.82166e-05, 0, 0;
15035, 1.83219e-05, 0, 0;
15045, 1.38815e-05, 0, 0;
15055, 1.56787e-05, 0, 0;
15065, 1.90927e-05, 0, 0;
15075, 1.48177e-05, 0, 0;
15085, 1.30957e-05, 0, 0;
15095, 8.76055e-06, 0, 0;
15105, 1.73857e-05, 0, 0;
15115, 1.47274e-05, 0, 0;
15125, 1.82768e-05, 0, 0;
15135, 1.48027e-05, 0, 0;
15145, 0.00108204, 0, 0;
15155, 0.00108297, 0, 0;
15165, 9.66669e-06, 0, 0;
15175, 1.39567e-05, 0, 0;
