// x, y, n_BG, n_sig C1N1 1000, n_sig C1C1 1000 
6200, 7500, 5613.88+/-805.384, 1.85763+/-1.83586, 0.32715+/-1.83586;
6200, 7600, 5031.73+/-769.52, 1.85763+/-1.83586, 0.279219+/-1.83586;
6200, 7700, 4740.66+/-750.946, 1.83573+/-1.83573, 0.279219+/-1.83573;
6200, 7800, 4449.59+/-731.901, 1.83573+/-1.83573, 0.279219+/-1.83573;
6200, 7900, 4158.51+/-712.346, 1.83573+/-1.83573, 0.279219+/-1.83573;
6200, 8000, 3492.87+/-582.145, 1.83573+/-1.83573, 0.188611+/-1.83573;
6200, 8100, 3007.75+/-540.208, 1.83573+/-1.83573, 0+/-1.83573;
6200, 8200, 2522.63+/-494.728, 1.83573+/-1.83573, 0+/-1.83573;
6200, 8300, 2134.53+/-455.084, 1.83573+/-1.83573, 0+/-1.83573;
6200, 8400, 2037.51+/-444.62, 1.83573+/-1.83573, 0+/-1.83573;
6200, 8500, 1940.48+/-433.905, 1.83573+/-1.83573, 0+/-1.83573;
6200, 8600, 1843.46+/-422.918, 1.83573+/-1.83573, 0+/-1.83573;
6200, 8700, 1455.36+/-375.773, 1.83573+/-1.83573, 0+/-1.83573;
6200, 8800, 1358.34+/-363.031, 1.83573+/-1.83573, 0+/-1.83573;
6200, 8900, 1164.29+/-336.102, 1.83573+/-1.83573, 0+/-1.83573;
6200, 9000, 1067.27+/-321.793, 1.83573+/-1.83573, 0+/-1.83573;
6200, 9100, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6200, 9200, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6200, 9300, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6200, 9400, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6200, 9500, 194.048+/-137.213, 0+/-0, 0+/-0;
6200, 9600, 0+/-0, 0+/-0, 0+/-0;
6200, 9700, 0+/-0, 0+/-0, 0+/-0;
6200, 9800, 0+/-0, 0+/-0, 0+/-0;
6200, 9900, 0+/-0, 0+/-0, 0+/-0;
6200, 10000, 194.048+/-137.213, 0+/-0, 0+/-0;
6300, 1000, 162210+/-18325.4, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 2000, 35269.4+/-2187.23, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3000, 26547.6+/-1759.89, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3100, 26219.7+/-1742.12, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3200, 26011.1+/-1736.68, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3300, 24695.6+/-1663.46, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3400, 24598.6+/-1660.63, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3500, 24174.2+/-1638.91, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3600, 24167.2+/-1638.9, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3700, 24166.1+/-1638.9, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3800, 23597.5+/-1589.61, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 3900, 23110.7+/-1574.74, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4000, 22625.6+/-1559.72, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4100, 22528.1+/-1556.7, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4200, 22333.9+/-1550.64, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4300, 22138.8+/-1544.56, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4400, 22041.8+/-1541.51, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4500, 22041.8+/-1541.51, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4600, 21653.2+/-1529.24, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4700, 21362.1+/-1519.98, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4800, 21168+/-1513.78, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 4900, 20647.2+/-1486.76, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5000, 20550.1+/-1483.59, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5100, 20259.1+/-1474.04, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5200, 20064.5+/-1467.64, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5300, 19481.8+/-1448.27, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5400, 19190.7+/-1438.49, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5500, 18996.7+/-1431.93, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5600, 18705.6+/-1422.04, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5700, 18317.5+/-1408.73, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5800, 18220.5+/-1405.39, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 5900, 17735.4+/-1388.54, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 6000, 17049.2+/-1364.59, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 6100, 16273+/-1336.71, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 6200, 15981.9+/-1326.11, 2.56482+/-1.90181, 0.885394+/-1.90181;
6300, 6300, 15399.8+/-1304.64, 2.56482+/-1.90181, 0.873368+/-1.90181;
6300, 6400, 14429.5+/-1268.04, 2.56482+/-1.90181, 0.873368+/-1.90181;
6300, 6500, 13653.4+/-1237.99, 2.56482+/-1.90181, 0.873368+/-1.90181;
6300, 6600, 13071.2+/-1214.97, 2.56482+/-1.90181, 0.873368+/-1.90181;
6300, 6700, 12489.1+/-1191.5, 2.15798+/-1.85778, 0.873368+/-1.85778;
6300, 6800, 11421.8+/-1147.22, 2.15798+/-1.85778, 0.873368+/-1.85778;
6300, 6900, 10451.6+/-1105.43, 2.15798+/-1.85778, 0.762154+/-1.85778;
6300, 7000, 8912.7+/-984.23, 1.8739+/-1.83593, 0.762154+/-1.83593;
6300, 7100, 8039.48+/-940.205, 1.85763+/-1.83586, 0.762154+/-1.83586;
6300, 7200, 7360.31+/-904.483, 1.85763+/-1.83586, 0.762154+/-1.83586;
6300, 7300, 6778.17+/-872.701, 1.85763+/-1.83586, 0.593224+/-1.83586;
6300, 7400, 5904.95+/-822.729, 1.85763+/-1.83586, 0.32715+/-1.83586;
6300, 7500, 5516.85+/-799.518, 1.85763+/-1.83586, 0.32715+/-1.83586;
6300, 7600, 4934.71+/-763.379, 1.85763+/-1.83586, 0.279219+/-1.83586;
6300, 7700, 4740.66+/-750.946, 1.83573+/-1.83573, 0.279219+/-1.83573;
6300, 7800, 4449.59+/-731.901, 1.83573+/-1.83573, 0.279219+/-1.83573;
6300, 7900, 4158.51+/-712.346, 1.83573+/-1.83573, 0.279219+/-1.83573;
6300, 8000, 3492.87+/-582.145, 1.83573+/-1.83573, 0.188611+/-1.83573;
6300, 8100, 3007.75+/-540.208, 1.83573+/-1.83573, 0+/-1.83573;
6300, 8200, 2522.63+/-494.728, 1.83573+/-1.83573, 0+/-1.83573;
6300, 8300, 2134.53+/-455.084, 1.83573+/-1.83573, 0+/-1.83573;
6300, 8400, 2037.51+/-444.62, 1.83573+/-1.83573, 0+/-1.83573;
6300, 8500, 1940.48+/-433.905, 1.83573+/-1.83573, 0+/-1.83573;
6300, 8600, 1843.46+/-422.918, 1.83573+/-1.83573, 0+/-1.83573;
6300, 8700, 1455.36+/-375.773, 1.83573+/-1.83573, 0+/-1.83573;
6300, 8800, 1358.34+/-363.031, 1.83573+/-1.83573, 0+/-1.83573;
6300, 8900, 1164.29+/-336.102, 1.83573+/-1.83573, 0+/-1.83573;
6300, 9000, 1067.27+/-321.793, 1.83573+/-1.83573, 0+/-1.83573;
6300, 9100, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6300, 9200, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6300, 9300, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6300, 9400, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6300, 9500, 194.048+/-137.213, 0+/-0, 0+/-0;
6300, 9600, 0+/-0, 0+/-0, 0+/-0;
6300, 9700, 0+/-0, 0+/-0, 0+/-0;
6300, 9800, 0+/-0, 0+/-0, 0+/-0;
6300, 9900, 0+/-0, 0+/-0, 0+/-0;
6300, 10000, 194.048+/-137.213, 0+/-0, 0+/-0;
6400, 1000, 144293+/-13444.4, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 2000, 33229.7+/-2141.56, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3000, 24800.6+/-1711.07, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3100, 24472.7+/-1692.79, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3200, 24361.1+/-1689.98, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3300, 23046.2+/-1614.64, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3400, 22949.1+/-1611.72, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3500, 22524.8+/-1589.34, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3600, 22517.7+/-1589.33, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3700, 22516.7+/-1589.33, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3800, 21948.1+/-1538.45, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 3900, 21461.3+/-1523.08, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4000, 20976.2+/-1507.54, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4100, 20878.7+/-1504.42, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4200, 20878.6+/-1504.42, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4300, 20683.5+/-1498.15, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4400, 20586.4+/-1495, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4500, 20586.4+/-1495, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4600, 20197.8+/-1482.36, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4700, 20003.8+/-1475.99, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4800, 19809.7+/-1469.6, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 4900, 19288.8+/-1441.76, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5000, 19191.8+/-1438.49, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5100, 18997.8+/-1431.93, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5200, 18803.2+/-1425.34, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5300, 18220.5+/-1405.39, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5400, 17929.4+/-1395.31, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5500, 17735.4+/-1388.54, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5600, 17541.3+/-1381.75, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5700, 17153.2+/-1368.05, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5800, 17056.2+/-1364.61, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 5900, 16765.1+/-1354.22, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 6000, 16176+/-1333.19, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 6100, 15593.8+/-1311.83, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 6200, 15302.8+/-1301.02, 2.56482+/-1.90181, 0.885394+/-1.90181;
6400, 6300, 14914.7+/-1286.47, 2.56482+/-1.90181, 0.873368+/-1.90181;
6400, 6400, 14235.5+/-1260.6, 2.56482+/-1.90181, 0.873368+/-1.90181;
6400, 6500, 13459.3+/-1230.37, 2.56482+/-1.90181, 0.873368+/-1.90181;
6400, 6600, 12877.2+/-1207.19, 2.56482+/-1.90181, 0.873368+/-1.90181;
6400, 6700, 12295+/-1183.57, 2.15798+/-1.85778, 0.873368+/-1.85778;
6400, 6800, 11324.8+/-1143.11, 2.15798+/-1.85778, 0.873368+/-1.85778;
6400, 6900, 10354.5+/-1101.16, 2.15798+/-1.85778, 0.762154+/-1.85778;
6400, 7000, 8815.67+/-979.436, 1.8739+/-1.83593, 0.762154+/-1.83593;
6400, 7100, 7942.45+/-935.185, 1.85763+/-1.83586, 0.762154+/-1.83586;
6400, 7200, 7263.29+/-899.264, 1.85763+/-1.83586, 0.762154+/-1.83586;
6400, 7300, 6681.14+/-867.291, 1.85763+/-1.83586, 0.593224+/-1.83586;
6400, 7400, 5807.92+/-816.988, 1.85763+/-1.83586, 0.32715+/-1.83586;
6400, 7500, 5419.83+/-793.609, 1.85763+/-1.83586, 0.32715+/-1.83586;
6400, 7600, 4837.68+/-757.188, 1.85763+/-1.83586, 0.279219+/-1.83586;
6400, 7700, 4643.63+/-744.652, 1.83573+/-1.83573, 0.279219+/-1.83573;
6400, 7800, 4449.59+/-731.901, 1.83573+/-1.83573, 0.279219+/-1.83573;
6400, 7900, 4158.51+/-712.346, 1.83573+/-1.83573, 0.279219+/-1.83573;
6400, 8000, 3492.87+/-582.145, 1.83573+/-1.83573, 0.188611+/-1.83573;
6400, 8100, 3007.75+/-540.208, 1.83573+/-1.83573, 0+/-1.83573;
6400, 8200, 2522.63+/-494.728, 1.83573+/-1.83573, 0+/-1.83573;
6400, 8300, 2134.53+/-455.084, 1.83573+/-1.83573, 0+/-1.83573;
6400, 8400, 2037.51+/-444.62, 1.83573+/-1.83573, 0+/-1.83573;
6400, 8500, 1940.48+/-433.905, 1.83573+/-1.83573, 0+/-1.83573;
6400, 8600, 1843.46+/-422.918, 1.83573+/-1.83573, 0+/-1.83573;
6400, 8700, 1455.36+/-375.773, 1.83573+/-1.83573, 0+/-1.83573;
6400, 8800, 1358.34+/-363.031, 1.83573+/-1.83573, 0+/-1.83573;
6400, 8900, 1164.29+/-336.102, 1.83573+/-1.83573, 0+/-1.83573;
6400, 9000, 1067.27+/-321.793, 1.83573+/-1.83573, 0+/-1.83573;
6400, 9100, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6400, 9200, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6400, 9300, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6400, 9400, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6400, 9500, 194.048+/-137.213, 0+/-0, 0+/-0;
6400, 9600, 0+/-0, 0+/-0, 0+/-0;
6400, 9700, 0+/-0, 0+/-0, 0+/-0;
6400, 9800, 0+/-0, 0+/-0, 0+/-0;
6400, 9900, 0+/-0, 0+/-0, 0+/-0;
6400, 10000, 194.048+/-137.213, 0+/-0, 0+/-0;
6500, 1000, 138420+/-13400.4, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 2000, 31604.2+/-2089.91, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3000, 23502.5+/-1664.75, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3100, 23175.1+/-1645.96, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3200, 23063.5+/-1643.06, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3300, 21845.6+/-1568.47, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3400, 21748.6+/-1565.47, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3500, 21324.2+/-1542.42, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3600, 21317.2+/-1542.4, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3700, 21316.1+/-1542.4, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3800, 20747.5+/-1489.93, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 3900, 20358.3+/-1477.23, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4000, 19873.2+/-1461.22, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4100, 19872.7+/-1461.22, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4200, 19872.6+/-1461.22, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4300, 19774.5+/-1457.99, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4400, 19677.5+/-1454.76, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4500, 19677.5+/-1454.76, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4600, 19288.8+/-1441.76, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4700, 19094.8+/-1435.22, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4800, 18997.8+/-1431.93, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 4900, 18706.7+/-1422.04, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5000, 18609.7+/-1418.72, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5100, 18512.6+/-1415.4, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5200, 18318.1+/-1408.73, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5300, 17735.4+/-1388.54, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5400, 17444.3+/-1378.34, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5500, 17250.3+/-1371.49, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5600, 17056.2+/-1364.61, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5700, 16668.1+/-1350.74, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5800, 16571.1+/-1347.25, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 5900, 16280+/-1336.73, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 6000, 15787.9+/-1318.99, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 6100, 15302.8+/-1301.02, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 6200, 15108.7+/-1293.77, 2.56482+/-1.90181, 0.885394+/-1.90181;
6500, 6300, 14720.6+/-1279.13, 2.56482+/-1.90181, 0.873368+/-1.90181;
6500, 6400, 14041.5+/-1253.11, 2.56482+/-1.90181, 0.873368+/-1.90181;
6500, 6500, 13265.3+/-1222.69, 2.56482+/-1.90181, 0.873368+/-1.90181;
6500, 6600, 12780.1+/-1203.29, 2.56482+/-1.90181, 0.873368+/-1.90181;
6500, 6700, 12295+/-1183.57, 2.15798+/-1.85778, 0.873368+/-1.85778;
6500, 6800, 11324.8+/-1143.11, 2.15798+/-1.85778, 0.873368+/-1.85778;
6500, 6900, 10354.5+/-1101.16, 2.15798+/-1.85778, 0.762154+/-1.85778;
6500, 7000, 8815.67+/-979.436, 1.8739+/-1.83593, 0.762154+/-1.83593;
6500, 7100, 7942.45+/-935.185, 1.85763+/-1.83586, 0.762154+/-1.83586;
6500, 7200, 7263.29+/-899.264, 1.85763+/-1.83586, 0.762154+/-1.83586;
6500, 7300, 6681.14+/-867.291, 1.85763+/-1.83586, 0.593224+/-1.83586;
6500, 7400, 5807.92+/-816.988, 1.85763+/-1.83586, 0.32715+/-1.83586;
6500, 7500, 5419.83+/-793.609, 1.85763+/-1.83586, 0.32715+/-1.83586;
6500, 7600, 4837.68+/-757.188, 1.85763+/-1.83586, 0.279219+/-1.83586;
6500, 7700, 4643.63+/-744.652, 1.83573+/-1.83573, 0.279219+/-1.83573;
6500, 7800, 4449.59+/-731.901, 1.83573+/-1.83573, 0.279219+/-1.83573;
6500, 7900, 4158.51+/-712.346, 1.83573+/-1.83573, 0.279219+/-1.83573;
6500, 8000, 3492.87+/-582.145, 1.83573+/-1.83573, 0.188611+/-1.83573;
6500, 8100, 3007.75+/-540.208, 1.83573+/-1.83573, 0+/-1.83573;
6500, 8200, 2522.63+/-494.728, 1.83573+/-1.83573, 0+/-1.83573;
6500, 8300, 2134.53+/-455.084, 1.83573+/-1.83573, 0+/-1.83573;
6500, 8400, 2037.51+/-444.62, 1.83573+/-1.83573, 0+/-1.83573;
6500, 8500, 1940.48+/-433.905, 1.83573+/-1.83573, 0+/-1.83573;
6500, 8600, 1843.46+/-422.918, 1.83573+/-1.83573, 0+/-1.83573;
6500, 8700, 1455.36+/-375.773, 1.83573+/-1.83573, 0+/-1.83573;
6500, 8800, 1358.34+/-363.031, 1.83573+/-1.83573, 0+/-1.83573;
6500, 8900, 1164.29+/-336.102, 1.83573+/-1.83573, 0+/-1.83573;
6500, 9000, 1067.27+/-321.793, 1.83573+/-1.83573, 0+/-1.83573;
6500, 9100, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6500, 9200, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6500, 9300, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6500, 9400, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6500, 9500, 194.048+/-137.213, 0+/-0, 0+/-0;
6500, 9600, 0+/-0, 0+/-0, 0+/-0;
6500, 9700, 0+/-0, 0+/-0, 0+/-0;
6500, 9800, 0+/-0, 0+/-0, 0+/-0;
6500, 9900, 0+/-0, 0+/-0, 0+/-0;
6500, 10000, 194.048+/-137.213, 0+/-0, 0+/-0;
6600, 1000, 129801+/-13337.9, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 2000, 28911.4+/-2011.36, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3000, 21270.9+/-1598.4, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3100, 20943.5+/-1578.81, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3200, 20929+/-1578.78, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3300, 19711.1+/-1501, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3400, 19614+/-1497.86, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3500, 19189.6+/-1473.76, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3600, 19182.6+/-1473.74, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3700, 19181.6+/-1473.74, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3800, 18612.9+/-1418.72, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 3900, 18223.8+/-1405.39, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4000, 17835.7+/-1391.93, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4100, 17835.1+/-1391.93, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4200, 17835.1+/-1391.93, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4300, 17737+/-1388.54, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4400, 17737+/-1388.54, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4500, 17737+/-1388.54, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4600, 17348.3+/-1374.92, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4700, 17251.3+/-1371.49, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4800, 17154.3+/-1368.05, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 4900, 16863.2+/-1357.69, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5000, 16766.2+/-1354.22, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5100, 16669.2+/-1350.74, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5200, 16474.6+/-1343.75, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5300, 16086+/-1329.67, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5400, 15794.9+/-1319.01, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5500, 15697.9+/-1315.43, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5600, 15503.8+/-1308.26, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5700, 15115.7+/-1293.79, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5800, 15018.7+/-1290.14, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 5900, 14824.6+/-1282.83, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 6000, 14429.5+/-1268.04, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 6100, 14138.5+/-1256.86, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 6200, 14041.5+/-1253.11, 2.56482+/-1.90181, 0.885394+/-1.90181;
6600, 6300, 13750.4+/-1241.79, 2.56482+/-1.90181, 0.873368+/-1.90181;
6600, 6400, 13168.2+/-1218.84, 2.56482+/-1.90181, 0.873368+/-1.90181;
6600, 6500, 12683.1+/-1199.37, 2.56482+/-1.90181, 0.873368+/-1.90181;
6600, 6600, 12295+/-1183.57, 2.56482+/-1.90181, 0.873368+/-1.90181;
6600, 6700, 11906.9+/-1167.55, 2.15798+/-1.85778, 0.873368+/-1.85778;
6600, 6800, 10936.7+/-1126.52, 2.15798+/-1.85778, 0.873368+/-1.85778;
6600, 6900, 10160.5+/-1092.58, 2.15798+/-1.85778, 0.762154+/-1.85778;
6600, 7000, 8621.62+/-969.777, 1.8739+/-1.83593, 0.762154+/-1.83593;
6600, 7100, 7748.41+/-925.064, 1.85763+/-1.83586, 0.762154+/-1.83586;
6600, 7200, 7069.24+/-888.734, 1.85763+/-1.83586, 0.762154+/-1.83586;
6600, 7300, 6487.09+/-856.368, 1.85763+/-1.83586, 0.593224+/-1.83586;
6600, 7400, 5807.92+/-816.988, 1.85763+/-1.83586, 0.32715+/-1.83586;
6600, 7500, 5419.83+/-793.609, 1.85763+/-1.83586, 0.32715+/-1.83586;
6600, 7600, 4837.68+/-757.188, 1.85763+/-1.83586, 0.279219+/-1.83586;
6600, 7700, 4643.63+/-744.652, 1.83573+/-1.83573, 0.279219+/-1.83573;
6600, 7800, 4449.59+/-731.901, 1.83573+/-1.83573, 0.279219+/-1.83573;
6600, 7900, 4158.51+/-712.346, 1.83573+/-1.83573, 0.279219+/-1.83573;
6600, 8000, 3492.87+/-582.145, 1.83573+/-1.83573, 0.188611+/-1.83573;
6600, 8100, 3007.75+/-540.208, 1.83573+/-1.83573, 0+/-1.83573;
6600, 8200, 2522.63+/-494.728, 1.83573+/-1.83573, 0+/-1.83573;
6600, 8300, 2134.53+/-455.084, 1.83573+/-1.83573, 0+/-1.83573;
6600, 8400, 2037.51+/-444.62, 1.83573+/-1.83573, 0+/-1.83573;
6600, 8500, 1940.48+/-433.905, 1.83573+/-1.83573, 0+/-1.83573;
6600, 8600, 1843.46+/-422.918, 1.83573+/-1.83573, 0+/-1.83573;
6600, 8700, 1455.36+/-375.773, 1.83573+/-1.83573, 0+/-1.83573;
6600, 8800, 1358.34+/-363.031, 1.83573+/-1.83573, 0+/-1.83573;
6600, 8900, 1164.29+/-336.102, 1.83573+/-1.83573, 0+/-1.83573;
6600, 9000, 1067.27+/-321.793, 1.83573+/-1.83573, 0+/-1.83573;
6600, 9100, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6600, 9200, 582.145+/-237.66, 1.83573+/-1.83573, 0+/-1.83573;
6600, 9300, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6600, 9400, 388.097+/-194.048, 1.83573+/-1.83573, 0+/-1.83573;
6600, 9500, 194.048+/-137.213, 0+/-0, 0+/-0;
6600, 9600, 0+/-0, 0+/-0, 0+/-0;
6600, 9700, 0+/-0, 0+/-0, 0+/-0;
